	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
87	4.9044627867e-07	6.01263998942e-07	5.06519501399e-07	1.21200323381e-07	4.33009690714e-07	6.37148214922e-07	6.16929792643e-07	4.0571417952e-07
88	4.82567754536e-07	2.63319673777e-07	4.98383127077e-07	2.21330194607e-07	9.20980381925e-07	6.26913512478e-07	6.07019438605e-07	2.73596651055e-07
89	4.69754752276e-07	4.58173883017e-07	4.85149677822e-07	2.50761471782e-08	9.45012062611e-07	6.10267226315e-07	5.90902030499e-07	3.86554423159e-07
90	4.75001643384e-07	6.15593009888e-07	4.90569295108e-07	2.2785573956e-08	3.04206856687e-07	6.17084534363e-07	5.97502067208e-07	2.48062262771e-07
91	4.49209488802e-07	2.38746143635e-07	4.63931551611e-07	1.94264812638e-07	9.65642928158e-07	5.8357705703e-07	5.65058251707e-07	1.56820752362e-07
92	4.84712985907e-07	4.90969224666e-07	5.00598340928e-07	1.1147127352e-07	1.05954197119e-06	6.29700018317e-07	6.09717913849e-07	4.63183532812e-07
93	4.46510649714e-07	2.49330465893e-07	4.6114458672e-07	7.93876631093e-08	1.13750543077e-06	5.80071348562e-07	5.61663396218e-07	1.51729925946e-07
94	4.63070122648e-07	5.53891863175e-07	4.78246218241e-07	1.35728874219e-07	8.95402021661e-07	6.01583400838e-07	5.82493470071e-07	3.11347698571e-07
95	4.79462151832e-07	9.67665055893e-08	4.95175436386e-07	1.07836772227e-07	9.34617895827e-07	6.22878575249e-07	6.03112917294e-07	3.40942786309e-07
96	4.84300615872e-07	1.93498938565e-07	5.00173012476e-07	4.93369553128e-08	1.17955017446e-06	6.29164999906e-07	6.09199195744e-07	2.4707240921e-07
97	4.64650775152e-07	3.72922348383e-07	4.79878229489e-07	4.29449512843e-08	9.78210533309e-07	6.03636299201e-07	5.84481764537e-07	5.46813211708e-07
98	4.5879632445e-07	4.49132145144e-07	4.73832912353e-07	1.35930547171e-07	9.92100692095e-07	5.96031926595e-07	5.77117481799e-07	2.39373036645e-07
99	4.91476851049e-07	1.54170052954e-07	5.07584532839e-07	1.40625530054e-07	5.08117115346e-07	6.38487912364e-07	6.18226144218e-07	4.28260905344e-07
