	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
12	6.02016476224e-07	3.64164540666e-12	6.05409144317e-07	1.6292460779e-07	5.14659741297e-07	7.788327092e-07	7.57224700313e-07	1.53740146573e-06
13	6.13049300913e-07	4.18598286503e-12	6.16376015337e-07	2.18054584849e-07	3.14492133648e-07	7.86966983879e-07	7.81829959944e-07	1.76646800531e-06
14	6.25941236866e-07	4.55380735514e-12	6.28597883283e-07	2.03154215547e-07	7.22830901994e-08	7.9699943686e-07	7.90267402195e-07	1.9214171083e-06
15	6.22626013977e-07	4.44561800675e-12	6.25142471475e-07	2.15962490725e-07	1.41487131178e-07	7.9613638502e-07	7.87294554072e-07	1.87679322743e-06
16	6.09001046234e-07	4.37062092257e-12	6.11718199089e-07	2.62875320515e-07	3.78119105548e-07	7.89043807183e-07	7.69774952662e-07	1.84416244054e-06
17	6.21070135888e-07	3.96786355314e-12	6.23634055934e-07	2.89613468055e-07	1.59869445287e-07	7.97728531509e-07	7.8999064141e-07	1.67484657276e-06
18	6.26069316835e-07	4.27551334465e-12	6.30019461811e-07	1.01038595578e-07	4.93802067687e-08	7.97704334542e-07	7.94220242018e-07	1.80613960601e-06
19	6.22708425901e-07	4.31813196315e-12	6.24392339612e-07	7.85315913111e-08	1.71857354427e-07	7.91230717415e-07	7.86838911512e-07	1.82207327489e-06
20	6.0904498002e-07	3.74372728146e-12	6.12046637915e-07	1.25763237774e-07	4.08743089001e-07	7.71282834536e-07	7.66197365288e-07	1.58043364242e-06
21	6.2184378193e-07	4.34124039038e-12	6.24708453502e-07	1.09009616139e-07	1.13147094806e-07	7.95801127046e-07	7.89384510783e-07	1.83175884267e-06
22	6.23354723571e-07	3.68731275168e-12	6.25063126205e-07	4.31805407173e-07	7.50322096081e-08	7.96017896381e-07	7.89215098481e-07	1.5558846328e-06
23	6.05513656144e-07	3.65999028491e-12	6.07977465489e-07	2.09473994985e-07	4.42462150118e-07	7.80410879873e-07	7.64958577759e-07	1.54512985103e-06
24	6.19718105154e-07	4.04431989189e-12	6.22751488189e-07	1.95253461865e-07	2.1408957153e-07	7.96895725425e-07	7.89538306484e-07	1.70649262368e-06
25	6.12498439666e-07	4.36515608438e-12	6.15270314378e-07	1.71032101047e-07	3.38275076288e-07	7.9005076255e-07	7.70408164861e-07	1.84186501909e-06
26	6.04572166084e-07	3.19043368923e-12	6.07888651232e-07	2.56750135177e-07	4.94797465988e-07	7.6467285035e-07	7.61998472833e-07	1.3474280008e-06
27	6.22804778346e-07	4.23619880371e-12	6.25481831071e-07	1.85727895531e-07	7.40377668195e-08	7.96930004786e-07	7.88576095012e-07	1.78833502495e-06
28	6.16924232584e-07	4.38345935721e-12	6.19189992096e-07	1.37613524546e-07	2.87939161763e-07	7.91949177238e-07	7.77651712722e-07	1.85016903635e-06
29	6.13244360157e-07	3.91922522406e-12	6.16434795524e-07	2.02828125139e-07	3.40887810583e-07	7.87527977341e-07	7.7312013556e-07	1.65605068202e-06
30	6.14255323035e-07	3.87302451182e-12	6.17262428509e-07	2.97227506549e-07	3.44792328064e-07	7.88581042484e-07	7.75577157538e-07	1.63428095286e-06
31	6.09814598384e-07	4.42601241858e-12	6.12893868367e-07	5.86109665011e-08	4.08558441702e-07	7.77309209436e-07	7.7191602483e-07	1.86801944078e-06
32	6.1983218503e-07	3.99878092973e-12	6.20164709897e-07	1.69900852967e-07	2.21775629446e-07	7.8330183344e-07	7.83062752589e-07	1.68845679442e-06
33	6.06066491211e-07	4.12568709855e-12	6.09215307604e-07	5.33364911313e-08	4.77982737811e-07	7.70349905815e-07	7.62319104472e-07	1.74082765128e-06
34	6.28384254076e-07	4.12894211599e-12	6.30253585921e-07	1.05494666618e-07	3.59727071331e-08	7.98022416438e-07	7.94020348579e-07	1.74372774069e-06
35	6.23081824595e-07	4.39437852936e-12	6.2590501046e-07	2.47149268878e-07	9.72858560118e-08	7.9685814513e-07	7.90330285843e-07	1.85415284862e-06
36	6.12373711095e-07	3.94241081178e-12	6.15883971781e-07	1.49842347939e-07	3.19280340642e-07	7.88898469462e-07	7.82671084869e-07	1.66489110288e-06
37	6.11940229754e-07	4.48209449154e-12	6.1535913868e-07	4.64028056029e-08	3.4895078252e-07	7.92342027389e-07	7.76371292793e-07	1.89116196619e-06
38	6.26967882611e-07	4.35851449898e-12	6.29041851538e-07	1.57819556069e-07	3.66595519683e-08	7.96996227916e-07	7.90196269089e-07	1.83905005665e-06
39	6.22836462266e-07	4.48708522049e-12	6.26046072576e-07	3.53125058342e-07	6.57943086419e-08	7.97296277228e-07	7.90243356069e-07	1.89327091666e-06
40	6.17276594572e-07	3.98601075233e-12	6.2120348288e-07	2.91273188785e-07	1.82213533169e-07	7.96381161408e-07	7.87941543142e-07	1.68198255244e-06
41	6.19839079091e-07	3.77697077889e-12	6.21778125108e-07	1.47193606401e-07	1.65288699857e-07	7.95799029999e-07	7.84607190776e-07	1.59444993027e-06
42	6.24288036352e-07	4.58434023698e-12	6.27448527457e-07	2.19394133936e-07	1.40722196272e-07	7.97584767514e-07	7.89211920429e-07	1.93549330511e-06
43	6.19961348699e-07	4.44796005111e-12	6.22470999248e-07	1.21960252967e-07	2.52650417802e-07	7.85904037055e-07	7.80488987657e-07	1.87773129053e-06
44	6.22781239384e-07	4.29167085958e-12	6.25252913163e-07	1.91418818678e-07	2.85498688312e-08	7.95510586953e-07	7.89646031224e-07	1.81085190277e-06
45	6.13321923037e-07	4.4501818108e-12	6.16994305953e-07	3.68404009921e-08	3.25062578389e-07	7.83964212482e-07	7.8074221658e-07	1.878689663e-06
46	6.17100862033e-07	4.03345301775e-12	6.20407952965e-07	1.7161889111e-07	2.59234058626e-07	7.80525732402e-07	7.81832751771e-07	1.70415049285e-06
47	6.15595367006e-07	4.38357679305e-12	6.18081175349e-07	1.03388131959e-07	3.16625889687e-07	7.78354072876e-07	7.76482846492e-07	1.84959989066e-06
48	6.08558917145e-07	4.00003906683e-12	6.1125226043e-07	3.88603137695e-08	3.88870789323e-07	7.76237947095e-07	7.6912425412e-07	1.68918227361e-06
49	6.27416374282e-07	4.25200715645e-12	6.30106434687e-07	2.04626691076e-07	4.83781203592e-08	7.97697354047e-07	7.90444951262e-07	1.79503953772e-06
50	6.22512051195e-07	4.29497456034e-12	6.24458366162e-07	2.24960256274e-07	7.70230549346e-08	7.97017638794e-07	7.90261761784e-07	1.81224116272e-06
51	6.14468980738e-07	3.83901882002e-12	6.17426046956e-07	1.6433352669e-07	3.19706667767e-07	7.82700315604e-07	7.77490670938e-07	1.62136010005e-06
52	6.16994519894e-07	3.69265386307e-12	6.19187614473e-07	2.6836877372e-07	2.88629551628e-07	7.93330294051e-07	7.80308910978e-07	1.5589242768e-06
53	6.06581464991e-07	3.90708427747e-12	6.10048550552e-07	1.93071567785e-07	4.44982769883e-07	7.69450124784e-07	7.6336163635e-07	1.64979118258e-06
54	5.97805117974e-07	3.70022647187e-12	6.00947303152e-07	9.51669909852e-08	6.10581759127e-07	7.55880612196e-07	7.5281587466e-07	1.56182955219e-06
55	6.11845596972e-07	4.07374511737e-12	6.1492033117e-07	2.72825252796e-07	3.60909647628e-07	7.8802540713e-07	7.83123224278e-07	1.71940715328e-06
56	6.18579275904e-07	4.12775678561e-12	6.22589997307e-07	3.25004403997e-07	2.30666361509e-07	7.88604186818e-07	7.86563659825e-07	1.74305330827e-06
57	6.19425841098e-07	4.35937922782e-12	6.21973055568e-07	1.94452651007e-07	2.21408589702e-07	7.88602271393e-07	7.80184871077e-07	1.84002626716e-06
58	6.1133084938e-07	4.16600737562e-12	6.14243264793e-07	2.29693412223e-07	3.63476679933e-07	7.81966703504e-07	7.69522763897e-07	1.75890361002e-06
59	6.25972038506e-07	4.84957222591e-12	6.28812372206e-07	9.88195194154e-08	5.02174441656e-08	7.96974663346e-07	7.92911812089e-07	2.04780941489e-06
60	6.06599389569e-07	3.88521146852e-12	6.09253063242e-07	1.62245612402e-07	3.75430029488e-07	7.82666970365e-07	7.66951930187e-07	1.6399786627e-06
61	6.26382494052e-07	5.11198821998e-12	6.28449112533e-07	3.98726557955e-09	9.07785006917e-08	7.96983199721e-07	7.90287308874e-07	2.15753638332e-06
62	6.09761868487e-07	4.10344328916e-12	6.12737893713e-07	7.01330469629e-09	3.90936881241e-07	7.73561889403e-07	7.72978869179e-07	1.73149234393e-06
63	6.14192863491e-07	4.15834194387e-12	6.17178845767e-07	2.81354321137e-07	3.22283450517e-07	7.91089015243e-07	7.79202279226e-07	1.75531152531e-06
64	6.2285917672e-07	4.33695195352e-12	6.24877395837e-07	1.34103689099e-07	1.35831612344e-07	8.00716322341e-07	7.8409586495e-07	1.83015248764e-06
65	6.26792743309e-07	4.14371460317e-12	6.29016205341e-07	3.57934291483e-07	1.05121769405e-07	7.9735387887e-07	7.88992609548e-07	1.74935458061e-06
66	6.09483607747e-07	4.16418232075e-12	6.12781198972e-07	1.22157763821e-07	3.76025292547e-07	7.82325887462e-07	7.70453413219e-07	1.75707395472e-06
67	6.07226648414e-07	4.00203836712e-12	6.10638921858e-07	1.86958615352e-07	4.27738474275e-07	7.8081962126e-07	7.68408130836e-07	1.68992150379e-06
68	6.17553704031e-07	4.62051511408e-12	6.19950270702e-07	3.60855643201e-08	2.58174373505e-07	7.84811876923e-07	7.82060218427e-07	1.94963259853e-06
69	6.20345891539e-07	4.59150203659e-12	6.23502831815e-07	1.00105930186e-07	2.37366415529e-07	7.94388151906e-07	7.88247688895e-07	1.93843422416e-06
70	6.13020656685e-07	4.39398195715e-12	6.15655715342e-07	6.81165834189e-09	2.67019093598e-07	7.9489891223e-07	7.72768817291e-07	1.85523915975e-06
71	6.0551216431e-07	3.60580835777e-12	6.08358589369e-07	6.25202697363e-08	4.40397963883e-07	7.71862481343e-07	7.65515778989e-07	1.52396233739e-06
72	6.17329688272e-07	4.16941919705e-12	6.19811500047e-07	2.07366083474e-07	2.96734380349e-07	7.93856615884e-07	7.79878664599e-07	1.7595921369e-06
73	6.06390554931e-07	3.53470403483e-12	6.09714184603e-07	2.40444453969e-07	4.29362229615e-07	7.70666336416e-07	7.6631466321e-07	1.49242955326e-06
74	6.02412222047e-07	3.46201737258e-12	6.06148877416e-07	2.50498293841e-07	5.396005526e-07	7.62422986083e-07	7.57722965922e-07	1.46154721546e-06
75	6.15934403554e-07	4.22580319217e-12	6.18755355357e-07	2.33025385477e-07	2.72924488576e-07	7.95047645557e-07	7.75942037275e-07	1.78330252724e-06
76	6.11392831624e-07	3.88282468472e-12	6.14656271497e-07	1.65006138519e-07	3.72084490381e-07	7.75963067372e-07	7.706530748e-07	1.63988777952e-06
77	6.0932216956e-07	4.12817576124e-12	6.12488330514e-07	5.37987912381e-08	4.01761451998e-07	7.72502950154e-07	7.69879955822e-07	1.74243481137e-06
78	6.11240857077e-07	4.35330708045e-12	6.16479562024e-07	1.24576682499e-07	3.44884793832e-07	7.85483369475e-07	7.73906543792e-07	1.83759565294e-06
79	6.19412653254e-07	4.01506287021e-12	6.22553158891e-07	1.80078745651e-07	2.58524931901e-07	7.92096581442e-07	7.87588645327e-07	1.69415636468e-06
80	6.13368885417e-07	3.8642642166e-12	6.1624822611e-07	2.28994157451e-07	3.01584625154e-07	7.83872718952e-07	7.74897473177e-07	1.63238068129e-06
81	6.21159755485e-07	4.30500558433e-12	6.2408150507e-07	2.00688085808e-07	2.02366576931e-07	7.9074245555e-07	7.84912711969e-07	1.81649057928e-06
82	6.22690411547e-07	4.54265544404e-12	6.24450551369e-07	8.92718369767e-08	1.64728332966e-07	7.89487880272e-07	7.89425419967e-07	1.91723681354e-06
83	6.19954397093e-07	3.85471037963e-12	6.22495109624e-07	1.49354212994e-07	1.7638623893e-07	7.93683427363e-07	7.86339408434e-07	1.62717502915e-06
84	6.22751558109e-07	4.20307106288e-12	6.23225281301e-07	2.42478959222e-07	1.17793936723e-07	7.95941581362e-07	7.90787288807e-07	1.77356222483e-06
85	6.11160965602e-07	3.81821973434e-12	6.14359089568e-07	1.66310108007e-07	3.70966492922e-07	7.76647083066e-07	7.70094347283e-07	1.61261947108e-06
86	6.17003538634e-07	3.83182351685e-12	6.19984808037e-07	3.45984300502e-07	2.9961170643e-07	7.90771064181e-07	7.81132692645e-07	1.617500321e-06
87	6.23124736568e-07	4.36803590961e-12	6.27273946053e-07	3.10167106924e-07	1.64068772948e-08	7.96987536226e-07	7.97613419801e-07	1.8430400253e-06
88	6.10864000494e-07	4.15748749843e-12	6.14595090808e-07	2.14821985142e-07	3.88538280874e-07	7.75342355045e-07	7.68378965824e-07	1.75594623764e-06
89	6.18835142037e-07	4.1571509328e-12	6.21318229108e-07	1.84739725046e-07	2.6264531151e-07	7.89589928819e-07	7.78377007304e-07	1.75453156144e-06
90	6.13698344372e-07	4.1968436098e-12	6.16658992935e-07	1.47349229996e-07	3.25830222473e-07	7.91657575235e-07	7.73763892465e-07	1.7719688464e-06
91	6.07263638376e-07	4.2468101368e-12	6.10027391924e-07	5.34972104098e-08	4.50731115787e-07	7.68399259598e-07	7.64729074599e-07	1.79312427621e-06
92	6.15068685281e-07	3.70019002557e-12	6.21480847305e-07	1.795518604e-07	2.75690295682e-07	7.86291708067e-07	7.82548337615e-07	1.56167676138e-06
93	6.20501179748e-07	4.5994217576e-12	6.22800328737e-07	6.08564383441e-08	1.57405192175e-07	7.90128525311e-07	7.89656879227e-07	1.94068992285e-06
94	6.05615738381e-07	4.07303343242e-12	6.12387578295e-07	1.59770570764e-07	4.23896605912e-07	7.78254016717e-07	7.66604169312e-07	1.71971707272e-06
95	6.05911450085e-07	3.63354295947e-12	6.09722595251e-07	1.6160564409e-07	4.67159044547e-07	7.69732429657e-07	7.6502978438e-07	1.53383950832e-06
96	6.11248180952e-07	3.8791545409e-12	6.15455488527e-07	3.26101556889e-07	3.41886347963e-07	7.79387040562e-07	7.77010828938e-07	1.63778385538e-06
97	6.16721095897e-07	4.04959016917e-12	6.20192584203e-07	3.37527828481e-07	2.87744823565e-07	7.87144013386e-07	7.76966644314e-07	1.7091572391e-06
98	6.08913450634e-07	3.91674984109e-12	6.12455562378e-07	2.26260008821e-07	3.91212002416e-07	7.71406662268e-07	7.70160520593e-07	1.6528924203e-06
99	6.1068527241e-07	3.75047769723e-12	6.13737010682e-07	3.02475674301e-07	3.91960163799e-07	7.74562206746e-07	7.69880442561e-07	1.58347938018e-06
