	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
0	5.074509666e-07	8.75810120886e-08	5.10955610515e-07	1.63488786047e-07	7.35260036103e-07	6.42693924296e-07	6.24747099538e-07	4.55295421264e-07
1	5.36821717401e-07	2.48738399889e-07	5.40901984571e-07	2.74595609674e-07	5.7314194176e-07	6.74015023583e-07	6.69785469147e-07	4.66750813657e-07
2	5.12752652447e-07	1.89216213319e-07	5.17163764949e-07	3.52045093958e-07	5.03999800342e-07	6.37698433603e-07	6.31917940386e-07	2.93519972328e-07
3	4.89333056934e-07	1.68591863186e-07	4.93855726784e-07	9.21807114833e-08	8.39694792195e-07	6.18189338814e-07	6.10117692687e-07	2.16491393371e-07
4	4.9566893498e-07	3.63288041248e-07	5.00068191375e-07	1.20382728247e-07	1.30324245832e-06	6.19485545895e-07	6.01580176968e-07	7.49862389805e-08
5	5.202896229e-07	3.67651808994e-07	5.22757991601e-07	2.55734935895e-07	4.47511683956e-07	6.4324452304e-07	6.4438798228e-07	4.62934559621e-07
6	5.01104297939e-07	3.87505916155e-07	5.05892573711e-07	1.68568795443e-07	8.04841863512e-07	6.31415784507e-07	6.22107224186e-07	3.47257301713e-07
7	5.22984318756e-07	4.32181172882e-07	5.26236580294e-07	4.33754387984e-07	3.70640696292e-07	6.61913845847e-07	6.55928575564e-07	3.32872875054e-07
8	4.83755372841e-07	7.1812093359e-07	4.89284957703e-07	2.55096720442e-08	1.24906509469e-06	6.13979075884e-07	5.93084392175e-07	3.37960225642e-07
9	5.16793901398e-07	2.9197721483e-07	5.20760464367e-07	1.3268544531e-07	6.20743311497e-07	6.55026079098e-07	6.45124414383e-07	4.99857382081e-07
10	5.26087902367e-07	1.20640373597e-07	5.29173273343e-07	1.89258211185e-07	1.02389040803e-06	6.6055389896e-07	6.49139802005e-07	4.62265618788e-07
11	5.29046079975e-07	1.4170826268e-07	5.32448292059e-07	2.77484481667e-07	8.89369408915e-07	6.69870388543e-07	6.52543077846e-07	6.22859083087e-07
12	4.97662973975e-07	2.83091179532e-07	5.00944194549e-07	1.84868987051e-07	4.53595779645e-07	6.03171038603e-07	6.00848924442e-07	3.33859611784e-08
13	5.0683339306e-07	2.88223697835e-07	5.09201464781e-07	1.07823280672e-07	5.95041491514e-07	6.33066775505e-07	6.26374101188e-07	3.34715884915e-07
14	5.30576850992e-07	7.43601456784e-07	5.35001072712e-07	3.48958723353e-07	5.33415859158e-07	6.72937717286e-07	6.56071351086e-07	5.93443969763e-07
15	4.96063484961e-07	1.30184439003e-07	4.99754487341e-07	2.24010908532e-07	7.54794737032e-07	6.1779710392e-07	6.04003040147e-07	2.89923194737e-07
16	5.04609159829e-07	1.04753845794e-07	5.09478532633e-07	1.14003787983e-07	6.33695938467e-07	6.39112915389e-07	6.33604534635e-07	3.88041524514e-07
17	5.25417073026e-07	3.13259635735e-07	5.30437962733e-07	3.64569120647e-07	7.52273633854e-07	6.61249163315e-07	6.47579504536e-07	4.82542931925e-07
18	5.007464729e-07	2.68833957006e-07	5.02721525913e-07	8.87811924529e-08	7.74157345795e-07	6.2626206999e-07	6.24628887472e-07	4.8228485997e-07
19	5.27071371205e-07	8.21380551489e-08	5.33222023533e-07	2.17841684898e-07	8.58720645095e-07	6.63524519057e-07	6.53076478559e-07	3.53723314421e-07
20	5.1138817616e-07	2.19981082598e-07	5.12758925772e-07	2.66818618473e-07	9.77720012803e-07	6.41176686404e-07	6.39605037307e-07	3.66839878688e-07
21	4.91934118792e-07	1.10169158388e-07	4.97750480959e-07	2.67313200033e-07	1.15450112879e-06	6.17190413189e-07	6.09296453941e-07	2.11327804171e-07
22	5.23252158757e-07	5.28917688668e-07	5.27717939978e-07	2.97470704061e-07	5.46349388501e-07	6.52475312803e-07	6.53620212681e-07	5.16549289802e-07
23	4.8919342484e-07	3.66092035948e-07	4.93926942567e-07	1.75971920488e-07	6.58576719843e-07	6.03641425364e-07	5.92256813243e-07	3.62538010167e-07
24	5.38784763411e-07	1.51095624598e-07	5.42752288215e-07	1.05277454097e-07	5.07840537556e-07	6.82687194996e-07	6.64523419595e-07	4.22261657216e-07
25	4.9660389545e-07	2.24943346026e-07	5.02407231728e-07	2.11913357589e-07	8.6403306293e-07	6.17354194368e-07	6.02064708055e-07	3.83645422483e-07
26	4.95721000974e-07	9.05007231687e-07	4.98119493128e-07	1.71240968511e-07	9.53544044624e-07	6.20685092377e-07	6.049438034e-07	3.44596128361e-07
27	5.16893641491e-07	4.42045171269e-07	5.20062432797e-07	1.18566294857e-07	1.33584892221e-07	6.47573814967e-07	6.39965789361e-07	5.00311862374e-07
28	4.90186408985e-07	7.4115176596e-07	4.9376275172e-07	4.07383700023e-08	1.1019955589e-06	6.18786753561e-07	6.05619457081e-07	3.74126844709e-07
29	5.07314653527e-07	2.66451316612e-07	5.12077069174e-07	3.07555327621e-07	8.71383435797e-07	6.40871814161e-07	6.37248643742e-07	6.06117006291e-07
30	5.20421261767e-07	5.2851988924e-07	5.23900747479e-07	1.25831735405e-07	6.09522447499e-07	6.57647069732e-07	6.49050195256e-07	2.63627111159e-07
31	4.73889248067e-07	9.74090786722e-07	4.79317893669e-07	1.04328270263e-07	9.54439295995e-07	6.02486976385e-07	5.92429817322e-07	1.72400563672e-07
32	5.12031311465e-07	8.38100348942e-07	5.16311807917e-07	2.972606389e-07	7.53595815767e-07	6.4315939336e-07	6.3661198713e-07	1.23451362243e-07
