frame	deltaG
1	-23.9972
2	-21.7475
3	-26.4784
4	-30.5116
5	-32.4672
6	-25.36
7	-25.4684
8	-29.8912
9	-27.2309
10	-32.7229
11	-27.8337
12	-32.9143
13	-20.3346
14	-28.0832
15	-32.4962
16	-29.6943
17	-17.3459
18	-28.7967
19	-35.2997
20	-32.6685
21	-29.3931
22	-23.693
23	-30.1423
24	-20.7436
25	-24.2519
26	-19.8937
27	-11.4717
28	-18.7056
29	-32.4474
30	-37.0184
31	-28.6115
32	-26.1819
33	-30.944
34	-29.4624
35	-31.6477
36	-21.7611
37	-21.8071
38	-29.7236
39	-28.5903
40	-29.0197
41	-37.4792
42	-31.1244
43	-33.1981
44	-29.24
45	-23.8974
46	-25.9851
47	-22.7701
48	-17.0931
49	-15.8762
50	-19.3063
51	-26.3085
52	-34.2131
53	-29.0986
54	-22.2067
55	-36.3908
56	-38.7347
57	-18.7854
58	-27.725
59	-27.5841
60	-17.7896
61	-25.4618
62	-29.57
63	-25.2042
64	-14.7877
65	-21.0458
66	-31.5742
67	-21.1951
68	-27.9895
69	-16.2403
70	-27.3777
71	-26.6015014286
73	5.91747213241
