frame	deltaG
1	-55.2849
2	-58.0895
3	-53.8014
4	-58.1966
5	-45.0986
6	-50.8544
7	-53.347
8	-54.5311
9	-53.2139
10	-55.1704
11	-59.2007
12	-52.5773
13	-49.4297
14	-52.6676
15	-51.9505
16	-46.6199
17	-52.1757
18	-48.0902
19	-61.9085
20	-47.1583
21	-49.1688
22	-50.7837
23	-57.3577
24	-52.0611
25	-53.997
26	-55.4128
27	-37.0721
28	-51.2056
29	-51.9878
30	-56.9569
31	-55.1389
32	-55.5639
33	-65.5411
34	-62.1187
35	-59.7431
36	-57.5091
37	-57.4222
38	-56.2557
39	-53.721
40	-58.6648
41	-52.3346
42	-44.2978
43	-56.6646
44	-53.922
45	-50.5564
46	-59.304
47	-55.8244
48	-59.6815
49	-59.1467
50	-65.8256
51	-56.9433
52	-45.7749
53	-64.7698
54	-55.6858
55	-53.8103
56	-53.7285
57	-51.9024
58	-57.2703
59	-49.0625
60	-51.8951
61	-59.7839
62	-50.3199
63	-44.6985
64	-50.2351
65	-56.6964
66	-54.9911
67	-54.5419
68	-57.9858
69	-55.571
70	-59.5133
71	-54.2826514286
73	5.12879787273
