frame	deltaG
1	-28.6653
2	-24.2514
3	-28.6163
4	-25.1558
5	-24.5936
6	-29.0303
7	-32.2426
8	-29.2293
9	-39.3925
10	-33.3072
11	-29.8846
12	-32.4051
13	-35.8493
14	-27.3477
15	-25.4385
16	-20.1029
17	-35.039
18	-24.2846
19	-17.5977
20	-20.9276
21	-22.0878
22	-25.2291
23	-27.8255
24	-19.2687
25	-17.9543
26	-19.4103
27	-23.2311
28	-21.1678
29	-24.7575
30	-28.0702
31	-21.1542
32	-31.9954
33	-25.2486
34	-29.2917
35	-34.9155
36	-17.4551
37	-26.2761
38	-23.1077
39	-28.1966
40	-31.1795
41	-26.91
42	-17.5443
43	-31.3922
44	-10.5471
45	-25.6266
46	-24.4124
47	-25.097
48	-28.1012
49	-38.4208
50	-22.2341
51	-31.1191
52	-25.0326
53	-23.8175
54	-19.1593
55	-21.4259
56	-37.7521
57	-35.0274
58	-16.5796
59	-15.3062
60	-21.2203
61	-19.2872
62	-23.3787
63	-15.6162
64	-21.2896
65	-21.995
66	-32.0852
67	-30.0335
68	-18.5671
69	-22.7422
70	-23.8174
71	-25.5245971429
73	6.04669224263
