,patterns,count
0,"(1, -1, 1, 3, 3, 2, 2, 3, 3, -2, -1, 3)",1
1,"(-2, -1, 3, 3, 2, 1, 1, 3, 1, -2, 2, 3)",1
2,"(2, 3, -1, -1, 1, -1, 3, 1, 2, 2, 1, 2)",1
3,"(-2, -1, 3, -1, -1, 2, -2, -1, 3, 2, 1, 2)",1
4,"(-1, 1, 3, 1, 1, 1, -1, 1, 2, -1, 3, 3)",1
5,"(-1, -1, -2, -1, 3, 2, 2, 3, 2, -2, -1, 2)",1
6,"(3, 2, -1, 2, -1, -2, -2, -1, 3, -2, -1, 3)",1
7,"(-1, 1, 1, -1, 3, 3, -1, 1, 3, 2, 2, 3)",1
8,"(-1, 1, -2, -2, 1, -2, 1, 3, 1, -2, -1, 2)",1
9,"(2, 3, -2, -2, 3, 2, 2, 2, -1, -1, 1, 1)",1
10,"(-1, 1, 3, 3, 2, 1, -1, 2, 2, -1, 1, 2)",1
11,"(-2, -1, -1, -2, 1, 1, -1, -1, 2, 1, 2, 3)",1
12,"(-2, -2, 2, 3, 3, 2, 1, 2, 2, -2, -2, 1)",1
13,"(2, 3, 3, -2, -1, 2, -2, -1, 3, 1, 3, 3)",1
14,"(-1, 1, 1, -1, 2, 1, 2, 3, 2, -1, 3, 3)",1
15,"(2, 1, -1, 1, 2, -1, -1, 1, 3, -1, 1, 3)",1
16,"(2, 3, -1, -1, 3, 1, 1, 2, 2, -1, 1, 2)",1
17,"(1, -1, 1, 3, 1, -2, 1, 1, 3, -1, -1, 3)",1
18,"(-1, -1, 1, 2, -1, -2, -1, -1, 3, 2, 1, 3)",1
19,"(-2, -1, 3, 1, -1, -1, 3, 3, -1, -2, 1, 2)",1
20,"(-1, -1, 2, 3, 1, -2, -2, -1, 2, -2, -1, 2)",1
21,"(1, 2, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3)",1
22,"(2, 3, -2, -2, 1, -2, 1, 2, 1, -1, 1, 2)",1
23,"(2, 2, 2, 3, 1, -2, -2, 1, 3, -1, 1, 3)",1
24,"(-1, 1, 1, 2, 1, -1, 2, 2, 2, 2, 1, 2)",1
25,"(-2, -1, -2, -2, 3, 1, 3, 3, 1, -1, 3, 3)",1
26,"(2, 3, -2, -2, 1, -1, 3, 3, 3, 3, -1, 1)",1
27,"(-1, 1, -1, -1, 1, -1, -2, 1, 1, -2, 3, 3)",1
28,"(-2, 1, 3, 1, 1, 1, 1, 1, 2, 1, -1, 1)",1
29,"(-2, -1, 1, 1, -1, -2, 1, -1, 2, 2, 1, 2)",1
30,"(-1, 1, 3, 2, 1, -1, 3, 3, 2, 1, 1, 2)",1
31,"(-2, -1, 3, 3, -1, -2, 1, 1, 1, -1, -1, -1)",1
32,"(-2, -1, 2, -2, -1, 1, 2, 3, -1, -1, 2, 3)",1
