,patterns,count
0,"(2, 3, 2, 2, 2, 2, 1, 3, 3, 1, 3, 3)",1
1,"(1, 2, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3)",1
2,"(2, 3, 1, 1, 3, 2, 1, 3, 3, 1, 3, 3)",2
3,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3)",2
4,"(1, 2, 1, 1, 3, 1, 2, 3, 3, 2, 2, 3)",1
5,"(1, 2, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3)",1
6,"(1, 2, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3)",1
7,"(2, 3, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3)",1
8,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3)",2
9,"(1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3)",1
10,"(2, 3, 2, 1, 3, 3, 1, 3, 3, 1, 3, 3)",3
11,"(2, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3)",1
12,"(2, 3, 1, 1, 3, 2, 3, 3, 3, 2, 3, 3)",4
13,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3)",1
14,"(2, 3, 1, 1, 3, 1, 2, 3, 3, 1, 3, 3)",2
15,"(1, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3)",1
16,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 1, 3, 3)",1
17,"(1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3)",1
18,"(1, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3)",1
19,"(1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 2, 3)",1
20,"(1, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3)",2
21,"(1, 2, 3, 3, 3, 2, 1, 3, 3, 1, 3, 3)",1
22,"(1, 2, 2, 1, 3, 2, 2, 3, 3, 2, 3, 3)",4
23,"(2, 3, 1, 1, 3, 1, 2, 3, 3, 2, 2, 3)",1
24,"(1, 2, 2, 1, 3, 1, 2, 3, 3, 2, 2, 3)",1
25,"(2, 3, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",3
26,"(1, 2, 2, 1, 3, 2, 3, 3, 3, 2, 3, 3)",2
27,"(1, 3, 1, 1, 3, 2, 2, 3, 3, 2, 2, 3)",1
28,"(1, 2, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3)",1
29,"(2, 3, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3)",3
30,"(2, 3, 3, 2, 2, 2, 1, 3, 3, 1, 3, 3)",2
31,"(1, 2, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",4
32,"(2, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3)",2
33,"(1, 2, 3, 2, 3, 3, 1, 3, 3, 1, 3, 3)",1
34,"(1, 2, 3, 2, 3, 3, 2, 3, 3, 1, 3, 3)",3
35,"(2, 3, 2, 1, 2, 2, 1, 3, 3, 1, 3, 3)",1
36,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3)",3
37,"(1, 2, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3)",1
38,"(1, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3)",1
39,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 1, 3, 3)",1
40,"(1, 2, 2, 1, 2, 1, 3, 3, 3, 2, 2, 3)",1
41,"(2, 3, 2, 2, 2, 2, 1, 3, 3, 1, 3, 3)",1
42,"(1, 2, 2, 1, 2, 1, 2, 3, 3, 1, 2, 3)",2
43,"(2, 3, 2, 1, 3, 2, 1, 3, 3, 1, 3, 3)",2
44,"(2, 3, 1, 1, 3, 2, 1, 3, 3, 1, 3, 3)",2
45,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3)",7
46,"(1, 2, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",2
47,"(1, 2, 2, 1, 3, 3, 2, 3, 3, 2, 3, 3)",3
48,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3)",2
49,"(1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3)",1
50,"(2, 3, 2, 1, 3, 3, 1, 3, 3, 1, 3, 3)",2
51,"(2, 3, 1, 1, 3, 2, 2, 3, 3, 1, 3, 3)",1
52,"(2, 3, 1, 1, 3, 2, 3, 3, 3, 2, 3, 3)",3
53,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3)",1
54,"(1, 2, 3, 3, 2, 1, 3, 3, 3, 3, 2, 3)",1
55,"(1, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3)",3
56,"(1, 2, 2, 2, 3, 1, 3, 3, 3, 2, 3, 3)",1
57,"(1, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3)",1
58,"(1, 2, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3)",1
59,"(2, 3, 2, 1, 2, 1, 1, 3, 3, 1, 3, 3)",1
60,"(1, 2, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3)",1
61,"(1, 2, 2, 1, 3, 2, 2, 3, 3, 2, 3, 3)",3
62,"(2, 3, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3)",1
63,"(2, 3, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",5
64,"(1, 2, 2, 2, 3, 2, 2, 3, 3, 1, 3, 3)",1
65,"(1, 2, 3, 2, 3, 2, 1, 3, 3, 1, 3, 3)",1
66,"(1, 3, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",1
67,"(2, 3, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3)",1
68,"(2, 3, 3, 2, 2, 2, 1, 3, 3, 1, 3, 3)",1
69,"(1, 2, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3)",1
70,"(1, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3)",1
71,"(2, 3, 1, 1, 3, 1, 1, 3, 3, 1, 2, 3)",1
72,"(1, 2, 3, 2, 3, 3, 2, 3, 3, 1, 3, 3)",1
73,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3)",4
74,"(1, 3, 1, 1, 3, 2, 3, 3, 3, 2, 3, 3)",1
75,"(1, 2, 3, 2, 3, 2, 2, 3, 3, 1, 3, 3)",1
76,"(1, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3)",1
77,"(1, 2, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3)",1
78,"(1, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3)",1
79,"(2, 3, 2, 1, 3, 2, 1, 3, 3, 1, 3, 3)",1
80,"(2, 3, 3, 1, 2, 2, 1, 3, 3, 1, 3, 3)",1
81,"(1, 2, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3)",1
82,"(1, 2, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",1
83,"(1, 2, 2, 1, 3, 3, 2, 3, 3, 2, 3, 3)",2
84,"(1, 2, 1, 1, 3, 2, 2, 3, 3, 2, 2, 3)",1
85,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3)",2
86,"(1, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3)",2
87,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3)",1
88,"(1, 2, 3, 2, 3, 2, 2, 3, 3, 2, 2, 3)",1
89,"(1, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3)",1
90,"(1, 2, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3)",2
91,"(1, 2, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3)",1
92,"(1, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3)",3
93,"(1, 2, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3)",1
94,"(1, 2, 3, 3, 2, 1, 2, 3, 3, 3, 2, 3)",1
95,"(1, 2, 2, 1, 3, 2, 2, 3, 3, 2, 3, 3)",8
96,"(2, 3, 1, 1, 3, 2, 2, 3, 3, 2, 3, 3)",5
97,"(2, 3, 1, 1, 3, 1, 2, 3, 3, 2, 3, 3)",1
98,"(1, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3)",1
99,"(1, 2, 3, 3, 3, 1, 2, 3, 3, 2, 3, 3)",1
100,"(1, 3, 3, 2, 2, 2, 1, 3, 3, 1, 3, 3)",2
101,"(1, 2, 2, 1, 3, 3, 2, 3, 3, 1, 3, 3)",1
102,"(2, 3, 3, 2, 2, 3, 1, 3, 3, 1, 3, 3)",1
103,"(2, 3, 1, 1, 3, 1, 3, 3, 3, 2, 3, 3)",1
104,"(2, 3, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3)",1
105,"(1, 2, 2, 1, 3, 2, 2, 3, 3, 1, 3, 3)",1
106,"(2, 3, 3, 2, 2, 2, 1, 3, 3, 1, 3, 3)",1
107,"(1, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3)",1
108,"(1, 2, 2, 2, 3, 1, 2, 3, 3, 2, 3, 3)",1
109,"(2, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3)",1
110,"(1, 2, 3, 2, 3, 3, 2, 3, 3, 1, 3, 3)",3
111,"(2, 3, 3, 3, 2, 2, 1, 3, 3, 1, 3, 3)",3
112,"(1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3)",3
113,"(1, 2, 2, 1, 3, 3, 1, 3, 3, 1, 3, 3)",1
114,"(1, 2, 1, 1, 3, 2, 1, 3, 3, 1, 2, 3)",1
115,"(1, 3, 1, 1, 3, 2, 3, 3, 3, 2, 3, 3)",1
116,"(1, 2, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3)",3
117,"(2, 3, 2, 2, 2, 2, 1, 3, 3, 1, 3, 3)",1
118,"(1, 2, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3)",1
119,"(2, 3, 1, 1, 3, 2, 1, 3, 3, 1, 3, 3)",2
