,patterns,count
0,"(2, 3, 1, 1, 3, 2, 3, 3, 2, 2, 3, 3)",1
1,"(2, 2, 1, 2, 3, 1, 2, 3, 3, 1, 3, 3)",1
2,"(2, 3, 2, 3, 2, 1, 1, 2, 3, 2, 2, 2)",1
3,"(2, 3, 3, 3, 2, 1, 2, 2, 1, 2, 3, 2)",1
4,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 2, 2, 3)",1
5,"(1, 2, 3, 3, 2, 1, 2, 3, 1, 2, 2, 1)",1
6,"(3, 2, 2, 3, 2, 1, 1, 3, 3, 2, 2, 2)",1
7,"(3, 2, 3, 3, 3, 3, 1, 3, 3, 2, 2, 3)",1
8,"(2, 3, 2, 2, 2, 1, 3, 3, 1, 2, 3, 2)",1
9,"(3, 3, 3, 3, 2, 2, 1, 3, 2, 1, 2, 2)",1
10,"(2, 3, 1, 1, 3, 2, 1, 3, 3, 3, 2, 1)",1
11,"(2, 3, 1, 1, 2, 1, 2, 2, 3, 3, 2, 3)",1
12,"(2, 3, 3, 1, 3, 3, 2, 3, 1, 1, 3, 2)",1
13,"(1, 2, 3, 2, 2, 2, 1, 3, 2, 1, 2, 1)",1
14,"(3, 2, 1, 3, 3, 2, 2, 3, 1, 1, 2, 1)",1
15,"(2, 3, 1, 1, 3, 1, 2, 3, 1, 1, 3, 2)",1
16,"(1, 2, 1, 1, 3, 2, 2, 3, 1, 1, 2, 1)",1
17,"(1, 2, 3, 2, 3, 3, 2, 3, 2, 1, 2, 1)",1
18,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 1, 2, 2)",1
19,"(3, 3, 3, 3, 2, 3, 2, 3, 1, 1, 2, 1)",1
20,"(3, 3, 1, 2, 2, 1, 1, 3, 1, 1, 3, 2)",1
21,"(1, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2)",1
22,"(1, 2, 1, 1, 3, 2, 2, 3, 2, 1, 2, 1)",1
23,"(2, 3, 1, 1, 2, 1, 3, 3, 1, 3, 3, 3)",1
24,"(1, 2, 3, 1, 3, 3, 2, 3, 3, 3, 2, 1)",1
25,"(2, 3, 1, 1, 3, 1, 3, 3, 3, 3, 2, 2)",1
26,"(2, 3, 3, 1, 3, 3, 1, 2, 3, 3, 3, 3)",1
27,"(1, 2, 1, 1, 3, 2, 3, 3, 2, 3, 2, 2)",1
28,"(2, 3, 3, 3, 2, 1, 1, 2, 2, 1, 2, 2)",1
29,"(2, 3, 1, 1, 2, 1, 2, 3, 1, 2, 2, 1)",1
30,"(1, 2, 3, 3, 3, 2, 1, 3, 1, 1, 3, 2)",1
31,"(1, 2, 3, 3, 2, 1, 2, 3, 3, 1, 2, 2)",1
32,"(3, 3, 1, 1, 2, 1, 3, 3, 3, 3, 2, 2)",1
33,"(2, 3, 2, 1, 3, 3, 1, 2, 2, 1, 2, 2)",1
34,"(1, 2, 3, 1, 3, 3, 1, 2, 2, 2, 3, 2)",1
35,"(3, 2, 3, 3, 3, 3, 3, 3, 1, 3, 2, 1)",1
36,"(1, 2, 1, 1, 3, 1, 2, 3, 1, 1, 2, 1)",1
37,"(1, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 1)",1
38,"(1, 2, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2)",1
39,"(3, 3, 3, 1, 2, 3, 2, 3, 2, 3, 2, 1)",1
40,"(2, 3, 3, 3, 2, 1, 2, 3, 1, 1, 2, 1)",1
41,"(1, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 2)",1
42,"(3, 3, 1, 2, 2, 1, 3, 3, 3, 2, 2, 3)",1
43,"(1, 2, 3, 1, 3, 3, 2, 3, 1, 1, 2, 2)",1
44,"(2, 2, 2, 3, 3, 2, 1, 3, 3, 2, 2, 1)",1
45,"(3, 3, 1, 2, 2, 1, 2, 3, 1, 2, 3, 3)",1
46,"(3, 3, 3, 3, 2, 1, 1, 2, 3, 3, 2, 1)",1
47,"(2, 3, 3, 1, 3, 3, 1, 3, 3, 1, 2, 3)",1
48,"(1, 2, 2, 1, 3, 2, 2, 3, 3, 1, 2, 3)",1
49,"(1, 2, 2, 1, 3, 2, 3, 3, 1, 3, 3, 2)",1
50,"(3, 3, 1, 2, 3, 1, 2, 3, 3, 3, 2, 1)",1
51,"(2, 3, 3, 3, 2, 1, 1, 2, 3, 3, 2, 1)",1
52,"(3, 3, 3, 3, 2, 1, 1, 3, 3, 2, 2, 2)",1
53,"(2, 3, 2, 2, 2, 1, 2, 3, 1, 1, 2, 1)",1
54,"(3, 3, 3, 2, 3, 3, 1, 3, 2, 1, 3, 3)",1
55,"(3, 2, 2, 3, 3, 3, 1, 3, 3, 3, 2, 1)",1
56,"(3, 3, 1, 2, 2, 1, 3, 3, 3, 3, 2, 3)",1
57,"(1, 2, 3, 3, 3, 2, 3, 3, 1, 3, 2, 1)",1
58,"(3, 3, 1, 3, 2, 1, 2, 3, 1, 1, 3, 2)",1
59,"(2, 3, 1, 1, 2, 1, 3, 3, 3, 2, 2, 3)",1
60,"(1, 2, 3, 1, 2, 3, 1, 3, 2, 1, 2, 2)",1
61,"(2, 3, 1, 2, 2, 1, 1, 3, 3, 1, 3, 3)",1
62,"(3, 3, 2, 3, 2, 1, 1, 3, 3, 2, 2, 2)",1
63,"(2, 3, 1, 1, 2, 1, 2, 3, 3, 2, 2, 3)",1
64,"(1, 2, 3, 3, 3, 3, 2, 3, 1, 1, 2, 1)",1
65,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 1, 2, 3)",1
66,"(3, 3, 3, 3, 2, 1, 2, 3, 1, 1, 2, 1)",1
67,"(1, 3, 2, 1, 3, 2, 3, 3, 1, 3, 3, 3)",1
68,"(1, 2, 1, 1, 3, 1, 2, 3, 2, 1, 3, 2)",1
69,"(1, 3, 3, 3, 2, 1, 3, 3, 1, 2, 3, 2)",1
70,"(2, 3, 1, 1, 2, 1, 2, 2, 2, 2, 3, 2)",1
71,"(1, 3, 3, 1, 3, 3, 1, 2, 3, 3, 2, 1)",1
72,"(1, 2, 1, 1, 3, 2, 1, 3, 1, 1, 2, 1)",1
73,"(1, 2, 3, 1, 3, 3, 1, 3, 2, 2, 2, 2)",1
74,"(2, 3, 3, 3, 2, 1, 1, 2, 3, 1, 2, 3)",1
75,"(1, 2, 2, 1, 3, 2, 2, 3, 1, 1, 3, 3)",1
76,"(2, 3, 3, 1, 2, 3, 3, 3, 1, 2, 2, 1)",1
77,"(1, 2, 2, 1, 3, 3, 3, 3, 2, 1, 3, 3)",1
78,"(1, 2, 2, 1, 3, 3, 2, 2, 2, 3, 3, 3)",1
79,"(2, 3, 2, 1, 3, 3, 1, 3, 1, 1, 2, 1)",1
80,"(1, 2, 2, 1, 3, 3, 3, 3, 2, 3, 2, 1)",1
81,"(2, 2, 1, 2, 2, 1, 1, 3, 2, 1, 2, 1)",1
82,"(1, 3, 1, 1, 2, 1, 2, 2, 3, 3, 3, 3)",1
83,"(2, 3, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2)",1
84,"(1, 2, 3, 1, 3, 3, 3, 3, 2, 3, 2, 1)",1
85,"(2, 3, 3, 2, 2, 2, 2, 3, 1, 1, 3, 2)",1
86,"(3, 3, 1, 3, 2, 1, 2, 3, 3, 3, 2, 1)",1
87,"(2, 3, 1, 1, 2, 1, 2, 3, 1, 1, 2, 1)",1
88,"(2, 2, 3, 3, 2, 1, 1, 2, 3, 3, 3, 3)",1
89,"(1, 2, 1, 2, 2, 1, 3, 3, 2, 3, 2, 1)",1
90,"(2, 3, 3, 3, 2, 1, 2, 3, 1, 1, 2, 1)",1
91,"(2, 3, 2, 3, 2, 1, 1, 2, 2, 2, 3, 3)",1
92,"(2, 2, 2, 2, 3, 2, 1, 3, 3, 2, 2, 2)",1
93,"(2, 2, 3, 3, 3, 3, 2, 3, 1, 1, 2, 1)",1
94,"(1, 3, 1, 1, 3, 2, 2, 3, 3, 3, 2, 1)",1
95,"(1, 2, 2, 1, 3, 3, 2, 3, 1, 1, 3, 2)",1
96,"(1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 1)",1
97,"(3, 3, 2, 2, 2, 1, 1, 3, 1, 1, 3, 3)",1
98,"(2, 3, 1, 1, 3, 1, 1, 2, 3, 3, 3, 3)",1
99,"(3, 3, 2, 3, 2, 1, 3, 2, 2, 3, 2, 1)",1
100,"(3, 3, 1, 2, 3, 2, 2, 3, 1, 1, 3, 3)",1
101,"(1, 2, 3, 3, 2, 1, 1, 3, 2, 1, 3, 3)",1
102,"(1, 2, 3, 1, 3, 3, 1, 3, 2, 1, 2, 2)",2
103,"(1, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3)",1
104,"(2, 3, 1, 1, 3, 2, 2, 3, 3, 1, 2, 2)",1
105,"(3, 3, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2)",1
106,"(1, 2, 3, 1, 2, 2, 2, 2, 3, 3, 3, 3)",1
107,"(2, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2)",1
108,"(1, 2, 3, 2, 2, 3, 1, 3, 2, 1, 2, 3)",1
109,"(2, 3, 3, 2, 2, 2, 1, 2, 3, 2, 3, 3)",1
110,"(3, 2, 2, 3, 3, 2, 2, 3, 1, 2, 2, 1)",1
111,"(1, 2, 2, 1, 3, 3, 1, 2, 1, 2, 2, 1)",1
112,"(2, 3, 2, 2, 2, 1, 1, 2, 3, 1, 2, 3)",1
113,"(2, 3, 3, 2, 2, 2, 1, 3, 1, 1, 2, 1)",1
114,"(1, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2)",1
115,"(2, 3, 3, 1, 3, 3, 1, 2, 3, 3, 2, 1)",1
116,"(3, 3, 1, 2, 2, 1, 2, 3, 1, 1, 2, 1)",1
117,"(2, 2, 2, 2, 3, 2, 3, 3, 2, 3, 2, 1)",1
118,"(2, 3, 3, 3, 2, 1, 1, 2, 3, 3, 3, 2)",1
119,"(1, 2, 2, 2, 3, 3, 1, 3, 2, 1, 3, 3)",1
120,"(3, 3, 2, 3, 2, 1, 1, 2, 2, 1, 2, 2)",1
121,"(3, 3, 2, 3, 2, 1, 3, 2, 1, 3, 3, 3)",1
122,"(1, 2, 3, 2, 2, 2, 2, 3, 2, 1, 3, 3)",1
123,"(2, 3, 2, 2, 2, 1, 1, 3, 2, 2, 2, 1)",1
124,"(3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1)",1
125,"(1, 3, 2, 1, 3, 2, 2, 3, 1, 1, 2, 1)",1
126,"(3, 2, 1, 3, 3, 1, 2, 3, 2, 2, 2, 1)",1
127,"(1, 3, 2, 1, 3, 3, 1, 2, 2, 1, 2, 2)",1
128,"(1, 2, 2, 2, 2, 1, 3, 2, 3, 3, 2, 3)",1
129,"(2, 3, 1, 1, 3, 1, 1, 3, 2, 2, 2, 2)",1
130,"(3, 3, 1, 3, 2, 1, 3, 3, 3, 2, 2, 3)",1
131,"(2, 3, 1, 1, 2, 1, 1, 3, 2, 1, 2, 2)",1
132,"(2, 3, 2, 2, 2, 1, 2, 3, 1, 1, 2, 1)",1
133,"(3, 3, 1, 2, 2, 1, 3, 3, 2, 2, 2, 2)",1
134,"(2, 2, 2, 3, 2, 1, 2, 3, 3, 1, 3, 3)",1
135,"(1, 2, 3, 3, 2, 1, 3, 3, 2, 3, 2, 1)",1
136,"(1, 3, 1, 1, 3, 2, 1, 3, 3, 3, 2, 1)",1
137,"(2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 1)",1
138,"(3, 3, 2, 3, 2, 1, 2, 3, 1, 1, 3, 2)",1
139,"(2, 3, 1, 1, 3, 1, 2, 3, 1, 1, 2, 1)",1
140,"(2, 2, 1, 1, 3, 2, 1, 3, 3, 2, 2, 3)",1
141,"(1, 2, 1, 1, 3, 2, 1, 3, 1, 1, 3, 2)",1
142,"(1, 2, 3, 1, 3, 3, 3, 3, 2, 3, 3, 3)",1
143,"(1, 3, 1, 1, 3, 1, 2, 3, 1, 2, 2, 1)",1
144,"(2, 3, 3, 1, 2, 3, 1, 2, 3, 2, 2, 2)",1
145,"(2, 3, 3, 3, 2, 1, 2, 3, 1, 1, 3, 2)",1
146,"(3, 3, 1, 3, 2, 1, 3, 3, 3, 2, 3, 3)",1
147,"(1, 3, 3, 2, 2, 1, 2, 3, 1, 1, 3, 2)",1
148,"(1, 2, 3, 3, 2, 1, 2, 3, 2, 3, 2, 1)",1
149,"(1, 2, 3, 3, 3, 2, 2, 3, 3, 3, 2, 1)",1
150,"(1, 2, 2, 1, 3, 2, 1, 2, 2, 1, 3, 2)",1
151,"(2, 3, 2, 1, 3, 3, 3, 3, 1, 3, 2, 1)",1
152,"(3, 3, 1, 3, 2, 1, 1, 2, 2, 2, 2, 1)",1
153,"(2, 3, 1, 1, 3, 2, 2, 3, 1, 2, 3, 2)",1
154,"(2, 3, 3, 3, 2, 1, 1, 3, 1, 1, 2, 1)",1
155,"(2, 3, 1, 1, 2, 1, 3, 2, 2, 3, 3, 3)",1
156,"(1, 2, 3, 3, 2, 1, 3, 3, 2, 3, 2, 2)",1
157,"(3, 3, 1, 2, 2, 1, 3, 2, 2, 3, 3, 3)",1
158,"(2, 3, 1, 1, 3, 2, 2, 2, 3, 3, 2, 1)",1
159,"(3, 3, 2, 3, 2, 2, 1, 3, 1, 1, 2, 1)",1
160,"(2, 3, 1, 1, 3, 2, 1, 3, 2, 1, 2, 2)",1
161,"(2, 2, 3, 3, 2, 1, 1, 3, 1, 1, 2, 2)",1
162,"(1, 2, 3, 3, 3, 3, 2, 3, 1, 2, 2, 1)",1
163,"(2, 2, 1, 1, 3, 1, 2, 3, 2, 1, 2, 2)",1
164,"(2, 3, 2, 2, 2, 1, 1, 2, 3, 2, 2, 3)",1
165,"(2, 3, 2, 1, 3, 3, 3, 3, 1, 2, 3, 2)",1
166,"(2, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 1)",1
167,"(2, 2, 3, 3, 2, 2, 1, 3, 2, 1, 3, 3)",1
168,"(3, 3, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3)",1
169,"(2, 2, 2, 3, 2, 1, 3, 3, 3, 3, 2, 3)",1
170,"(1, 2, 3, 3, 2, 1, 3, 3, 2, 3, 2, 1)",1
171,"(1, 2, 2, 1, 3, 3, 3, 2, 1, 3, 2, 1)",1
172,"(1, 3, 1, 1, 3, 2, 2, 3, 2, 2, 2, 2)",1
173,"(2, 3, 1, 1, 3, 2, 1, 3, 1, 1, 2, 1)",1
174,"(3, 3, 1, 2, 2, 1, 1, 2, 3, 3, 3, 3)",1
175,"(1, 2, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3)",1
176,"(1, 2, 3, 3, 3, 2, 2, 3, 1, 2, 2, 1)",1
177,"(1, 2, 1, 1, 2, 1, 2, 3, 2, 2, 3, 3)",1
178,"(1, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 3)",1
179,"(3, 2, 3, 3, 3, 3, 3, 3, 1, 3, 2, 1)",1
180,"(3, 3, 1, 2, 3, 3, 2, 3, 1, 2, 2, 1)",1
181,"(1, 2, 3, 3, 2, 1, 2, 3, 3, 3, 2, 2)",1
182,"(2, 3, 1, 1, 3, 2, 2, 3, 2, 2, 2, 1)",1
183,"(1, 2, 3, 3, 2, 1, 3, 3, 1, 2, 3, 3)",1
184,"(2, 3, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1)",1
185,"(1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3)",1
186,"(3, 3, 3, 3, 2, 2, 2, 3, 1, 1, 2, 1)",1
187,"(2, 3, 2, 1, 3, 2, 1, 2, 1, 1, 3, 2)",1
188,"(1, 2, 2, 2, 2, 1, 2, 3, 2, 1, 3, 3)",1
189,"(3, 3, 2, 2, 2, 2, 1, 3, 2, 1, 2, 2)",1
190,"(1, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 1)",1
191,"(3, 2, 1, 3, 3, 1, 1, 3, 3, 3, 2, 1)",1
192,"(1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2)",1
193,"(3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1)",1
194,"(1, 2, 3, 3, 2, 1, 3, 3, 2, 2, 2, 2)",1
195,"(2, 3, 1, 1, 3, 2, 1, 2, 2, 1, 3, 3)",1
196,"(1, 3, 1, 1, 3, 2, 2, 3, 3, 2, 2, 2)",1
197,"(3, 3, 1, 2, 3, 1, 1, 3, 3, 1, 2, 3)",1
198,"(2, 3, 1, 1, 2, 1, 2, 2, 3, 3, 2, 1)",1
199,"(2, 2, 3, 3, 3, 3, 3, 3, 1, 3, 2, 1)",1
200,"(2, 3, 1, 1, 3, 1, 1, 3, 3, 3, 2, 1)",1
201,"(1, 2, 3, 3, 2, 1, 3, 3, 1, 3, 2, 1)",1
202,"(2, 3, 1, 1, 3, 1, 1, 3, 2, 1, 2, 2)",1
203,"(3, 2, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1)",1
204,"(3, 2, 2, 3, 3, 2, 3, 3, 1, 3, 2, 1)",1
205,"(3, 2, 1, 3, 3, 2, 2, 3, 3, 1, 2, 3)",1
206,"(2, 3, 2, 2, 2, 1, 1, 2, 2, 1, 3, 3)",1
207,"(1, 2, 3, 1, 2, 3, 3, 3, 2, 2, 3, 2)",1
208,"(1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 3, 3)",1
209,"(3, 3, 1, 1, 2, 1, 1, 3, 3, 3, 2, 1)",1
210,"(3, 3, 1, 2, 3, 1, 2, 3, 1, 1, 2, 1)",1
211,"(3, 3, 1, 3, 2, 1, 3, 3, 2, 3, 3, 3)",1
212,"(1, 2, 3, 3, 2, 1, 1, 2, 3, 3, 2, 2)",1
213,"(3, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3)",1
214,"(1, 2, 1, 1, 3, 2, 2, 3, 1, 1, 3, 3)",1
215,"(3, 3, 1, 2, 2, 1, 1, 3, 1, 1, 2, 2)",1
216,"(2, 3, 1, 1, 3, 2, 3, 3, 2, 2, 3, 3)",1
217,"(3, 3, 1, 2, 2, 1, 1, 2, 3, 1, 2, 3)",1
218,"(2, 3, 3, 3, 2, 1, 1, 3, 1, 1, 2, 1)",1
219,"(3, 3, 3, 2, 2, 3, 1, 3, 2, 1, 3, 3)",1
220,"(1, 2, 3, 2, 2, 1, 3, 3, 3, 3, 2, 2)",1
221,"(2, 3, 2, 1, 3, 3, 1, 3, 1, 1, 2, 1)",1
222,"(3, 3, 1, 2, 2, 1, 1, 2, 3, 3, 3, 2)",1
223,"(3, 3, 2, 3, 3, 3, 3, 3, 1, 3, 2, 1)",1
224,"(2, 3, 1, 1, 3, 2, 1, 3, 2, 1, 2, 2)",1
225,"(2, 3, 1, 1, 3, 2, 1, 2, 2, 2, 3, 3)",1
226,"(1, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 2)",1
227,"(1, 2, 1, 1, 3, 2, 1, 3, 2, 2, 2, 1)",1
228,"(1, 2, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2)",1
229,"(2, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 1)",1
230,"(1, 2, 1, 2, 3, 1, 1, 3, 1, 1, 2, 1)",1
231,"(2, 2, 2, 2, 3, 3, 3, 3, 1, 3, 2, 1)",1
232,"(3, 3, 2, 3, 2, 1, 1, 2, 2, 2, 2, 1)",1
233,"(1, 2, 3, 3, 3, 2, 1, 3, 2, 2, 2, 1)",1
234,"(3, 3, 1, 2, 2, 1, 2, 3, 1, 1, 2, 1)",1
235,"(3, 3, 2, 3, 3, 3, 1, 3, 3, 2, 2, 2)",1
236,"(2, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1)",1
237,"(3, 3, 3, 3, 3, 3, 1, 3, 2, 1, 3, 3)",1
238,"(2, 3, 1, 1, 3, 2, 1, 3, 1, 1, 2, 1)",1
239,"(1, 2, 3, 3, 2, 2, 3, 3, 1, 2, 3, 3)",1
