	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
54	2.36546459503e-13	5.41540960295e-13	4.34324885085e-13	8.52651282912e-14	4.63546498549e-13	4.53768966846e-14
55	5.364347001e-13	9.43319305725e-13	5.97240505207e-13	2.7089708108e-13	6.72377985808e-13	2.89805256954e-13
56	4.89691729007e-13	6.49740813452e-13	3.0745283435e-13	2.87981337521e-13	4.89058663358e-13	3.95383499094e-13
57	5.75302609371e-13	6.39044372974e-13	3.94561953368e-13	1.42108547152e-13	5.81021728397e-13	3.0504071491e-13
58	4.90857354762e-14	2.3581137043e-13	-7.34893916554e-15	-2.89718471653e-15	7.14706072102e-14	-7.34655392076e-15
59	3.16916631826e-13	8.2641842859e-13	3.1533152825e-13	2.83355231504e-13	7.60071693084e-13	3.15455554202e-13
60	5.42173673578e-13	1.37838178371e-12	5.51008511821e-13	5.53638786292e-13	6.44666543997e-13	3.14930237921e-13
61	2.316341563e-13	2.79844561153e-13	6.43367330981e-14	2.35308490358e-13	2.16763998244e-13	1.80195146456e-13
62	6.04480925899e-13	1.39894350851e-12	6.34735360517e-13	1.37517045819e-13	1.0085434007e-12	2.36623471739e-13
63	2.29233299009e-13	8.66834443038e-13	3.78360395044e-13	1.82217864522e-13	7.83972306561e-13	1.15534779009e-13
64	5.16233757131e-13	2.88520828051e-13	3.24662172146e-14	5.16218835798e-13	1.11105569189e-13	2.78944402299e-13
65	1.3353302974e-13	5.76031355861e-13	2.99613578305e-14	3.96793709001e-13	2.91593138524e-13	1.33566768756e-13
66	3.1719277812e-13	8.76299033337e-13	2.87103674168e-13	1.00041801015e-13	5.5793381254e-13	2.10132895784e-13
67	2.41043730115e-13	5.38944350302e-13	2.84884617253e-13	2.21245747824e-13	5.17443442152e-13	2.50526453695e-13
68	1.35869139832e-13	4.18485680679e-13	8.11170791995e-14	1.16253666036e-13	1.48510218879e-13	1.23889234375e-13
69	5.15782512187e-13	8.18957260947e-13	1.29727707119e-13	3.9150184017e-13	4.83169060317e-13	1.29958901374e-13
70	3.06259859595e-13	5.30205653687e-13	1.58748868543e-13	1.43197736654e-13	2.02148194017e-13	1.64212393683e-13
71	1.35391697853e-13	1.41942037415e-13	8.10542767887e-15	9.55161243068e-14	7.73027475365e-14	2.67661733706e-15
72	3.79522259973e-13	1.12508838509e-12	3.06407677009e-13	2.71171973765e-13	5.6600605008e-13	1.55362488418e-13
73	6.35711217012e-13	1.40243680113e-12	6.56022267488e-13	4.02926085238e-13	1.00397815062e-12	5.47607369606e-13
74	1.04422086212e-13	2.38812076126e-13	9.32864896441e-14	1.27783319272e-13	2.39681660478e-13	1.07594814135e-13
75	4.6769585546e-13	1.13490813969e-13	5.42445049382e-14	3.14608150255e-13	3.91175976431e-14	3.09332718945e-13
76	2.96026224367e-13	5.34315647283e-13	2.96689579913e-13	2.96093011221e-13	5.21693799271e-13	1.54468994019e-14
77	5.16614528934e-13	1.01573305363e-12	6.05742771209e-13	3.61337689099e-13	7.74360393516e-13	3.4117484059e-13
78	3.84871635565e-13	1.76333624894e-13	3.26990496312e-14	5.00286373065e-13	8.54398068137e-14	5.64248141618e-13
79	2.49444901041e-13	5.56466493978e-13	3.05924556521e-13	1.9754968264e-13	5.26752252927e-13	3.28320703957e-13
80	1.70925817581e-13	5.52664210511e-13	1.96852950607e-13	1.1582705281e-13	3.86158559827e-13	1.82889961449e-13
81	2.79616607646e-13	7.68205852121e-13	6.68964883488e-13	1.68297969013e-13	7.60280727263e-13	1.87060802503e-13
82	3.40344180789e-13	6.49945619243e-13	3.5033087542e-13	1.42938049905e-13	5.57046135564e-13	1.83575360181e-13
83	2.65232280583e-13	7.90900683703e-13	6.90882294679e-13	2.69076427806e-13	6.90394119098e-13	2.73822031537e-13
84	2.81959893801e-13	6.70891117725e-13	1.83345634681e-14	2.26761412924e-13	3.14028950819e-13	1.45682944874e-13
85	3.07986058531e-13	5.15271090634e-13	4.54158615554e-13	1.97982543581e-13	3.09086090056e-13	2.55722116524e-13
86	1.63703631813e-13	9.10398967042e-13	5.95411036013e-14	1.62562549685e-13	5.17804820289e-13	2.99277489184e-13
87	2.50820306365e-13	2.88095515868e-13	2.74599787353e-13	1.68932586425e-13	2.74284067681e-13	1.00495336336e-13
88	3.19323343809e-13	1.01283793228e-12	2.9705578275e-13	2.98321537964e-13	6.72648043629e-13	2.74327273137e-13
89	3.12360543247e-13	5.73344797745e-13	5.70843855041e-13	3.12308616739e-13	5.73110569418e-13	2.92968842003e-13
90	5.46715450689e-13	4.28389413515e-13	3.19272386307e-13	4.03332844011e-13	1.68214637911e-13	2.62886934443e-13
91	3.63389873748e-13	5.75983705176e-13	1.16996690114e-13	3.10389016464e-13	3.41060513165e-13	3.0607905533e-13
92	-2.46579219174e-14	6.9759714498e-13	3.74630593881e-13	1.70970108933e-13	6.09407571064e-13	2.81655751375e-13
93	1.67096967773e-13	1.04195971106e-12	1.66730880133e-13	1.5539920899e-13	4.31390884928e-13	8.07706495003e-14
94	5.0744516011e-13	8.59265769973e-13	5.08670837114e-13	5.07417299503e-13	7.02150997393e-13	5.09031659597e-13
95	1.76608727642e-13	7.19954948929e-13	2.23472797342e-13	1.22009403991e-14	5.00884944144e-13	3.8313837915e-14
96	2.25847118784e-13	6.02629057767e-13	2.06362704702e-13	2.170600532e-13	3.14415160574e-13	1.54785906314e-13
97	7.45213678092e-13	9.56995279463e-13	5.91170111453e-13	9.98090499138e-13	7.64248947872e-13	1.12653080766e-12
98	2.19935181178e-13	3.02098884781e-13	1.56638590987e-13	1.94380969654e-13	2.32542717721e-13	2.20675118668e-13
99	4.98379115754e-13	5.49657541704e-13	2.72431518534e-13	2.85771406539e-13	2.73615765461e-13	2.09300743512e-13
