	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
0	1.32862718359e-13	3.38453603251e-13	1.91604510849e-13	1.29693927445e-13	2.30389217768e-13	1.29008999664e-13
1	5.38848479725e-14	2.24122498717e-13	2.23960762858e-13	2.77655909332e-14	2.62351772251e-13	7.21656350129e-14
2	6.14113577699e-13	7.03261884491e-13	4.95863597307e-13	7.01660951563e-13	5.96855898038e-13	6.14444137389e-13
3	2.61335712185e-13	2.99943677209e-13	3.49997808513e-14	-6.72134196173e-16	2.87023876888e-13	5.43657729512e-14
4	2.51941872855e-13	6.01168271522e-13	2.60237090124e-13	3.16469073169e-13	3.0076391681e-13	2.27505661811e-13
5	5.41377770928e-13	8.4641115392e-13	5.30998530736e-13	2.40620410153e-13	6.79199982389e-13	1.7426320532e-14
6	6.00714790411e-13	1.71695398174e-12	7.92088467841e-13	3.25784165541e-13	1.04805158557e-12	2.5111244464e-13
7	2.57514495838e-13	7.37144049414e-13	2.8054239094e-13	1.761483754e-13	4.78670414124e-13	1.06823983659e-13
8	2.6730269338e-13	8.02158395318e-13	3.30039957224e-13	6.96093029612e-13	4.34005180969e-13	4.15325099209e-13
9	5.32539290443e-13	5.26522713775e-13	2.80663215108e-13	5.15684788301e-13	3.37240868911e-13	2.74758514551e-13
10	6.01486742358e-13	1.42588332363e-12	4.40989540213e-13	4.14712243767e-13	1.35890960079e-12	8.93159786582e-14
11	6.00020033659e-13	9.24031603186e-13	5.96381451168e-13	3.84692278033e-13	8.06944788767e-13	2.92839686419e-13
12	2.26350188592e-13	9.20745630347e-13	3.70613695982e-13	7.1815586789e-14	7.69541141964e-13	1.99861083087e-13
13	5.37986322158e-13	9.25943729243e-13	9.70389567312e-13	5.11590769747e-13	7.86565257371e-13	5.33219247836e-13
14	6.46237837548e-13	7.47239062618e-13	7.52843689895e-13	4.75390953274e-13	7.53491067012e-13	1.25038109207e-13
15	2.57279874488e-13	6.52073989423e-13	3.36772276732e-13	1.13686837722e-13	5.11590769747e-13	1.67372016312e-14
16	2.37247450418e-13	3.55932439826e-13	1.51946814506e-13	1.53255554948e-13	2.29151523061e-13	1.21899845361e-13
17	3.7625455594e-13	4.56170474658e-13	2.49853299671e-13	2.35728103704e-13	3.93489074332e-13	2.24644670812e-13
18	2.03833342349e-13	5.82003493793e-13	9.35640454003e-14	2.04318549926e-13	2.86899762844e-13	2.58071342074e-13
19	1.07717240889e-13	1.23743480333e-13	-2.16176902768e-14	-2.72148907685e-14	-2.14550599509e-14	-4.44878170218e-14
20	2.789851683e-13	6.65298660618e-13	3.69333571701e-13	1.63247252156e-13	5.88812642578e-13	2.93113122207e-13
21	2.77020919225e-13	5.75118972628e-13	2.50018918329e-14	2.22395019067e-13	1.89098736669e-13	4.68610339335e-14
22	5.71039743269e-13	5.23438903983e-13	2.94118665512e-13	2.80687365711e-13	5.23069597618e-13	2.66384516442e-13
23	1.01938597808e-12	1.19238078206e-12	4.12482195752e-13	5.17055717903e-13	9.82335090008e-13	3.25397105365e-13
24	1.51139239741e-13	8.3950634801e-14	-3.28500383362e-14	1.55894950269e-13	1.64811571237e-14	1.58487504668e-13
25	2.30093721854e-13	1.49886399408e-12	9.61435073807e-13	1.3111815236e-13	1.47482026591e-12	9.83657599818e-14
26	3.94984012945e-13	6.40195128219e-13	2.04328829518e-13	3.54050502024e-13	3.94868165943e-13	4.80739266687e-13
27	2.59140460284e-13	6.62285981265e-13	5.19914677716e-13	-4.99393685042e-15	5.54993551116e-13	-8.47316195072e-15
28	2.80486124236e-13	9.41559086557e-13	6.0354726181e-13	1.81553775445e-13	6.82191909435e-13	2.93072117342e-13
29	2.00447541595e-13	1.73620215833e-13	-4.74290745567e-14	1.2232030574e-13	1.11244563908e-13	2.27496064928e-13
30	4.75237660639e-15	2.68294067518e-13	1.82255035716e-13	8.00660332847e-14	1.9571726916e-13	-2.96212503853e-15
31	4.10988029633e-13	7.30435477321e-13	5.13565481374e-13	1.9978330344e-13	5.30495759083e-13	4.3714733439e-14
32	2.006148882e-13	6.01832799362e-13	5.91331901522e-13	9.0297405241e-14	4.80943945422e-13	1.41472838761e-13
33	3.07328467891e-13	2.06823815886e-13	7.57361838175e-14	2.52060596381e-13	1.27196745568e-13	1.22192298733e-13
34	2.82995848977e-13	4.21884749358e-13	2.12091073328e-13	2.13655156935e-13	2.34423429019e-13	2.27482312501e-13
35	3.2421000563e-13	2.91356917976e-13	1.26602030183e-13	2.81627231776e-13	2.41135274048e-13	2.86419849223e-13
36	2.25250373909e-13	3.33150099575e-13	-2.28191082566e-14	2.66619185226e-13	1.5824022187e-13	1.74788728277e-13
37	2.75244738568e-13	6.58245993249e-13	2.80518142081e-13	2.47468459773e-13	2.84217094304e-13	1.23380108281e-13
38	9.66523986767e-13	5.38235722539e-13	4.46527363696e-13	5.25724747752e-13	4.67765379924e-13	9.15234346101e-14
39	5.25810731761e-13	8.09000490296e-13	1.42257733371e-13	1.99118011576e-13	6.20736101409e-13	5.23671275614e-14
40	1.46215220378e-13	8.09674240631e-13	5.53630830958e-13	1.15632533388e-13	5.61544927447e-13	1.15520679299e-13
41	8.58424320667e-14	6.35187916669e-13	3.0171087254e-13	1.21932791555e-13	5.95843852909e-13	1.01195486994e-13
42	2.57044385776e-13	2.57382775439e-13	2.92780627894e-13	2.22079316335e-13	2.24237295399e-13	7.81214387613e-14
43	1.76237252873e-13	1.07477347944e-12	3.06621088654e-13	3.27788286152e-13	7.33111298447e-13	2.05324249085e-13
44	1.39565794902e-13	5.15116351267e-13	1.43695385452e-13	1.39574116154e-13	3.09620005415e-13	7.98026907414e-14
45	5.94992994761e-13	1.12588656456e-12	4.5428920093e-13	6.31062510462e-13	8.29547449612e-13	6.89183551469e-13
46	2.01422212243e-13	6.32882384466e-13	5.01724529978e-13	7.32129201014e-15	2.9702355484e-13	5.44399594848e-14
47	3.60117819354e-13	4.11742908784e-13	3.33628798552e-13	2.13162820728e-13	2.66733683751e-13	1.90158847531e-13
48	1.52755412486e-13	2.44487955814e-13	1.52523528746e-13	0.0	1.41556322328e-13	3.66705770567e-14
49	6.42427395461e-14	5.06132489435e-13	2.95329478781e-13	1.32839367354e-13	4.20335526097e-13	1.40298471625e-14
50	9.51363987589e-13	9.89042181487e-13	7.46374180993e-13	5.47398262582e-13	8.96752832581e-13	5.83855177272e-13
51	3.49450259311e-13	1.37901893545e-12	9.5839601446e-13	1.06623911089e-13	1.2852821021e-12	1.10501194241e-13
52	2.70897474103e-13	5.77693248056e-13	2.15261077192e-13	3.78384410122e-13	2.31044472291e-13	3.49660877441e-13
53	3.11248422868e-13	5.41165419768e-13	4.01221370445e-13	3.1294153331e-13	3.99449679063e-13	1.93196204342e-13
