	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
40	7.86779970059e-14	4.70246400413e-14	4.64522355043e-14	-6.48773366301e-14	3.45948584449e-14	-6.04521315818e-14
41	1.47045929307e-13	5.03481466046e-14	5.00206430096e-14	5.44741897803e-14	7.43748595697e-14	4.01202068258e-14
42	9.45389057837e-14	1.898925895e-14	2.28332977525e-14	1.89997757111e-14	1.8778652678e-15	-1.52165132166e-14
43	1.50995271245e-13	4.05379871923e-14	-8.06997426783e-15	-2.81127778798e-14	4.05181124112e-14	-3.32745983544e-14
44	1.24394838505e-13	5.70125543997e-14	4.16472412113e-14	2.43758531697e-14	5.70073502293e-14	-3.36672421712e-14
45	3.82545815229e-13	1.22287163035e-13	1.23169920443e-13	1.5792899486e-13	1.22287054614e-13	1.5792899486e-13
46	8.33560651059e-14	-8.20079681246e-15	2.32342357159e-14	2.93228982762e-14	-8.20068839225e-15	3.25871735195e-14
47	1.30741392105e-13	7.9811781099e-15	-1.73541736537e-14	-4.53594274771e-15	7.98113745232e-15	-3.59323437974e-14
48	1.80110646449e-13	2.62396722596e-13	2.56852400677e-13	1.13794390577e-13	2.67249547145e-13	7.51077666858e-14
49	1.20320847198e-13	2.40469197831e-14	1.34802921863e-15	5.54802989032e-14	2.26935678094e-14	3.6849876991e-14
50	9.18443923345e-14	1.31082387241e-13	1.45147132161e-13	-8.44505739753e-15	1.2089507455e-13	-1.00696767548e-14
51	2.95916503107e-13	8.95280282743e-14	1.13309969046e-13	1.69007130407e-13	9.76909661022e-14	1.01697784308e-13
52	9.45972900707e-14	1.07167746899e-13	9.46734010632e-14	6.11400917416e-14	1.07167313218e-13	3.29020461592e-14
53	2.84910983694e-13	2.87461894566e-13	2.07556194454e-13	-9.12331733598e-15	2.87462219827e-13	3.42337445826e-14
54	6.29902759727e-14	6.29515564026e-14	5.79952752489e-14	3.19635810875e-14	6.29516241652e-14	6.73002913164e-15
55	8.00668803176e-14	2.52029815203e-13	2.40649351575e-13	-1.32277543953e-14	2.52030167569e-13	-4.24306518198e-14
56	2.05079280381e-13	1.05927704217e-13	1.28170586124e-14	7.4251389271e-14	1.13914127155e-13	4.09228925161e-14
57	2.54487403373e-13	1.44233156505e-13	1.66301427653e-13	3.00147276824e-14	1.4423336657e-13	4.30275932072e-14
58	1.11970843838e-13	1.11808640417e-13	7.08964611735e-14	4.6798909149e-14	1.15046738954e-13	4.06004338493e-14
59	8.58944060084e-14	-6.76248065792e-15	-1.34110116675e-14	4.91794105439e-14	-6.76637023321e-15	1.10488061842e-14
60	2.86339243874e-13	1.40077850035e-13	1.63979940737e-13	-1.14118919392e-14	1.40076969121e-13	-3.35495520254e-14
61	9.43043657487e-14	7.54256581509e-14	1.68927372091e-14	5.78982933645e-15	7.48868198355e-14	-2.4331871831e-14
62	1.24682016556e-13	1.94887508909e-14	1.90796814112e-14	1.89639970394e-14	3.37194465058e-14	-9.25840892667e-17
63	1.02554764811e-13	4.80072321414e-14	4.80106710952e-14	1.34577204523e-14	4.8007659046e-14	1.38258714644e-14
64	6.64501412879e-14	1.70696790036e-15	2.31065031475e-14	-9.11548566935e-15	-9.03863437004e-15	-1.77132851301e-14
65	9.60854795251e-14	3.43113124718e-14	3.88658154054e-14	4.39132644093e-14	3.43109465535e-14	2.98506980581e-14
66	2.39458192858e-13	2.38995658658e-13	2.69563410764e-13	7.16798921109e-14	2.38991741978e-13	7.24073578873e-14
67	1.29519957042e-13	6.61787722604e-14	5.41108973492e-14	5.9762189365e-14	7.06560732231e-14	4.81621951251e-14
68	1.60519167403e-13	7.21223075836e-14	8.20975232241e-14	1.9289691372e-14	7.21222940311e-14	-3.98448364147e-15
69	1.33445256798e-13	5.93090978889e-14	5.94168811374e-14	7.23865412056e-14	7.66089394613e-14	4.20162290919e-14
70	2.77193659736e-13	1.54277632336e-13	1.17115410252e-13	1.21771177668e-13	1.54196330726e-13	8.19069950211e-14
71	3.80727052532e-13	3.65081418872e-13	3.00677505897e-13	1.13686837722e-13	3.41693782101e-13	3.55687701514e-14
72	2.97309716451e-13	1.80906748999e-13	1.3362336411e-13	8.52651282912e-14	1.5828454541e-13	3.86773946204e-14
73	2.47704634582e-13	1.36946796134e-13	1.40373823676e-13	1.172395514e-13	1.36946796134e-13	9.48551133473e-14
74	3.24189920785e-13	3.24337372281e-13	3.24334309409e-13	-5.43237126832e-15	3.27185435862e-13	-3.38487443912e-14
75	1.47764179365e-13	8.63054880383e-14	5.28909124072e-14	1.08743895643e-13	8.62979663858e-14	2.57906218083e-14
76	1.24042920033e-13	1.29969941602e-13	1.30097077859e-13	4.61242372421e-14	1.299697993e-13	5.31906943079e-14
77	1.08877642145e-13	1.32933825081e-14	5.45397060847e-14	6.11143080587e-15	1.32827776556e-14	1.02994869577e-14
78	8.32282851036e-14	8.9691603889e-14	6.7222486258e-14	-1.38524970981e-14	9.01421407136e-14	-3.73245339258e-14
79	4.49891859877e-13	2.70005799132e-13	1.40921996294e-13	3.92642732563e-14	2.70005914328e-13	7.91912108805e-15
80	4.55631721046e-13	1.23781918689e-13	7.17365620032e-14	-4.45314527712e-15	1.27728340057e-13	-1.08904720094e-14
81	1.10249923611e-13	1.09514726118e-13	1.10158383066e-13	2.11997777731e-15	1.0948902375e-13	-7.93893488275e-16
82	1.50570745108e-13	1.07383557341e-13	2.67841304691e-14	2.3043117978e-14	6.63454209106e-14	-2.94667176944e-15
83	6.44009314193e-14	-1.8958792869e-14	-3.78849851338e-14	-1.0693248858e-14	-1.914114551e-14	-1.22086382345e-14
84	1.98628643372e-13	-4.28023366533e-15	3.49634600785e-14	1.27872904865e-14	-4.34713571563e-15	2.25672887495e-14
85	9.77218048777e-14	4.28394366964e-15	1.26285700647e-14	-2.92286133447e-14	4.27598494807e-15	-2.92027415704e-14
86	5.48598730191e-13	5.58821448859e-14	1.74364781511e-14	1.16376634891e-13	5.47866432939e-14	3.06727435334e-14
87	9.60992624453e-14	3.12227728481e-14	4.95558455382e-14	3.87020805486e-14	2.56865045184e-14	4.19286865427e-14
88	4.73616371816e-14	1.59374602274e-14	1.59525170851e-14	1.59500335845e-14	2.36512198715e-14	-8.76979288885e-15
89	7.88218774105e-14	2.81180921645e-14	6.82787160144e-15	5.36885091235e-14	2.81157475773e-14	5.49865735626e-14
90	1.85942610593e-13	1.27791366085e-13	1.51516379467e-13	4.7878367937e-14	1.24940287066e-13	-1.12612488236e-14
91	4.25539804945e-13	2.16924392403e-14	4.89693938069e-14	4.4314107505e-14	2.1697162296e-14	2.60315518598e-14
92	9.70020504892e-14	1.2970324142e-14	-1.90197521361e-15	1.2900244024e-14	1.29567309572e-14	1.53166528397e-14
93	1.29175316277e-13	-1.32061787721e-14	-8.83321193967e-15	-5.13709897104e-15	-1.15030868945e-14	-1.14569811971e-14
94	1.39180394911e-13	6.97303847964e-14	5.77874201399e-14	6.14595180304e-14	7.13707250851e-14	-7.80340961119e-16
95	1.78908537291e-13	1.91943005544e-13	1.9205311305e-13	-6.32827124036e-15	1.91916944034e-13	-4.8439822032e-14
96	2.22079733075e-13	9.97832018564e-14	8.23968307863e-14	7.76073371962e-14	9.64118379316e-14	7.79677531034e-14
97	8.47224308938e-14	6.10889512804e-14	3.53148364501e-14	-2.3758772727e-14	6.10891410157e-14	-3.52721392133e-14
98	1.91636393169e-13	2.65855181836e-14	5.88938620094e-15	3.58602036954e-14	2.65856672614e-14	5.65424714428e-14
99	4.79937541532e-14	3.45704164622e-14	7.89819598612e-15	3.76599793017e-14	3.45703012657e-14	2.63455097039e-14
