	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
0	1.94826258262e-13	2.32432413702e-14	3.10862446895e-15	-7.75614856087e-15	4.62309633934e-14	-1.47465285154e-14
1	6.28361756074e-13	2.30512542377e-13	2.44650491272e-13	1.09999784617e-13	2.30512400075e-13	7.15794340033e-14
2	3.87962909411e-13	1.26318186054e-13	1.07292646989e-13	1.14715528743e-13	1.26318226712e-13	7.44770185194e-14
3	1.81020779963e-13	5.32791652051e-14	1.28975064136e-14	3.03229663601e-15	5.32785621177e-14	1.30754782002e-15
4	4.81024250922e-14	1.91032221509e-14	2.75811274861e-14	2.26712434091e-14	1.89793656052e-14	-5.28642410337e-15
5	3.50607238554e-13	1.04031488827e-13	1.37182908262e-13	1.42108547152e-14	1.17599079617e-13	1.24163374894e-14
6	6.92296290824e-15	2.05565070716e-14	1.35671638854e-15	-2.46234510646e-15	2.05565748343e-14	-7.54214399268e-15
7	1.50747470062e-13	1.36250203015e-13	1.35891298214e-13	5.62115390584e-14	1.44233718935e-13	1.69257274483e-14
8	1.21902488104e-13	1.2423135437e-13	1.16614237797e-13	2.67823957456e-14	9.39051354037e-14	3.19935592775e-14
9	1.48338244086e-13	6.06906289547e-14	6.84868828316e-14	2.88326118894e-14	6.06906967173e-14	2.26566947712e-14
10	2.81758232197e-13	7.58462709955e-14	7.59407592149e-14	1.63722252986e-14	8.20239872117e-14	-1.08283878825e-14
11	1.23487117342e-13	6.27640842944e-14	9.00807206605e-14	3.51762618599e-16	6.27640029793e-14	4.28561672912e-14
12	7.31533499683e-14	7.60719442896e-14	9.49347954307e-14	-9.51793423129e-14	4.8606518116e-14	-2.95341008594e-14
13	2.77869639461e-13	2.03540709406e-13	2.04487848095e-13	5.50417052431e-14	1.79950970574e-13	5.55892307283e-14
14	1.22221514593e-13	-2.90626863666e-14	-3.95660948124e-15	-7.65709652802e-15	-7.55457166008e-15	-3.89212892872e-14
15	2.30168125228e-13	1.27496618948e-13	1.33957081538e-13	3.86791767777e-14	1.26922452583e-13	2.96012807365e-14
16	3.14287123074e-13	7.75112870481e-14	5.94940763321e-14	3.17414077335e-14	4.95922882838e-14	3.16761861966e-14
17	1.44710767891e-13	1.37577483314e-13	1.04919585932e-13	1.8095957675e-14	1.37574359457e-13	-2.19416769909e-14
18	9.5086150054e-14	4.43618835514e-14	4.8859028802e-14	7.13227559152e-14	4.43546024562e-14	1.94413848085e-14
19	1.26126485558e-13	9.20923493714e-14	8.43259923694e-14	-5.3290705182e-15	9.52742116971e-14	4.62564014869e-14
20	5.66599176431e-14	1.74209876126e-14	-1.1035355301e-14	-1.85208836115e-15	1.74210147176e-14	-5.87798242697e-14
21	1.7807977315e-13	1.73204414136e-14	1.84272898589e-14	7.35600816371e-14	1.73143834339e-14	8.1590621439e-14
22	1.66443248073e-13	8.11072129597e-14	1.25323457666e-13	2.84217094304e-14	4.58074333673e-14	8.09504169968e-14
23	2.39972850077e-13	1.63897229664e-13	1.67417512145e-13	8.48179592696e-14	1.63897297427e-13	6.33409679416e-14
24	1.99996540596e-13	-4.23952865002e-15	5.36509855639e-14	1.51207917173e-15	-4.24736201071e-15	-6.48464029869e-15
25	3.96787745889e-13	1.88112722556e-13	1.14098346656e-13	3.66373598126e-14	1.39446654636e-13	3.75189788092e-14
26	2.66530944721e-13	1.64093273745e-13	1.8348210863e-13	2.02286429794e-13	1.64093321179e-13	1.34303809393e-13
27	5.28968362168e-13	2.11768970415e-13	2.11769065283e-13	1.38287683171e-13	1.37752656504e-13	3.74914468503e-14
28	1.30031558166e-13	6.83916492232e-14	5.6252637097e-14	2.12610927941e-14	6.83911477797e-14	2.12600255326e-14
29	1.63278448379e-13	-8.18525206382e-15	-1.82024534334e-14	0.0	-8.18523851129e-15	-3.84257512961e-15
30	1.85601696772e-13	9.86920777307e-14	-7.95110505214e-15	-3.67949757035e-15	2.67358834724e-14	-1.43758567333e-14
31	1.71363594701e-13	1.78344277822e-14	1.10364632201e-14	3.4613242448e-14	1.83221493533e-14	3.84198457824e-14
32	2.72422031765e-13	1.46019508334e-13	1.03260336479e-13	1.63227656895e-13	1.46019264388e-13	1.36688434145e-13
33	2.69839706135e-13	1.4480766846e-13	1.00579538188e-14	2.84217094304e-14	1.44808210562e-13	3.91516924133e-15
34	1.38972736314e-13	-8.56370638465e-15	1.20129600711e-15	-9.71987247633e-17	-9.74697753064e-17	-1.45020510899e-14
35	1.32275111274e-13	6.34512313026e-14	6.24054031107e-14	-6.55473735727e-15	5.6993973885e-14	-1.14563747215e-14
36	8.10954846027e-13	5.17625676209e-13	2.97143372733e-13	6.54288092889e-14	5.1762565588e-13	4.21599129848e-14
37	6.65626137108e-14	-2.88738759464e-14	-2.88778332844e-14	-5.23415098969e-14	-2.88738217363e-14	-6.83775207137e-14
38	1.5593584502e-13	6.33251961881e-14	6.41136449486e-14	0.0	3.27391617234e-14	3.18198158794e-14
39	1.31110400314e-13	-5.17530354509e-15	-1.03623706837e-14	-1.03913121055e-14	-3.0586427488e-15	-3.54202480063e-14
