frame	deltaG
1	-12.8408
2	-24.6041
3	-10.8965
4	-19.7737
5	-19.1191
6	-15.6162
7	-19.326
8	-17.3327
9	-9.8149
10	-6.8902
11	-7.6321
12	-8.3749
13	-11.074
14	-10.938
15	-2.7158
16	-16.6951
17	-11.0458
18	-8.1517
19	-4.1091
20	-5.4057
21	-11.9572
22	-11.1501
23	-9.3839
24	15.5234
25	-1.3119
26	0.7645
27	4.0499
28	-6.3614
29	-1.7229
30	0.7779
31	-5.2493
32	-8.3362
33	0.1117
34	-5.1608
35	-10.5833
36	-10.7789
37	-6.8336
38	-3.9195
39	-16.3088
40	-12.4663
41	-18.0996
42	-19.1002
43	-18.4719
44	-7.2287
45	-14.7768
46	-15.9687
47	-9.2578
48	-16.6426
49	-10.5557
50	-14.7147
51	-16.8405
52	-5.045
53	-2.1089
54	-5.101
55	-11.919
56	-1.2938
57	-13.7943
58	-19.7821
59	-16.3761
60	-10.7034
61	-11.8686
62	-8.2971
63	-8.4861
64	-14.7817
65	-16.6185
66	-9.3784
67	-14.1449
68	-12.3375
69	-9.1937
70	-11.0898
71	3.4193
72	-1.7308
73	-0.2206
74	3.7659
75	-1.7303
76	0.7691
77	2.9596
78	-0.4754
79	7.4672
80	1.6092
81	-0.1863
82	-7.0301
83	2.2958
84	-1.6671
85	-2.5295
86	4.7889
87	-7.078
88	-3.4539
89	0.916
90	6.8163
91	-2.7365
92	1.9662
93	-4.9178
94	0.2399
95	-3.2352
96	-2.8971
97	6.2962
98	8.8743
99	8.174
100	-0.0599
101	6.6215
102	-4.875
103	-4.1879
104	4.8053
105	-1.0056
106	-5.9841
107	2.4507
108	2.3271
109	-3.9998
110	-1.2837
111	-2.0996
112	4.2841
113	-4.5026
114	4.8181
115	4.0187
116	-2.9281
117	-13.3168
118	-4.8872
119	-11.6948
120	-12.5535
121	-3.6167
122	-8.8251
123	-9.7198
124	-9.9039
125	9.6994
126	-5.1542
127	-10.361
128	-2.5829
129	-12.763
130	-1.6182
131	-6.8797
132	0.9481
133	-3.049
134	-2.1789
135	-3.7564
136	-8.0404
137	2.9926
138	-8.5023
139	-0.9881
140	-5.90321071429
141	7.43390275627
