	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
0	3.42964794717e-07	7.94796165238e-07	3.93534624872e-07	1.03259686374e-07	1.02456993926e-06	6.53798699178e-07	5.57776851964e-07	2.99911202011e-08
1	3.5564588171e-07	1.53323253239e-06	4.07841315396e-07	1.83485155588e-07	2.20523914314e-07	6.75054473022e-07	5.86642428629e-07	5.71476940019e-08
2	3.41969498424e-07	1.02340241389e-06	3.92389642213e-07	8.12502371931e-08	1.37515905874e-06	6.51912241658e-07	5.55826219257e-07	3.99688077885e-08
3	3.44456833116e-07	8.42453307182e-07	3.95224440921e-07	1.16050108616e-07	1.17573167872e-06	6.56629311582e-07	5.63061634425e-07	3.90004929723e-08
4	3.3984789802e-07	1.21342238949e-06	3.89921696281e-07	7.02513655076e-08	8.65091286449e-07	6.55974805315e-07	5.65987240163e-07	5.29194993286e-08
5	3.41125239726e-07	1.0182201535e-06	3.92437440389e-07	8.35305967323e-08	8.01146629412e-07	6.50310909587e-07	5.58693184052e-07	4.10046751873e-08
6	3.36414450754e-07	1.35233488366e-06	3.86019508397e-07	4.49046686003e-08	1.11367554522e-06	6.41351191565e-07	5.46803883573e-07	4.84463808944e-08
7	3.60993955751e-07	1.05955964318e-06	4.14173052791e-07	2.1358742793e-07	9.73956020319e-07	6.88186259819e-07	5.86695379535e-07	4.01630347557e-08
8	3.4665347181e-07	1.47551590156e-06	3.97749855409e-07	1.02567869125e-07	3.92831711047e-07	6.60854102158e-07	5.67695168035e-07	5.82376692242e-08
9	3.42532317184e-07	1.50866254123e-06	3.93023685462e-07	1.10660665517e-07	5.17880965896e-07	6.52923789602e-07	5.5909781423e-07	5.70184414418e-08
10	3.47712548483e-07	1.06612809999e-06	3.98978131303e-07	1.44099248945e-07	8.77591641151e-07	6.62806748535e-07	5.6785025155e-07	4.39343600568e-08
11	3.47055355294e-07	1.14249859497e-06	3.98223522404e-07	1.15575024744e-07	4.39925933333e-07	6.61614473577e-07	5.64883295744e-07	5.13563830556e-08
12	3.42726575394e-07	1.15757445742e-06	3.93242746913e-07	8.25698656756e-08	7.80476725021e-07	6.54328711949e-07	5.588511477e-07	4.9145635228e-08
13	3.4063368331e-07	1.74589007896e-06	3.90814548305e-07	6.92418796161e-08	4.91635413476e-07	6.49410283348e-07	5.54340852822e-07	5.63025447393e-08
14	3.36363299113e-07	1.08764469593e-06	3.85915383012e-07	4.68605235134e-08	7.43605291103e-07	6.41099213883e-07	5.465708344e-07	4.8344961351e-08
