	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
57	3.77114974227e-07	1.79740907687e-06	4.26901463167e-07	1.33901377296e-07	6.15617340078e-07	7.03159745482e-07	6.10592354107e-07	7.98870530521e-08
58	3.77613707379e-07	1.10675016528e-06	4.29120576638e-07	1.44657534164e-07	1.16994317255e-06	6.97031626805e-07	6.03458453137e-07	4.91321419374e-08
59	3.7774945827e-07	1.14050216688e-06	4.27733176067e-07	1.35777487591e-07	9.72935461079e-07	7.02017040143e-07	6.06143815333e-07	5.06930068096e-08
60	3.75222446742e-07	1.20392379421e-06	4.26623517682e-07	1.31126848788e-07	8.71374428946e-07	6.92903544301e-07	5.9821411998e-07	5.3389100173e-08
61	3.76800208502e-07	1.04693079576e-06	4.28185521939e-07	1.38550429563e-07	9.07688213437e-07	7.0564088203e-07	6.10471787004e-07	4.64973557971e-08
62	3.7570226421e-07	9.59646536942e-07	4.26512241584e-07	1.31846073773e-07	1.28561824553e-06	6.98685053325e-07	6.09652921684e-07	4.26556853831e-08
63	3.79693895106e-07	1.0595864108e-06	4.29665380007e-07	1.45778953667e-07	6.80305807228e-07	7.04500649732e-07	6.09758527554e-07	4.70513417454e-08
64	3.76961007002e-07	1.14466912846e-06	4.26954668976e-07	1.60841620027e-07	7.46758883017e-07	7.01913414027e-07	6.08570658007e-07	5.08118793303e-08
65	3.8402061585e-07	1.01105531292e-06	4.37708150149e-07	2.93770896049e-07	4.71770160516e-07	7.21429326002e-07	6.21681275198e-07	4.48265732105e-08
66	3.78730832809e-07	1.13200321504e-06	4.31350462085e-07	2.21709456988e-07	6.90598553764e-07	6.99964555221e-07	6.08446768279e-07	5.02656827265e-08
67	3.74878965457e-07	1.15435746109e-06	4.26266901124e-07	1.47215432477e-07	9.73160627815e-07	7.01544097524e-07	6.04500726194e-07	5.1285401408e-08
68	3.72411804771e-07	9.68832032057e-07	4.23030891726e-07	7.39461780428e-08	7.6033973965e-07	6.9859544808e-07	5.99052814985e-07	4.30649113508e-08
69	3.71134227681e-07	1.2418231261e-06	4.20447979692e-07	5.14334459711e-08	9.42394352185e-07	6.93018409239e-07	5.98130997821e-07	5.51232830416e-08
70	3.70856579812e-07	9.50294310095e-07	4.20685885208e-07	5.80918628039e-08	3.24917171287e-07	6.8936051791e-07	5.92133321772e-07	4.22437491861e-08
71	3.76196978806e-07	1.03942736705e-06	4.27208707683e-07	1.97066850218e-07	4.48868322666e-07	7.06341048322e-07	6.02891366036e-07	4.61576681785e-08
72	3.7323566122e-07	1.15478086195e-06	4.24756346717e-07	1.43323361283e-07	2.74559216005e-07	7.01069331085e-07	6.04721738425e-07	5.12055597357e-08
73	3.74614221226e-07	9.0254720395e-07	4.25353359037e-07	1.1552796719e-07	1.44888629347e-06	6.95587378415e-07	6.03703059446e-07	4.01208164023e-08
74	3.7387045849e-07	1.9303598176e-06	4.23866631756e-07	8.68979079647e-08	7.12471096693e-07	6.99394170812e-07	5.9924726694e-07	8.56924152223e-08
75	3.78909121565e-07	1.34850400421e-06	4.28882960623e-07	1.43932573539e-07	7.53883075517e-07	7.00228918412e-07	6.04588862869e-07	5.98643432235e-08
76	3.76920189576e-07	9.60235295372e-07	4.27765099688e-07	1.49914425214e-07	7.27844473247e-07	7.07200635474e-07	6.06825420946e-07	4.26848041613e-08
77	3.79146653387e-07	1.07468867346e-06	4.31706242863e-07	2.08295084932e-07	1.09256416832e-06	7.09409996058e-07	6.13035404414e-07	4.76983631742e-08
78	3.77677581488e-07	9.44720860646e-07	4.29326184982e-07	1.94020061363e-07	6.17786216372e-07	7.10697422816e-07	6.1172406603e-07	4.19393567301e-08
79	3.88272356518e-07	1.04832923582e-06	4.42435711311e-07	3.27224370793e-07	6.10065528286e-07	7.18433290313e-07	6.09292757734e-07	4.6480980368e-08
80	3.8406156682e-07	1.11178796948e-06	4.34470810012e-07	2.21565197269e-07	6.30694495429e-07	7.08774932284e-07	6.13958184124e-07	4.94203292765e-08
81	3.71332010198e-07	1.27252279804e-06	4.19764028687e-07	4.75599668966e-08	3.16343146933e-07	6.94448792773e-07	5.99626203643e-07	5.65626052685e-08
82	3.73826180372e-07	1.72239802968e-06	4.2629090413e-07	1.31235808854e-07	1.72894848082e-07	7.02034080009e-07	6.03397443898e-07	7.65557058593e-08
83	3.83888321729e-07	9.35856982323e-07	4.31821071452e-07	1.88746461741e-07	8.73692048885e-07	7.03267502503e-07	6.05664356435e-07	4.16012935309e-08
84	3.78340510944e-07	1.43317978173e-06	4.29124700202e-07	1.36010736165e-07	4.94104236073e-07	6.99585917794e-07	6.03557326444e-07	6.36763027359e-08
85	3.73074617449e-07	1.99020061768e-06	4.22143338216e-07	8.06227118282e-08	6.31618559444e-07	6.95289445172e-07	6.00540629944e-07	8.84288002501e-08
86	3.72358154151e-07	1.42299413664e-06	4.22547417869e-07	7.12256465433e-08	7.46164691596e-07	6.95168629302e-07	6.0092603794e-07	6.32479272505e-08
87	3.7302545161e-07	1.04488849666e-06	4.23763792195e-07	1.33091502253e-07	1.129151318e-06	6.98943070441e-07	5.98901831548e-07	4.63292990929e-08
88	3.79268603142e-07	1.08972895157e-06	4.29536338864e-07	2.15579840212e-07	9.36677039417e-07	7.13742899882e-07	6.14609913781e-07	4.83534972686e-08
89	3.71906505232e-07	1.26459298798e-06	4.23168680631e-07	1.06524504352e-07	9.57643384724e-07	6.98263625262e-07	6.01167205762e-07	5.6183978322e-08
90	3.78062352117e-07	1.19852483697e-06	4.28135732209e-07	1.75681683617e-07	6.51735103581e-07	7.01984657916e-07	6.11812724322e-07	5.31931115219e-08
91	3.83834884019e-07	9.78085478095e-07	4.37263715693e-07	2.52954524287e-07	7.89223859403e-07	7.06359094112e-07	6.08136398108e-07	4.34614422764e-08
92	3.79832631038e-07	1.57338854481e-06	4.33988669536e-07	2.29969624443e-07	1.7683154334e-07	7.02747900924e-07	6.10258372655e-07	6.9935156947e-08
93	3.83162094346e-07	1.10761998249e-06	4.37352820644e-07	2.41937813171e-07	7.45019429227e-07	7.05132817016e-07	6.05283802833e-07	4.92339640323e-08
94	3.70986930726e-07	1.90017444484e-06	4.20206691341e-07	7.61227447579e-08	3.96792226103e-07	6.93717367332e-07	5.98207195762e-07	8.44545898511e-08
95	3.776797223e-07	1.23421096327e-06	4.28667427321e-07	1.43303746959e-07	8.29837015253e-07	6.98722924388e-07	6.1086295787e-07	5.47326908755e-08
96	3.71431187335e-07	9.23540083507e-07	4.22586541305e-07	1.40954504944e-07	1.5611323018e-06	6.95867138465e-07	6.02712714997e-07	4.10534376425e-08
97	3.76055067069e-07	1.24930611612e-06	4.25617652324e-07	1.65758406326e-07	9.67363083558e-07	6.9649271966e-07	6.06075772088e-07	5.54449212769e-08
98	3.79331975652e-07	1.10975976637e-06	4.30484470486e-07	2.01469127455e-07	6.43582880762e-07	7.15038061806e-07	6.12830442918e-07	4.92147325948e-08
99	3.72026096223e-07	1.28993345434e-06	4.2269909338e-07	9.72845450855e-08	1.07380308885e-06	6.91589459227e-07	6.01236549727e-07	5.73325110669e-08
