ref,5.09896253135958E-09,5.09896253235443E-09,5.0989625312136E-09,5.09896253135537E-09,5.09896253142851E-09,5.09896253120742E-09,5.09896253138435E-09,5.09896253138274E-09,5.09896253119686E-09,5.098962531224E-09
1E-12,17.5521,17.5521,17.5521,17.5521,17.5521,17.5521,17.5521,17.5521,17.5521,17.5521
1E-11,8.3958,8.3958,8.3958,8.3958,8.3958,8.3958,8.3958,8.3958,8.3958,8.3958
1E-10,2.65589,2.65589,2.65589,2.65589,2.65589,2.65589,2.65589,2.65589,2.65589,2.65589
0.000000001,0.161003,0.161003,0.161003,0.161003,0.161003,0.161003,0.161003,0.161003,0.161003,0.161003
0.00000001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.0000001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.000001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.00001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.0001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.001,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.01,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
0.1,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
1,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
10,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
100,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
1000,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
10000,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
100000,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
1000000,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09,5.09896E-09
10000000,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798,0.0399798
100000000,4.47239,4.47239,4.47239,4.47239,4.47239,4.47239,4.47239,4.47239,4.47239,4.47239
1000000000,16.2381,16.2381,16.2381,16.2381,16.2381,16.2381,16.2381,16.2381,16.2381,16.2381
10000000000,35.3372,35.3372,35.3372,35.3372,35.3372,35.3372,35.3372,35.3372,35.3372,35.3372
100000000000,61.7696,61.7696,61.7696,61.7696,61.7696,61.7696,61.7696,61.7696,61.7696,61.7696
1000000000000,95.5354,95.5354,95.5354,95.5354,95.5354,95.5354,95.5354,95.5354,95.5354,95.5354
