ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0001,330,5.19,1.e-6
5.098962606370474e-9,0.00009999508463318804,330.00000029120326,5.189999988665533,1.0000000040986029e-6
5.09896268861626e-9,0.00009999508473424267,330.00000213187224,5.19000000804911,9.999999953257528e-7
5.098962689470504e-9,0.00009999508404033607,330.00000142061987,5.1899999906971095,1.0000000018881222e-6
5.098962697286205e-9,0.0000999950846478281,330.00000218511383,5.1900000083239695,9.99999995486934e-7
5.098962710132235e-9,0.0000999950843996732,330.00000225003055,5.190000005933875,9.999999964309904e-7
5.098962712691153e-9,0.00009999508484301465,330.00000220786035,5.190000010415286,9.999999943126142e-7
5.098962722863347e-9,0.00009999508419348693,330.0000022654726,5.19000000310164,9.999999976053125e-7
5.098962724862255e-9,0.00009999508462824286,330.0000023302885,5.190000009015911,9.999999948652377e-7
5.098962726199192e-9,0.00009999508445178773,330.00000237295967,5.190000006913821,9.999999957862688e-7
5.098962726260473e-9,0.00009999508445976746,330.00000235171035,5.1900000076547235,9.999999956711366e-7
5.098962727341574e-9,0.0000999950842887936,330.0000023395728,5.190000005157104,9.999999967303276e-7
5.098962728165218e-9,0.00009999508420632172,330.0000023226884,5.190000003256984,9.999999973980784e-7
5.098962738643005e-9,0.00009999508412061188,330.0000023251391,5.190000003027534,9.999999976743867e-7
5.098962741508301e-9,0.0000999950840656493,330.0000023085575,5.190000001799031,9.999999981579297e-7
5.098962742074926e-9,0.00009999508422007753,330.0000023854228,5.190000005479764,9.99999996684276e-7
5.0989627483256016e-9,0.00009999508381181378,330.0000018766971,5.189999995835797,1.0000000004144667e-6
5.09896274856699e-9,0.00009999508614662356,329.99999820725145,5.189999986872972,1.0000000066314446e-6
5.0989627512140526e-9,0.00009999508378629025,330.00000176983,5.189999992848173,1.0000000011743167e-6
5.098962751387692e-9,0.00009999508401209896,330.000002313275,5.190000002707266,9.999999981579318e-7
5.098962753433453e-9,0.00009999508372963311,330.0000014265631,5.18999999105561,1.0000000023946887e-6
5.09896275359805e-9,0.00009999508375725326,330.0000017176442,5.189999993565209,1.0000000012894477e-6
5.098962756568724e-9,0.00009999508401554842,330.0000023497611,5.190000003304792,9.999999978816216e-7
5.098962757112208e-9,0.00009999508391621674,330.0000022384219,5.19000000049645,9.99999998917786e-7
5.098962760268743e-9,0.00009999508374849362,330.00000177499436,5.189999992728673,1.0000000013124735e-6
5.098962762488514e-9,0.00009999508406221976,330.0000024273864,5.190000004655223,9.999999972829554e-7
5.098962765155372e-9,0.00009999508369646117,330.00000156534287,5.189999991175135,1.000000002049302e-6
5.098962767504125e-9,0.0000999950839635622,330.0000024305076,5.190000000078187,9.999999985263473e-7
5.0989627754914445e-9,0.00009999508396854296,330.0000024436243,5.190000003902318,9.999999976974146e-7
5.098962777214406e-9,0.0000999950836750875,330.0000018170162,5.189999993206685,1.000000001059188e-6
5.098962792946398e-9,0.00009999508381643543,330.0000024014869,5.190000002229254,9.999999985954226e-7
5.09896279769518e-9,0.00009999508401930277,330.0000026639708,5.190000003543814,9.999999968224355e-7
5.098962799101742e-9,0.00009999508408102833,330.0000027436788,5.19000000322115,9.99999996546124e-7
5.0989628088791846e-9,0.00009999508377475339,330.00000247487105,5.190000002728783,9.999999985263454e-7
5.098962811130054e-9,0.00009999508376418555,330.0000024781525,5.190000002432408,9.999999985493703e-7
5.098962812602089e-9,0.00009999508374272423,330.0000024569709,5.190000002417459,9.99999998733574e-7
5.098962816052699e-9,0.0000999950835663027,330.00000203271725,5.18999999332619,1.0000000005526197e-6
5.098962818405588e-9,0.0000999950840321361,330.00000284621075,5.190000002814818,9.99999996523094e-7
5.098962824154455e-9,0.00009999508352359605,330.0000020008177,5.189999993923731,1.0000000008749833e-6
5.098962831479812e-9,0.00009999508367486365,330.000002509219,5.190000001922145,9.999999988487102e-7
5.098962836962209e-9,0.00009999508364674306,330.00000252758815,5.1899999975446995,9.99999999884871e-7
5.098962839502285e-9,0.00009999508346348694,330.0000019860323,5.189999992489678,1.0000000009210352e-6
5.098962845017415e-9,0.00009999508360649634,330.00000251089233,5.189999996433301,9.999999999539461e-7
5.0989628594664506e-9,0.00009999508355136596,330.000002527602,5.190000000998366,9.999999993552772e-7
5.0989628668348e-9,0.00009999508348732813,330.0000024270471,5.189999994999266,1.0000000004144663e-6
5.098962875725173e-9,0.00009999508347446193,330.0000025102867,5.189999999934773,9.999999997236898e-7
5.098962899200682e-9,0.00009999508341735743,330.00000254072495,5.190000002408516,9.999999983191124e-7
5.098962899921335e-9,0.00009999508340286866,330.00000257417815,5.1899999997794115,1.0000000001381527e-6
5.098962900176885e-9,0.00009999508344259102,330.0000026644302,5.190000000974465,1.000000000805905e-6
5.098962900920941e-9,0.00009999508336234447,330.0000024383876,5.1900000040935055,1.0000000010131346e-6
5.0989629026644385e-9,0.00009999508339172952,330.0000025681279,5.189999997508846,1.0000000000460517e-6
5.098962903158574e-9,0.00009999508339594353,330.00000258664795,5.189999998345374,9.99999999861846e-7
5.0989629055926645e-9,0.0000999950834189854,330.000002543457,5.189999987829006,9.9999999917107e-7
5.098962906782845e-9,0.00009999508338588921,330.00000259745667,5.18999999846486,1.0000000000460508e-6
5.09896290702837e-9,0.00009999508338143249,330.00000258753477,5.189999998225872,1.0000000000690795e-6
5.098962908932328e-9,0.00009999508341658823,330.0000025444673,5.190000013641905,1.0000000007368282e-6
5.09896291134727e-9,0.00009999508372921366,330.0000032147306,5.189999999576259,9.99999997075717e-7
5.098962911658993e-9,0.00009999508338418583,330.00000263264474,5.189999996313804,1.0000000001842068e-6
5.09896291547592e-9,0.0000999950834167055,330.00000253800636,5.190000016868501,1.000000000598671e-6
5.0989629171746415e-9,0.00009999508337213018,330.00000264606797,5.189999996062855,9.999999993322534e-7
5.0989629172580966e-9,0.00009999508337299306,330.0000026694815,5.1899999992655665,1.000000000138157e-6
5.098962917499903e-9,0.00009999508335049226,330.00000260589167,5.189999996911315,1.0000000001151293e-6
5.098962917837822e-9,0.00009999508337613941,330.0000026796163,5.189999997652249,9.999999999078978e-7
5.098962918892129e-9,0.00009999508336686568,330.00000266924286,5.189999998763636,1.0000000000230249e-6
5.098962919275338e-9,0.00009999508336880429,330.0000026777221,5.189999998644141,1.0000000000460527e-6
5.098962923260566e-9,0.00009999508336207017,330.00000269765974,5.189999997986863,9.999999999539493e-7
5.098962923397966e-9,0.00009999508336122218,330.00000269877245,5.189999998751689,1.000000000046053e-6
5.098962923964582e-9,0.00009999508336911251,330.0000027219182,5.1899999978434534,9.99999999976974e-7
5.098962931055313e-9,0.00009999508377657856,330.0000033569805,5.190000000615949,9.999999962237602e-7
5.098962934793933e-9,0.00009999508325923598,330.0000025198785,5.189999998237809,1.0000000008289297e-6
5.0989629412280685e-9,0.00009999508342033189,330.0000025401736,5.190000013044394,1.0000000041676803e-6
5.098962941261054e-9,0.00009999508332157537,330.0000027648176,5.189999997986872,9.9999999967764e-7
5.09896294292733e-9,0.0000999950834187289,330.0000025407991,5.190000024038773,1.0000000016808881e-6
5.098962946659567e-9,0.00009999508417046238,330.0000035769848,5.190000004177181,9.999999935757889e-7
