ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0001,330,5.19,100
5.098962531199006e-9,0.004914718538281786,7.845597572282494e-10,3.5506600870786505e-10,2.302599000358896e-9
5.098962531346727e-9,0.004914672917249877,8.221969906254814e-10,3.5527136788005004e-10,4.604984837897064e-9
5.098962531663336e-9,0.004914801251740264,1.363208535952832e-10,3.552884811443988e-10,4.604956416187633e-9
5.098962531871834e-9,0.004914817007569522,1.6174191952097428e-9,3.5484353627133133e-10,9.21055232083745e-9
5.098962532046437e-9,0.004914609101475923,1.278425715458015e-9,3.5510023523656255e-10,1.4210854715202004e-14
5.098962532433016e-9,0.004914853184712618,4.208462803834471e-9,3.5513446176526005e-10,4.605098524734785e-9
5.098962533563696e-9,0.004914900456754042,1.6416706647291765e-8,1.576323315080581e-8,4.605070103025355e-9
5.098962534400078e-9,0.004914934725619999,4.681210570693524e-9,3.5499755565047005e-10,6.907853844495548e-9
5.098962534636941e-9,0.00491449686380993,5.97396771781584e-9,1.947284123715565e-9,4.60505589217064e-9
5.098962534746304e-9,0.0049144930448704075,2.6655773884461573e-9,3.550831219722138e-10,4.60505589217064e-9
5.098962535656852e-9,0.004914465429387265,1.2439579332942342e-9,3.5489487606437755e-10,2.3027695306154783e-9
5.098962535730979e-9,0.004914463158092134,4.411324908053784e-9,1.9471985573938213e-9,2.3023716266834526e-9
5.098962537288237e-9,0.0049150122574052445,2.0070791089727376e-8,2.267086539906396e-8,4.605155368153646e-9
5.098962543887504e-9,0.004915147585121617,1.36984026815326e-8,3.550831219722138e-10,1.6118093526529265e-8
5.098962544319824e-9,0.004915148090034569,3.6824803139483484e-8,3.188134406441165e-8,4.6050416813159245e-9
5.098962544904645e-9,0.004915155794781782,4.06802510869139e-8,3.648611278231591e-8,6.907839633640833e-9
5.098962545619332e-9,0.004914261867149669,1.1756424789906084e-9,3.5484353627133133e-10,2.302812163179624e-9
5.098962547828206e-9,0.0049152034904481005,3.821667453876492e-8,3.188134406441165e-8,6.9076548925295356e-9
5.098962550079363e-9,0.004915241589651255,2.2275971235957873e-8,3.5494621585742383e-10,1.6118207213366986e-8
5.098962553140931e-9,0.004914155411493205,2.146200792842799e-9,9.565424881205116e-9,6.9076548925295356e-9
5.0989625545903085e-9,0.004914136717625137,5.594425932610069e-10,3.550831219722138e-10,4.6051837898630765e-9
5.098962556544895e-9,0.004915323954240579,3.2465395220655904e-8,8.855036164824155e-9,6.90764068167482e-9
5.098962558609595e-9,0.004914088314964134,8.4677746296317e-10,2.657450367659993e-9,2.3027979523249087e-9
5.0989625618693986e-9,0.004914052372903175,1.6920735519802706e-9,1.1867894806478988e-8,6.907754368512543e-9
5.098962562956481e-9,0.004915395856671962,3.061200693606004e-8,1.9476435022668893e-9,2.3025961581879528e-8
5.098962564375884e-9,0.004914025182657677,1.2223746594055697e-9,2.6578781992687117e-9,6.907541205691814e-9
5.098962565602705e-9,0.004914013076130958,2.4590635251969975e-9,1.1867911919743336e-8,1.1512938158375619e-8
5.09896256563597e-9,0.0049154230215335765,3.547832034889848e-8,1.947369690037309e-9,2.532833320856298e-8
