frame	deltaG
1	-45.0064
2	-60.6374
3	-72.2576
4	-71.7253
5	-67.5148
6	-68.5997
7	-59.2276
8	-83.2131
9	-71.8348
10	-51.7537
11	-64.1889
12	-65.0387
13	-70.6051
14	-76.4541
15	-65.9357
16	-81.1496
17	-67.5659
18	-60.9532
19	-65.8357
20	-54.1448
21	-63.9242
22	-60.0432
23	-62.5103
24	-54.9777
25	-64.9459
26	-63.8938
27	-55.0917
28	-70.2896
29	-53.9121
30	-73.0909
31	-64.1863
32	-59.042
33	-72.5733
34	-63.2371
35	-56.9156
36	-70.0676
37	-49.9547
38	-63.1307
39	-81.3685
40	-93.1702
41	-94.1573
42	-62.8838
43	-88.7793
44	-93.3413
45	-72.5966
46	-77.6716
47	-78.2888
48	-79.7477
49	-80.4797
50	-90.1307
51	-83.6152
52	-83.5707
53	-95.3116
54	-93.5102
55	-86.5405
56	-76.1689
57	-84.6919
58	-82.2725
59	-83.8064
60	-82.169
61	-97.6905
62	-73.8318
63	-88.4206
64	-82.0009
65	-83.014
66	-85.1803
67	-98.802
68	-85.6516
69	-92.2893
70	-92.8388
71	-74.9918
72	-80.8179
73	-81.7199
74	-93.5691
75	-61.6843
76	-73.7088
77	-80.9262
78	-94.4623
79	-82.7931
80	-94.7819
81	-90.344
82	-82.0635
83	-95.8015
84	-88.3328
85	-81.1904
86	-99.597
87	-91.0336
88	-76.4003
89	-75.1735
90	-75.5621
91	-85.6443
92	-69.1137
93	-75.0555
94	-87.6733
95	-82.1043
96	-96.6765
97	-71.3855
98	-89.7402
99	-88.1902
100	-95.1178
101	-82.8339
102	-81.3582
103	-99.6737
104	-95.4575
105	-82.8595
106	-81.82
107	-95.0042
108	-74.3846
109	-93.2396
110	-72.1995
111	-58.7458
112	-75.8051
113	-73.3912
114	-79.7602
115	-96.2585
116	-75.5773
117	-88.483
118	-99.7056
119	-80.0613
120	-64.1049
121	-87.4106
122	-67.9848
123	-80.1357
124	-79.5464
125	-104.5655
126	-90.5831
127	-86.4439
128	-92.3638
129	-105.7105
130	-96.8515
131	-90.0022
132	-107.9213
133	-95.281
134	-76.0761
135	-92.0901
136	-89.3343
137	-83.3364
138	-78.4004
139	-93.8913
140	-79.3649157143
141	13.1028474977
