frame	deltaG
1	-78.2404
2	-70.6597
3	-63.1247
4	-75.1334
5	-79.7958
6	-72.4309
7	-77.0697
8	-75.2086
9	-67.8528
10	-81.3706
11	-71.8726
12	-58.1971
13	-65.0149
14	-80.9417
15	-65.4837
16	-55.2791
17	-67.5573
18	-74.6695
19	-85.1625
20	-90.3516
21	-91.9865
22	-67.654
23	-88.1134
24	-71.2937
25	-73.6542
26	-65.0246
27	-47.9863
28	-82.5202
29	-84.2731
30	-68.5551
31	-74.5217
32	-84.9543
33	-62.4522
34	-93.3297
35	-86.122
36	-87.0612
37	-86.8935
38	-89.3481
39	-77.1874
40	-64.5527
41	-74.1287
42	-85.8499
43	-70.6923
44	-73.4076
45	-57.2072
46	-63.6001
47	-57.4097
48	-56.1043
49	-57.7506
50	-56.9445
51	-66.9182
52	-47.2631
53	-45.4921
54	-46.6588
55	-55.6532
56	-66.2002
57	-38.4386
58	-72.3105
59	-57.7357
60	-73.8416
61	-84.0407
62	-95.3658
63	-81.1867
64	-75.8216
65	-72.8553
66	-63.5684
67	-50.8943
68	-91.5886
69	-88.2009
70	-85.375
71	-96.955
72	-64.6428
73	-88.8238
74	-108.2788
75	-87.274
76	-94.7491
77	-84.0995
78	-80.0291
79	-80.8714
80	-65.8851
81	-94.568
82	-90.3604
83	-103.9574
84	-76.5469
85	-91.1524
86	-96.6014
87	-95.5975
88	-103.7181
89	-87.9685
90	-69.0495
91	-75.5722
92	-76.2073
93	-84.4484
94	-87.6937
95	-92.2943
96	-74.4822
97	-77.3357
98	-92.9875
99	-78.621
100	-79.4956
101	-87.4304
102	-99.2343
103	-105.8016
104	-104.6134
105	-107.1167
106	-101.1661
107	-101.1063
108	-98.3274
109	-93.5899
110	-83.4697
111	-107.2771
112	-103.5125
113	-101.5146
114	-97.8844
115	-87.4139
116	-79.1371
117	-97.7974
118	-95.3662
119	-101.4582
120	-95.6457
121	-78.3833
122	-83.3584
123	-80.2902
124	-58.0373
125	-83.5535
126	-99.197
127	-93.1813
128	-98.1325
129	-90.1819
130	-106.0685
131	-54.9226
132	-89.1853
133	-88.9058
134	-83.9943
135	-72.7058
136	-79.2139
137	-84.4243
138	-84.0362
139	-89.8792
140	-90.3581
141	-80.2324542857
143	15.1761402492
