frame	deltaG
1	-50.0906
2	-106.2039
3	-103.8578
4	-100.4729
5	-96.2172
6	-107.4619
7	-88.9556
8	-99.1547
9	-87.8021
10	-101.492
11	-99.4001
12	-89.2686
13	-99.3068
14	-87.6692
15	-101.2168
16	-102.601
17	-89.7143
18	-79.6754
19	-102.327
20	-72.0108
21	-91.0985
22	-99.2185
23	-77.207
24	-94.6697
25	-86.3629
26	-73.7491
27	-96.7826
28	-79.3575
29	-73.5301
30	-79.2689
31	-70.0654
32	-91.5848
33	-76.4432
34	-116.3714
35	-99.8462
36	-83.0778
37	-97.8227
38	-94.1579
39	-102.2493
40	-110.8212
41	-106.8088
42	-112.019
43	-101.8934
44	-97.8054
45	-97.8165
46	-99.8511
47	-88.6763
48	-99.0017
49	-97.0899
50	-94.7493
51	-121.3331
52	-89.6876
53	-98.2696
54	-101.0281
55	-102.7
56	-111.7791
57	-106.1105
58	-93.4157
59	-114.8388
60	-97.9167
61	-94.5704
62	-86.5074
63	-104.3941
64	-118.064
65	-105.8902
66	-94.7624
67	-103.5949
68	-81.9814
69	-96.9282
70	-97.2414
71	-99.0254
72	-98.6569
73	-97.997
74	-95.2541
75	-94.0815
76	-97.8968
77	-101.3496
78	-102.864
79	-111.1255
80	-105.5771
81	-113.6653
82	-88.5848
83	-90.3132
84	-87.1364
85	-91.6417
86	-97.7271
87	-92.9863
88	-83.4863
89	-106.9045
90	-108.1703
91	-89.6011
92	-88.8968
93	-106.6191
94	-98.3254
95	-106.5921
96	-86.4874
97	-103.6955
98	-86.5482
99	-77.3931
100	-68.6712
101	-84.4814
102	-100.3642
103	-113.2509
104	-106.4711
105	-105.148
106	-106.7236
107	-91.5827
108	-93.3814
109	-89.7483
110	-87.8755
111	-81.7493
112	-96.6632
113	-78.4774
114	-86.3166
115	-97.8539
116	-91.1965
117	-102.8407
118	-107.4974
119	-92.5512
120	-103.5281
121	-104.8664
122	-108.1339
123	-95.7646
124	-92.3276
125	-100.5388
126	-105.7672
127	-113.7453
128	-102.705
129	-79.6269
130	-87.9564
131	-89.4322
132	-103.8269
133	-89.7069
134	-92.8106
135	-73.5545
136	-78.839
137	-70.3863
138	-76.2111
139	-73.0446
140	-75.3683
141	-82.5915
142	-81.157
143	-85.8609
144	-66.7416
145	-79.4627
146	-80.2787
147	-80.1233
148	-94.766
149	-79.2534
150	-87.6802
151	-79.7819
152	-82.784
153	-94.11
154	-85.4731
155	-97.7787
156	-124.2646
157	-104.3103
158	-103.8167
159	-94.8376
160	-81.4143
161	-95.7644
162	-86.7668
163	-80.7921
164	-89.9078
165	-85.5634
166	-97.9314
167	-91.7173
168	-88.8544
169	-91.6493
170	-100.2841
171	-82.4101
172	-94.1051
173	-99.4993
174	-99.3379
175	-86.2534
176	-91.2002
177	-89.7397
178	-102.5464
179	-95.2652
180	-93.671
181	-86.2035
182	-108.6951
183	-108.0677
184	-105.0041
185	-102.9161
186	-95.3546
187	-95.4888
188	-93.7389
189	-108.781
190	-95.1511
191	-83.2095
192	-86.8934
193	-89.3462
194	-99.8829
195	-70.3281
196	-98.691
197	-91.7924
198	-89.9468
199	-104.3138
200	-91.774
201	-102.4433
202	-88.6659
203	-95.6618
204	-101.9433
205	-90.7767
206	-100.8081
207	-82.1555
208	-96.9904
209	-87.172
210	-92.4708
211	-93.996707619
213	11.1640960439
