frame	deltaG
1	-10.5272
2	-14.6179
3	-19.3309
4	-13.1678
5	-11.8373
6	-21.5781
7	-13.7646
8	-13.8809
9	-12.0018
10	-16.9537
11	-16.9464
12	-7.0352
13	-15.6344
14	-18.2813
15	-15.2267
16	-11.7079
17	-15.0341
18	-9.4793
19	-15.3343
20	-12.679
21	-12.2413
22	-11.2795
23	-16.9871
24	-16.9667
25	-16.4218
26	-13.305
27	-14.592
28	-24.2572
29	-22.1419
30	-28.0617
31	-19.4348
32	-14.3501
33	-18.5318
34	-22.369
35	-18.7451
36	-22.3008
37	-14.7868
38	-10.9456
39	-15.8027
40	-20.7458
41	-21.9646
42	-17.4935
43	-18.6467
44	-26.8669
45	-21.8489
46	-28.8159
47	-25.5026
48	-20.5238
49	-26.4453
50	-21.3456
51	-22.9916
52	-14.987
53	-21.3558
54	-16.4116
55	-21.2795
56	-31.0386
57	-26.0364
58	-20.4802
59	-25.6655
60	-25.8503
61	-16.0995
62	-20.6063
63	-14.4737
64	-28.2687
65	-23.2328
66	-30.9504
67	-25.5369
68	-20.2146
69	-36.9624
70	-25.811
71	-19.0998871429
73	5.92133266309
