frame	deltaG
1	-3.5744
2	-16.4287
3	-29.0666
4	-27.3545
5	-32.5051
6	-34.7651
7	-30.074
8	-28.0796
9	-19.1931
10	-22.4665
11	-34.7153
12	-19.2188
13	-29.9377
14	-37.6721
15	-27.2437
16	-26.0491
17	-28.1852
18	-33.0022
19	-10.8006
20	-17.4118
21	-26.2025
22	-22.409
23	-11.9391
24	-21.6822
25	-29.3388
26	-18.1755
27	-18.5698
28	-31.4171
29	-21.8279
30	-14.6438
31	-23.714
32	-36.8724
33	-34.8898
34	-26.6752
35	-27.2487
36	-21.8807
37	-24.0803
38	-33.5537
39	-20.8651
40	-22.1582
41	-10.5753
42	-22.3498
43	-20.2955
44	-28.4397
45	-22.1035
46	-15.643
47	-27.2488
48	-25.1087
49	-29.0156
50	-21.1702
51	-14.2864
52	-16.6392
53	-20.2079
54	-19.9704
55	-24.3812
56	-15.7589
57	-9.3189
58	-23.5507
59	-22.3267
60	-5.7837
61	-4.959
62	-26.5914
63	-15.2332
64	-9.1022
65	-9.212
66	-14.396
67	-7.4856
68	-5.3615
69	-23.3848
70	-9.216
71	-21.64291
73	8.37474604012
