	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
0	8.04444259755e-09	6.15063306089e-05	8.57856740139e-08	1.78050915733e-06	1.19858121972e-06	1.85067387275e-09
1	7.9505142359e-09	6.08150209173e-05	3.81595310435e-08	3.08689375593e-06	9.14320776194e-07	8.23132621303e-10
2	8.04957432137e-09	6.15475859432e-05	1.83140990904e-07	2.38963564424e-07	1.28883625207e-06	3.94995911184e-09
3	8.45816039839e-09	6.47056638836e-05	2.22258523665e-08	7.0680989141e-08	1.29956055526e-06	4.79477241565e-10
4	8.43831771718e-09	6.45551523939e-05	2.8752456991e-08	3.88053264643e-07	1.17577101128e-06	6.2020233357e-10
5	8.46567321379e-09	6.47162628043e-05	4.89711791079e-09	1.85891104531e-07	1.002411522e-06	1.0558340951e-10
6	8.29721008805e-09	6.34697332056e-05	2.36307787289e-08	2.87080255496e-07	1.23699287491e-06	5.09787548768e-10
7	8.22769338531e-09	6.29413189956e-05	3.78915138209e-08	2.7417198415e-07	1.07320444607e-06	8.17312888072e-10
8	8.04002820064e-09	6.14978078551e-05	8.75266065418e-08	4.42534610956e-07	1.37051955147e-06	1.88816597654e-09
9	8.32442134933e-09	6.36822567064e-05	2.60826297746e-08	3.22837999427e-07	1.1906653395e-06	5.62609291396e-10
10	7.95946111311e-09	6.08927523304e-05	3.84917514646e-07	2.40794210021e-06	1.18954672441e-06	8.29808666454e-09
11	7.97962546514e-09	6.10124484096e-05	5.77803303291e-08	1.35550368227e-06	7.98872448974e-07	1.2465064248e-09
12	8.4961078345e-09	6.50042269772e-05	2.37396416961e-08	1.03440870335e-07	9.23887879943e-07	5.12084110716e-10
13	8.01889453954e-09	6.13590417017e-05	2.13506081082e-07	4.52471985131e-07	1.1415961531e-06	4.60592320836e-09
14	8.00771499927e-09	6.12392629585e-05	2.27133821594e-07	9.23939425213e-07	1.38576491026e-06	4.89978081071e-09
15	8.1967069751e-09	6.27016713115e-05	8.75438308773e-09	2.00998894662e-07	1.16320743731e-06	1.88857078344e-10
16	8.08780083269e-09	6.18454688767e-05	1.11555961931e-07	1.54775967495e-06	9.18132364606e-07	2.40663411699e-09
17	8.29695646785e-09	6.34645495981e-05	1.16602887401e-08	5.19064145302e-07	1.00093198236e-06	2.51512187574e-10
18	7.93717905222e-09	6.07099319632e-05	1.2331388792e-07	1.24020329479e-06	1.14846741151e-06	2.66021930773e-09
19	8.26763028677e-09	6.32600768367e-05	1.44345141837e-07	5.38304103979e-07	1.0592033616e-06	3.11365784912e-09
20	8.09715539994e-09	6.19372652414e-05	2.2628830749e-07	2.13835158286e-07	1.06103529736e-06	4.88001190041e-09
21	8.17823741967e-09	6.25644144735e-05	4.70474452825e-08	1.5446866488e-07	1.80693170995e-06	1.01495601408e-09
22	8.44973319964e-09	6.46378723316e-05	5.77834449895e-08	4.13239287435e-07	1.09183830813e-06	1.24643539343e-09
23	8.19014726847e-09	6.26400240244e-05	3.22086116855e-08	1.46637253874e-06	1.16378875182e-06	6.94821253429e-10
