	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
0	2.6280538435e-08	5.81060033587e-05	9.43501003068e-08	1.82391022362e-06	3.71446444456e-06	1.94580089396e-09
1	2.33942686847e-08	5.81192141175e-05	4.32677940901e-08	3.43724177514e-06	2.78808705171e-06	8.83128400754e-10
2	2.67932002429e-08	5.81752329726e-05	2.01892309823e-07	2.38663776918e-07	4.02037618022e-06	4.2014355387e-09
3	2.66308590804e-08	5.84699553611e-05	2.40905830284e-08	7.59187616307e-08	4.08318228379e-06	4.84872149915e-10
4	2.6400986406e-08	5.85452585347e-05	3.10097975463e-08	3.9763379511e-07	3.6556641304e-06	6.43876311422e-10
5	2.64761515567e-08	6.02256045048e-05	5.63366128521e-09	1.83705014428e-07	3.08071102171e-06	1.08981983377e-10
6	2.67591635485e-08	5.87281016145e-05	2.60492742574e-08	2.85017301774e-07	3.91234953441e-06	5.26908651692e-10
7	2.66112602726e-08	5.8680630087e-05	4.11193030519e-08	2.72341009548e-07	3.40640937202e-06	8.57895236907e-10
8	2.6523327465e-08	5.80838668251e-05	8.86268894161e-08	4.37413054248e-07	4.16259728089e-06	1.86371544523e-09
9	2.64606689269e-08	5.93062128166e-05	2.87385908782e-08	3.58310546893e-07	3.57329332369e-06	6.05136068976e-10
10	2.40213844425e-08	5.62722088078e-05	4.29035046394e-07	2.37281028581e-06	3.54462326044e-06	9.00476971939e-09
11	2.47767036915e-08	5.824797675e-05	6.41670835531e-08	1.44705383403e-06	2.47382770409e-06	1.31111046125e-09
12	2.60279552897e-08	5.96240456422e-05	2.54131151781e-08	1.06449856824e-07	3.0640219268e-06	5.02936835254e-10
13	2.60318751652e-08	5.75391075434e-05	2.18053276701e-07	4.69562723997e-07	3.45926918246e-06	4.37749267198e-09
14	2.62511059185e-08	5.79626122805e-05	2.25046638599e-07	9.6771685121e-07	4.24994790621e-06	4.81198399951e-09
15	2.66936670183e-08	5.92994405732e-05	9.61703400132e-09	1.99928269729e-07	3.61256573429e-06	1.97944759516e-10
16	2.38628856944e-08	5.80841404054e-05	1.22798798817e-07	1.56863193934e-06	2.89971027707e-06	2.51765178473e-09
17	2.61950133035e-08	5.88885498287e-05	1.26685732775e-08	5.04974899661e-07	3.14504012656e-06	2.4322427642e-10
18	2.60887096791e-08	5.78866795047e-05	1.27502641003e-07	1.29712953574e-06	3.44042234548e-06	2.74298998789e-09
19	2.62965695402e-08	5.83282876067e-05	1.51002987116e-07	5.55307138671e-07	3.3093897681e-06	3.26165662512e-09
20	2.59877969746e-08	5.75917795255e-05	2.35730873285e-07	2.11274290732e-07	3.35935157242e-06	4.95854641597e-09
21	2.72065766537e-08	5.82990681026e-05	5.1118763408e-08	1.58515080948e-07	5.53691914633e-06	1.04218604598e-09
22	2.50687368561e-08	5.9044689473e-05	6.26756716556e-08	4.21435155278e-07	3.39094031184e-06	1.2652145265e-09
23	2.60736366198e-08	5.82383943725e-05	3.30459954827e-08	1.40517543846e-06	3.47512655032e-06	7.10294125495e-10
24	2.59077076506e-08	5.86237585101e-05	2.89097404501e-08	5.84261324679e-07	2.77036108495e-06	5.81435318841e-10
25	2.64483485876e-08	5.81985957716e-05	1.2394111027e-07	2.391456941e-07	4.38995861895e-06	2.56671276333e-09
26	2.55183136165e-08	5.80792807882e-05	1.27456866355e-07	4.75367971701e-07	3.53958160178e-06	2.53353754912e-09
27	2.54876935612e-08	5.80078090589e-05	3.81807256202e-08	2.73189879118e-06	3.47294677005e-06	8.23947705073e-10
28	2.633118015e-08	5.8281616239e-05	2.82611878288e-08	4.37495655409e-07	4.10442515247e-06	5.27207896456e-10
29	2.63947396114e-08	5.74922107353e-05	2.99973839281e-07	4.76679331287e-07	4.6454376465e-06	6.22646778819e-09
30	2.63895181949e-08	5.83382391841e-05	1.4911523487e-08	1.46451595504e-06	3.5888191613e-06	2.90950919439e-10
31	2.62598662155e-08	5.83001328593e-05	6.61436826481e-08	2.79118622045e-07	3.55698129282e-06	1.42558573642e-09
32	2.54278825334e-08	5.83459718994e-05	4.87450127405e-08	1.42381172266e-06	2.95450525257e-06	9.8599262164e-10
33	2.53386081716e-08	5.83119768954e-05	4.07323495695e-08	2.63215048153e-07	3.18347862693e-06	8.76167578708e-10
34	2.63459294112e-08	5.87309336276e-05	3.63972289633e-08	2.52192589855e-07	4.00168512654e-06	6.97155078028e-10
35	2.5637976251e-08	5.81284817087e-05	1.57130243144e-07	4.85363582213e-07	3.30794495702e-06	3.2023042129e-09
36	2.56460702025e-08	5.83980995314e-05	8.40062020352e-08	1.38429777566e-07	3.9895218768e-06	1.69415204816e-09
37	2.59799592374e-08	5.80555671753e-05	3.87016913914e-07	3.67722920765e-07	4.58270309864e-06	8.08055556936e-09
38	2.6184755593e-08	5.79989452299e-05	7.860032396e-08	1.31763219678e-06	3.44853100811e-06	1.68575981041e-09
39	2.51761423959e-08	6.0082713808e-05	1.98688319499e-08	1.29026053589e-07	3.1798561122e-06	4.05389330416e-10
40	2.54541148891e-08	5.78004723138e-05	1.30392111542e-07	7.11893967118e-07	2.89430656795e-06	2.64602033394e-09
41	2.70897370188e-08	5.84919941328e-05	2.78004023537e-07	2.28339094619e-07	4.97157728246e-06	5.80697412436e-09
42	2.58392229636e-08	5.82746008854e-05	1.77915544176e-07	4.51945115417e-07	3.93685866628e-06	3.62465982616e-09
43	2.55656520956e-08	5.82488711016e-05	8.42758357996e-08	8.42514434137e-07	3.26617864597e-06	1.70379551469e-09
44	2.59654495387e-08	5.71732209459e-05	1.89521717877e-07	1.39486539708e-06	3.70578381206e-06	3.82682445752e-09
45	2.62837919247e-08	5.83077692766e-05	8.30581821311e-08	1.80151813285e-07	3.991286844e-06	1.79185031447e-09
46	2.5734937912e-08	5.68957026199e-05	1.87267835052e-07	6.23100603825e-07	3.81172809649e-06	3.97400571679e-09
47	2.57350116806e-08	5.63964965875e-05	4.43796071024e-08	1.6741145688e-06	3.83936344332e-06	9.27953986465e-10
48	2.54332900842e-08	5.88207061151e-05	4.95395044997e-08	7.78215771069e-07	2.64929006577e-06	9.40778074573e-10
49	2.67414186994e-08	5.83228869343e-05	3.29105514894e-07	2.38072241272e-07	4.01949379587e-06	7.0645489104e-09
50	2.58705429261e-08	5.64120382573e-05	2.15015653168e-07	1.15646862209e-06	3.86744852419e-06	4.45745017164e-09
51	2.58751518079e-08	5.72996209327e-05	3.60289057968e-07	7.06919635727e-07	3.81611080781e-06	7.75159738587e-09
52	2.56083083378e-08	5.70429190908e-05	3.62597081812e-07	1.24385045213e-06	3.15600578951e-06	7.67672374039e-09
53	2.59882557135e-08	5.81221637536e-05	2.50788682889e-07	2.00605935653e-07	3.31416061245e-06	5.38263838791e-09
54	2.3176878515e-08	5.8810045774e-05	2.12643433403e-08	9.53009216155e-07	2.80418993259e-06	4.58593689044e-10
55	2.55994212366e-08	5.82316023102e-05	1.24443906891e-07	4.57458427263e-07	3.21506541078e-06	2.49415177962e-09
56	2.61339268645e-08	5.82937490341e-05	7.70750472728e-08	9.08645010034e-07	3.43987590997e-06	1.55253956508e-09
57	2.40822288733e-08	5.78732733895e-05	1.521744037e-07	2.34770331207e-07	2.82570456437e-06	3.07498527977e-09
58	2.66807092273e-08	5.82995501991e-05	1.55252709995e-08	2.97686238704e-07	3.77235186471e-06	2.89788663525e-10
59	2.63588600732e-08	5.87537623969e-05	4.68704146035e-08	4.55065537545e-07	3.58675176833e-06	9.64201001449e-10
60	2.62413615508e-08	5.83592639161e-05	2.5692260472e-08	1.41167893433e-07	3.53287471246e-06	4.84994199074e-10
61	2.61711316045e-08	5.85327725221e-05	1.23132315868e-08	1.52713572763e-06	2.84954931043e-06	2.28018197172e-10
62	2.66643959529e-08	6.13627847821e-05	4.00136020351e-09	6.66164306847e-08	3.30211348159e-06	7.64130275036e-11
63	2.54126312406e-08	5.78103918228e-05	7.58769849569e-08	2.33141247781e-06	2.72006785069e-06	1.63512024734e-09
64	2.32618404782e-08	5.82971976423e-05	1.07500330133e-07	3.00507418166e-07	2.89899384481e-06	2.24530239055e-09
65	2.70481344375e-08	5.8300866772e-05	7.18558876265e-09	1.12042922125e-07	4.15875976805e-06	1.34541914994e-10
66	2.63261504801e-08	5.73025129437e-05	8.3522775058e-08	1.16665173516e-06	3.62692181586e-06	1.67800410956e-09
67	2.56074362125e-08	5.82851537599e-05	5.38747015328e-08	2.94197445036e-07	2.64432056466e-06	1.06303259707e-09
68	2.56930299077e-08	5.83038803663e-05	1.63199628298e-08	2.0036451533e-06	2.44215424902e-06	3.02534265e-10
69	2.55582341088e-08	5.8290223061e-05	4.71918020751e-08	3.01896878506e-07	3.27323097335e-06	9.10215588405e-10
70	2.59517312218e-08	5.86425719377e-05	1.22457815852e-08	1.69621335966e-06	2.78464918779e-06	2.4270984959e-10
71	2.65249389455e-08	5.8941543301e-05	7.17582890847e-08	2.25398274051e-07	3.31882228978e-06	1.44263170564e-09
72	2.60700906962e-08	5.75551584769e-05	1.44410739104e-07	3.83955759305e-07	3.72652821436e-06	2.88632243481e-09
73	2.56288484553e-08	5.83658939735e-05	3.43186805234e-07	2.68380780776e-07	3.25660257514e-06	7.36476578638e-09
74	2.64519621127e-08	5.80694381356e-05	2.09028204713e-08	5.62928248027e-07	3.19352330311e-06	3.89229454136e-10
75	2.60801509573e-08	5.87249774387e-05	1.35318955257e-08	1.62187165234e-07	3.44803593075e-06	2.60519360007e-10
76	2.48621627259e-08	5.82269359557e-05	4.96482729695e-07	4.25268960112e-07	3.67628302408e-06	1.07017268508e-08
77	2.60344858303e-08	5.93044064542e-05	2.84038300011e-08	2.86631410662e-07	3.40589026541e-06	5.82698400691e-10
78	2.56044486381e-08	5.82317519183e-05	1.22902190476e-07	1.21054148303e-06	3.36706984544e-06	2.64591475791e-09
79	2.70851003722e-08	5.83003724448e-05	7.42212527091e-08	8.35839353786e-07	3.87995270397e-06	1.45014926449e-09
80	2.61129581094e-08	5.82299710762e-05	5.32347375769e-08	2.50256414772e-07	3.71077536997e-06	1.02615590759e-09
81	2.63215037004e-08	5.83206566219e-05	4.29548200636e-08	1.90353688771e-07	4.03737650624e-06	8.45382046941e-10
82	2.63712441062e-08	5.83293263512e-05	9.53491602788e-08	8.67069272187e-07	3.48238459551e-06	2.0143243598e-09
83	2.52724158771e-08	5.81759928825e-05	5.25504123545e-08	3.29119502938e-07	3.21705890127e-06	1.13520855724e-09
84	2.56624663428e-08	5.85132767312e-05	6.29934339016e-08	4.19482713808e-07	3.7146772714e-06	1.29562195347e-09
85	2.56572031454e-08	5.81500902721e-05	5.15139834403e-08	8.98515413621e-07	3.34092342523e-06	1.00584329104e-09
86	2.69072784344e-08	5.86866666258e-05	2.35482197573e-08	3.34848063556e-07	3.58201706108e-06	4.4544175211e-10
87	2.65373638789e-08	5.81278439021e-05	4.46329371337e-07	8.59471218218e-07	3.7102476132e-06	9.62093265719e-09
88	2.66609673957e-08	5.82975052865e-05	1.84801573275e-07	8.2446188383e-07	3.58217258985e-06	3.98668876048e-09
