	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
0	2.69527334755e-08	5.80694550232e-05	2.17867273473e-09	2.96967427668e-07	4.05566574912e-06	2.48533603718e-08
1	2.71109773265e-08	5.7856224984e-05	8.26552255721e-09	1.11584938971e-06	2.88698077248e-06	1.33618621512e-06
2	2.42409388296e-08	5.69070709678e-05	5.34677633666e-09	6.39802284953e-07	2.47478072443e-06	2.76479489779e-07
3	2.65085738941e-08	5.82996246541e-05	2.54677559528e-09	3.07704078073e-07	3.62198040927e-06	4.6115427516e-08
4	2.29867654502e-08	5.47189937069e-05	8.14480038202e-08	6.19128355904e-07	3.75505960177e-06	1.31288920961e-07
5	2.71738612031e-08	5.67352213409e-05	3.57248492962e-09	9.92331573296e-07	3.57103466739e-06	6.04964380319e-07
6	2.66361472371e-08	5.60938750635e-05	3.47055469053e-09	1.82522424398e-06	3.9402334421e-06	2.74860674256e-07
7	2.69551102459e-08	5.85087310222e-05	3.24404497863e-09	8.24295302364e-07	3.00795522614e-06	6.80487701339e-09
8	2.51421717711e-08	5.78631093583e-05	5.26083010614e-09	8.37830673715e-07	2.2146468508e-06	2.07659990586e-07
9	2.68651902359e-08	5.72894144922e-05	2.23833845862e-09	1.35315219839e-06	2.23300952904e-06	9.74692955277e-07
10	2.48876936715e-08	5.68185526373e-05	6.52361836035e-09	2.50859073785e-07	2.38624615485e-06	8.28770686019e-07
11	2.41840784039e-08	5.62269190047e-05	3.11105170088e-09	1.52469356133e-06	2.34983339958e-06	4.99318173961e-07
12	2.6104461551e-08	5.82590710947e-05	7.66369020688e-09	1.19400943105e-06	3.49059656401e-06	1.51036198343e-07
13	2.56260901428e-08	5.73290968241e-05	1.1134544189e-08	2.6710485589e-07	4.31444344573e-06	4.74827312013e-07
14	2.5313364924e-08	5.8399647272e-05	2.94817076021e-09	3.36833366208e-07	2.45681444877e-06	8.34099468072e-08
15	2.58661703084e-08	5.80701758617e-05	1.97968497216e-09	9.83685657479e-07	2.95687114138e-06	2.49481102557e-08
16	2.73252835666e-08	5.82714874108e-05	4.22136222228e-09	3.14123155243e-07	3.43673517848e-06	1.78297692602e-07
17	2.47465578641e-08	5.73549328305e-05	2.13615999407e-09	7.71691359283e-07	2.31059219809e-06	1.58060771669e-07
18	2.60815123461e-08	5.81115497865e-05	8.83738755821e-09	4.08217718722e-07	4.68490122048e-06	2.45453179787e-09
19	2.54174293977e-08	5.78746126689e-05	5.05652893752e-09	1.2207307711e-06	3.26544153783e-06	1.61275741751e-07
20	2.65683748077e-08	5.83562009422e-05	2.22692236972e-09	2.69235378183e-07	4.78948437483e-06	1.34931448398e-07
21	2.5588175111e-08	5.76404734025e-05	2.39510685462e-09	5.18181267326e-07	2.34311695044e-06	8.7234547541e-08
22	2.74666285808e-08	5.82995462181e-05	2.66986738168e-09	6.03159949645e-07	3.16387896512e-06	5.80822474371e-08
23	2.494705569e-08	5.76196259314e-05	1.6995596307e-08	1.58907123437e-06	2.56893198177e-06	4.38069292054e-08
24	2.60786489035e-08	5.43005265494e-05	2.76882645787e-08	1.60483499861e-06	3.1570054604e-06	6.19969356101e-08
25	2.49976042892e-08	5.76408394371e-05	1.21720205768e-08	2.37428133404e-06	2.83922459077e-06	5.83589054509e-08
26	2.66109145031e-08	5.6342800858e-05	3.4831335661e-09	1.08216695484e-06	3.81603665507e-06	2.72229030664e-07
27	2.26247585774e-08	5.47131553842e-05	7.70644290175e-09	2.94399420414e-06	2.63781874581e-06	5.35718417226e-08
28	2.54684796363e-08	5.70438760433e-05	3.92647903671e-09	3.87251601752e-06	2.25626592185e-06	2.52604995054e-07
29	2.36675546531e-08	5.82093481479e-05	6.32549974242e-09	1.46207455867e-06	1.95021996836e-06	2.51911330851e-07
30	2.63254085315e-08	5.74836046726e-05	4.59685640697e-09	6.50230544817e-07	2.84979476365e-06	6.23895783461e-07
31	2.6028768173e-08	5.82912365706e-05	2.36175914276e-09	4.40745088594e-07	2.41848104011e-06	3.54079427211e-07
32	2.65115251094e-08	5.98115634946e-05	5.62654022816e-09	1.76355259493e-07	4.64483338937e-06	7.721940066e-09
33	2.50839481933e-08	5.6849960053e-05	1.72669471843e-09	1.42562731236e-06	3.25081684776e-06	1.57690875711e-08
34	2.47635733916e-08	5.81302982987e-05	1.45316267902e-08	3.195329756e-07	2.13793554735e-06	4.83175055405e-07
35	2.62585564225e-08	5.782776267e-05	1.1710151655e-08	1.22210271791e-06	3.42958552406e-06	4.69379252482e-08
36	2.6147609552e-08	5.64690493396e-05	4.67015929043e-09	7.95618096503e-07	3.03347551426e-06	2.06624402718e-07
37	2.62096810609e-08	5.63953542371e-05	1.83768254789e-08	2.35888945942e-06	2.57186729979e-06	1.37725444485e-07
38	2.48593990961e-08	5.76723524707e-05	1.72380582321e-08	1.35641952883e-06	3.24811998947e-06	1.71259894518e-07
39	2.31073728527e-08	5.73812431599e-05	7.11255099177e-09	6.44418948747e-07	2.1576934721e-06	4.62497367091e-07
40	2.58336170934e-08	5.70859586464e-05	4.20946143714e-09	4.18114538303e-07	2.47019738219e-06	6.99226883273e-08
41	2.54867987814e-08	5.82461843499e-05	4.07976180037e-09	8.71561839858e-07	3.65970462334e-06	8.60079101544e-07
42	2.46311040847e-08	5.8194378374e-05	3.64117604357e-09	2.92407011769e-07	4.34022809653e-06	3.72341448348e-08
43	2.59898911987e-08	5.711394215e-05	3.48286930507e-09	1.58065692208e-06	2.17974537951e-06	6.25498180152e-07
44	2.63115968831e-08	5.76150313004e-05	4.43431298517e-09	2.85130580134e-07	4.7050387948e-06	2.26797258124e-07
45	2.67798426904e-08	5.79752067427e-05	1.16201850865e-08	6.03688250419e-07	3.34071066403e-06	1.79586217688e-07
46	2.65187247341e-08	5.83638853087e-05	1.64423580209e-08	8.37224512084e-07	2.78235750258e-06	5.19566196791e-09
47	2.6645728026e-08	5.86200948631e-05	6.17442691573e-09	4.59004836067e-07	2.22667849498e-06	2.57976556577e-07
48	2.61319159554e-08	5.69827001933e-05	1.35792596969e-08	1.26704280349e-06	3.34369163314e-06	5.40403674877e-07
49	2.18742886065e-08	5.83000535493e-05	2.55790330884e-09	8.71712185514e-07	1.99693157276e-06	3.79476413266e-07
50	2.64693109918e-08	5.76907805796e-05	2.31471914987e-09	2.54487617598e-06	3.48182192717e-06	2.80517446765e-07
51	2.38295518427e-08	5.57001985765e-05	2.59092731319e-09	9.19387866905e-07	2.01580191383e-06	1.97954617106e-07
52	2.43051885003e-08	5.81805172279e-05	9.50719492021e-09	1.48716785464e-06	2.00534304107e-06	2.41328073243e-07
53	2.62615962682e-08	5.66615204068e-05	5.6943448829e-09	1.12560057341e-06	3.48448125422e-06	2.0396864306e-07
54	2.45272877705e-08	5.79840086189e-05	8.60897125974e-09	1.53368137693e-06	3.47358819798e-06	7.06416795171e-07
55	2.44994754404e-08	5.51554048181e-05	2.0144867225e-08	1.45951591809e-06	2.78043048793e-06	1.37138285884e-07
56	2.74155354939e-08	5.93512640769e-05	2.4963719156e-09	1.59723547584e-07	2.65737684862e-06	1.95614581091e-08
57	2.46101226036e-08	5.82997884926e-05	4.8322954197e-09	4.46546639949e-07	2.05971456893e-06	1.22396928357e-07
58	2.5745043243e-08	5.69500677807e-05	8.81709474002e-09	2.20407013701e-06	3.42244774292e-06	3.67738550599e-07
59	2.73549594182e-08	5.84336622878e-05	5.58733032718e-09	1.52584478757e-07	4.94495850982e-06	7.11026516993e-07
60	2.48283281765e-08	5.72710365955e-05	3.64165035575e-08	1.90225853801e-06	2.34376588063e-06	3.90793612959e-07
61	2.72830931061e-08	5.7877725224e-05	2.13817407437e-08	4.19021269602e-07	3.88275031304e-06	2.32544640567e-07
62	2.59806913777e-08	5.77547499058e-05	9.65777234286e-09	1.20288790863e-06	1.98575646516e-06	1.6603611941e-07
63	2.47975186675e-08	5.90657123507e-05	2.34610919047e-09	5.1035215482e-07	2.28724104898e-06	2.90970418167e-07
64	2.47960005998e-08	5.79615941903e-05	7.8651975804e-09	7.79523739163e-07	3.59078916739e-06	1.34581020341e-07
65	2.69055471413e-08	5.82778777686e-05	7.42564594103e-09	1.55585532016e-07	3.98300782631e-06	3.04747463507e-07
66	2.68264379063e-08	5.7726529689e-05	2.06090055975e-09	1.90614274183e-06	2.04343116945e-06	5.45887018266e-08
67	2.65387678724e-08	5.8041069681e-05	1.77808814935e-09	9.19998077152e-07	2.82430329918e-06	3.62066099334e-07
68	2.37614016466e-08	5.81572014937e-05	1.05715456224e-08	5.97062311758e-07	1.63072403863e-06	8.16128127407e-07
69	2.62148292348e-08	5.82953626304e-05	3.26927981088e-09	9.55756270357e-07	2.23897054977e-06	7.27385824742e-08
70	2.4132820459e-08	5.6907273403e-05	7.36848988494e-09	8.81610192503e-07	2.48679298462e-06	3.49017739279e-07
71	2.63369937674e-08	5.86922743717e-05	5.11613103053e-09	1.43004065575e-07	2.8088239004e-06	1.86368153369e-08
72	2.82169500685e-08	5.82995182196e-05	2.23049618666e-09	9.83502857868e-08	3.18201460604e-06	4.30007145212e-07
73	2.72482508017e-08	5.62021897357e-05	2.18829995658e-09	7.86353201068e-07	3.13535260638e-06	6.41999903867e-08
74	2.60262305483e-08	5.82980853715e-05	6.7374303098e-09	8.47818413044e-07	2.60881745213e-06	4.42030691733e-08
75	2.55796465237e-08	5.80920551463e-05	2.15700658906e-09	1.39382621848e-06	2.77581281658e-06	2.94331772227e-07
76	2.5621524285e-08	5.64711611734e-05	3.87990660631e-08	1.49332547481e-06	3.04504067292e-06	8.5035181382e-08
77	2.52769313544e-08	5.81725463212e-05	6.76919872465e-09	6.34429293639e-07	2.23066510178e-06	3.44984459005e-08
78	2.7368928188e-08	5.53195804635e-05	1.50538623855e-08	1.23171475934e-06	3.95295973493e-06	6.54912531138e-08
79	2.30023394804e-08	5.86417612277e-05	7.89612139619e-09	1.36845876907e-06	1.84331003454e-06	4.07616774327e-08
