	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
80	2.39293544019e-08	5.77885631523e-05	1.94305991367e-09	8.53363930029e-07	1.99542900452e-06	9.33876349446e-08
81	2.24777406495e-08	5.69603595787e-05	8.906325235e-09	4.07348439575e-07	2.40617924851e-06	6.5776591392e-07
82	2.36961030914e-08	5.7309528942e-05	2.01819409745e-08	1.62615939539e-06	3.49465983851e-06	1.59406547095e-07
83	2.37515158104e-08	5.82997927772e-05	6.21845256949e-09	1.11123325593e-06	2.10929056949e-06	8.19787939679e-08
84	2.74439057364e-08	5.75881476092e-05	2.31261718338e-09	5.11718655792e-07	4.55296686317e-06	3.39760169068e-08
85	2.75408394356e-08	5.8295353624e-05	4.50865808788e-09	3.2731328475e-07	3.02675999673e-06	1.9242802831e-07
86	2.4546523213e-08	5.69107743222e-05	2.55994895358e-09	2.16078335154e-06	1.83555664651e-06	1.13111061954e-06
87	2.48358985459e-08	5.85991049122e-05	3.1699883505e-09	2.8560014574e-07	2.20766574204e-06	3.05440317935e-08
88	2.35759829575e-08	5.58521968375e-05	4.91890831153e-09	8.51093510645e-07	3.24994074664e-06	5.52065109827e-07
89	2.60644212962e-08	5.78705605898e-05	4.26632562008e-09	7.03944696799e-07	3.06793974163e-06	8.3381254709e-07
90	2.55048781699e-08	5.69964338557e-05	2.15907633643e-09	3.14513864562e-06	3.48598585419e-06	6.40146362641e-07
91	2.60145087964e-08	5.6654987345e-05	7.27706349841e-09	2.73431112665e-07	2.9598337162e-06	1.2023392232e-07
92	2.58090603799e-08	5.79680959679e-05	8.47851024292e-09	1.45474418901e-06	3.17844094089e-06	1.81907022325e-07
93	2.5544066088e-08	5.64500058249e-05	1.80158778155e-08	4.25941006714e-06	2.88116038768e-06	7.5054074864e-08
94	2.71644238032e-08	5.8138932226e-05	1.11155583819e-08	4.41127256072e-07	3.19532432454e-06	4.0591184636e-07
95	2.55746677505e-08	5.82845297819e-05	4.19385257202e-09	2.56873482213e-07	2.59782833203e-06	2.67355943783e-07
96	2.71825438866e-08	5.7490758401e-05	8.07588307397e-09	1.54512179866e-06	4.56812893579e-06	1.09530222638e-07
97	2.51756645917e-08	5.72524276515e-05	1.48805728072e-08	5.77948348136e-07	2.59829660579e-06	5.52003209867e-07
98	2.60235415761e-08	5.7361474158e-05	5.98500849471e-08	7.08628191058e-08	4.79488854222e-06	2.6631763887e-07
99	2.47726250809e-08	5.80681407012e-05	8.91779963534e-09	2.3502913286e-07	2.58122878093e-06	4.38699950596e-07
