frame	deltaG
1	-3.1905
2	3.7259
3	4.5261
4	-3.7145
5	-4.4894
6	-7.2637
7	-12.4321
8	-3.7936
9	-11.5124
10	-7.1201
11	-12.8518
12	-5.6906
13	-0.1349
14	-3.9803
15	-0.8234
16	3.9304
17	-3.7644
18	4.772
19	2.6773
20	-2.5564
21	6.1353
22	-3.4083
23	-5.6357
24	-4.671
25	-3.4958
26	0.9801
27	5.3443
28	5.4792
29	-3.2973
30	-2.2562
31	2.3229
32	-0.3844
33	10.3857
34	7.0041
35	7.3572
36	-0.3541
37	-4.6473
38	-11.1611
39	-11.9858
40	-3.761
41	-19.6243
42	-1.9803
43	-7.5491
44	-12.0703
45	3.2579
46	-4.4539
47	-6.2827
48	4.1974
49	-3.2519
50	9.2052
51	-1.3936
52	-6.337
53	-2.027
54	-7.5775
55	-11.5017
56	-9.3791
57	-6.5252
58	-9.994
59	-14.5398
60	-0.2551
61	1.8667
62	-4.9557
63	-1.7305
64	-2.4244
65	-7.7137
66	-0.7065
67	-5.5758
68	-4.6298
69	3.0481
70	6.0931
71	-2.83637285714
73	6.09105647446
