frame	deltaG
1	-26.1495
2	-31.6403
3	-20.6854
4	-25.3393
5	-20.485
6	-12.2213
7	-27.6694
8	-27.3171
9	-22.1973
10	-10.6244
11	-24.0797
12	-27.8141
13	-19.6612
14	-24.3354
15	-24.9362
16	-34.2128
17	-28.3431
18	-29.6728
19	-32.1859
20	-30.2873
21	-26.8478
22	-32.0009
23	-26.1615
24	-30.6535
25	-30.5098
26	-31.2998
27	-37.0633
28	-33.6264
29	-27.4978
30	-34.311
31	-27.1005
32	-20.8068
33	-33.0156
34	-27.0659
35	-29.3288
36	-29.6913
37	-16.6243
38	-31.5403
39	-25.5091
40	-19.1408
41	-35.0443
42	-30.9527
43	-35.4037
44	-42.7747
45	-27.803
46	-31.7578
47	-15.8166
48	-29.226
49	-27.611
50	-23.7075
51	-9.9384
52	-34.4519
53	-22.0312
54	-34.7448
55	-28.3218
56	-32.3891
57	-32.9052
58	-20.7813
59	-27.983
60	-32.2651
61	-23.5481
62	-18.7686
63	-25.916
64	-27.5545
65	-25.6585
66	-26.1924
67	-35.8826
68	-17.9336
69	-24.8785
70	-22.7949
71	-27.0669928571
73	6.29476734686
