frame	deltaG
1	-28.3155
2	-11.8326
3	-13.5984
4	-19.5968
5	-2.123
6	-4.5251
7	-12.9614
8	-6.8765
9	-19.1797
10	-9.2792
11	2.9023
12	-9.2922
13	-19.9994
14	-2.8673
15	-13.5807
16	-13.5101
17	-10.7184
18	-21.9585
19	-31.8243
20	-22.8368
21	-26.9153
22	-14.2746
23	-29.1551
24	-24.8213
25	-10.5662
26	-27.6657
27	-24.0492
28	-20.6272
29	-19.4506
30	-20.0269
31	-6.8917
32	3.6328
33	4.3277
34	16.3226
35	-2.0898
36	-5.0465
37	-20.839
38	2.4331
39	-17.0285
40	-8.6472
41	-5.5192
42	-9.112
43	5.6269
44	-3.5199
45	13.9299
46	-9.2277
47	2.7636
48	0.6172
49	2.3294
50	3.3508
51	-6.8276
52	-2.6057
53	3.6427
54	-0.8297
55	4.0164
56	-0.6961
57	-3.1821
58	-0.5029
59	-5.5067
60	-24.962
61	-23.1271
62	-26.0054
63	-29.9175
64	-20.597
65	-19.6146
66	-22.5641
67	-30.2825
68	-24.2915
69	-20.7008
70	-23.8887
71	-11.4365157143
73	11.6877770579
