,ssd,Km_g3p,Km_e4p,Km_f6p,Km_s7p,kcat1_f,kcat2_f,Keq,Ki1,Ki2,dKd
0,0.0,3.8e-05,9e-05,0.0012,0.000285,71.4,79.4,1.31,0.019,0.019,1299934.0
1,7.77736793806e-07,0.00186857373095,205.893976678,0.0590048204751,0.0140072433905,4.4979500734e-06,3.38081533214e-06,5.62806137572e-07,2.69685589649e-10,6.51178672387e-10,3.41711559447e-06
2,7.77736794473e-07,0.00186928397057,205.89399498,0.0590123667042,0.0140064622484,5.02850152678e-06,1.95858977064e-06,6.14613889892e-07,9.60415957289e-10,1.65120110567e-09,2.55666274357e-07
3,7.7773680003e-07,0.00186742202778,205.894111086,0.0590089925823,0.0140203710272,3.14124027132e-06,6.65639137428e-07,4.63794973588e-07,1.90892623346e-10,1.65118284542e-09,3.09475344088e-06
4,7.77736802095e-07,0.00186935260688,205.894046666,0.059018153104,0.0140106126292,5.1180968259e-06,3.02179471482e-07,6.58363202801e-07,6.5128823387e-10,6.51580397824e-10,6.05659126821e-07
5,7.77736803675e-07,0.00186644174085,205.894446344,0.0590092679258,0.0140029732787,7.28703479631e-06,3.4882053294e-06,3.60530502823e-07,1.65118284542e-09,6.51324754364e-10,3.52994207957e-06
6,7.7773680421e-07,0.00186761956123,205.894277883,0.0590196189008,0.0140100460172,6.6438458594e-07,5.01570971714e-06,1.02289084751e-07,6.51379535106e-10,4.99892525035e-10,6.74736590434e-07
7,7.77736805377e-07,0.00186821625509,205.894050636,0.0590140000656,0.0140182399902,5.73869729079e-06,9.86848858438e-07,7.19382094183e-07,3.93690927811e-11,1.65118284542e-09,2.62042088525e-06
8,7.77736806258e-07,0.00186720897763,205.894198402,0.0590214678969,0.0140065607634,2.26334000157e-06,3.5159889106e-06,2.28931564121e-07,6.514160556e-10,1.11190296736e-09,4.71950899613e-07
9,7.77736806954e-07,0.00186996919885,205.893976783,0.0590185134109,0.0140099654417,6.75409510331e-06,8.14534101517e-07,8.96680524573e-07,6.51379535106e-10,6.51196932635e-10,6.28685079372e-07
10,7.77736807973e-07,0.00186622188846,205.894240547,0.059021771378,0.0140057275301,1.42421542222e-06,4.34864766866e-06,2.1972067931e-07,6.51379535106e-10,6.97413618084e-10,3.82149650632e-07
11,7.77736808453e-07,0.00186772871109,205.894290958,0.0590215016219,0.014008581109,4.25269301256e-07,5.33518240278e-06,7.00529541076e-08,4.21136079226e-10,6.51397795353e-10,2.46297427919e-07
12,7.77736810638e-07,0.00186944157332,205.894072718,0.059022270172,0.0140084511233,5.19273408586e-06,1.49804635978e-06,6.70567181087e-07,6.51343014612e-10,6.5128823387e-10,1.03537145402e-07
13,7.77736811152e-07,0.00186793578245,205.894169632,0.0590162509897,0.0140216979638,2.32823522304e-06,2.32774031117e-06,3.71000448344e-07,1.65114632493e-09,6.51397795353e-10,4.05723438517e-06
14,7.77736811406e-07,0.00186645697479,205.894271848,0.0590212002477,0.0140000695197,7.39338505139e-07,4.88755298981e-06,1.05052370535e-07,6.514160556e-10,6.51489096588e-10,1.28865695e-07
15,7.77736812216e-07,0.0018689167565,205.89398807,0.0590157970279,0.0140205639894,4.36396199476e-06,2.81947078503e-06,4.84517888067e-07,1.65120110567e-09,1.65120110567e-09,4.21611256044e-06
16,7.77736812251e-07,0.00186589619012,205.894001154,0.0590218523794,0.0140043987003,6.08916483249e-06,4.42077210551e-07,7.72340935905e-07,6.51397795353e-10,1.90892623346e-10,7.14596390491e-08
17,7.77736813026e-07,0.00186696995597,205.894315481,0.059022635894,0.014005712013,7.89162995767e-08,5.98298360645e-06,4.03495896576e-08,6.51397795353e-10,6.51397795353e-10,6.8839392939e-07
18,7.77736813702e-07,0.00186734416016,205.894330295,0.0590218886667,0.0140110808934,3.54389797309e-07,6.82701752729e-06,1.48340813763e-07,9.60434217536e-10,3.93690927811e-11,4.28201519913e-07
19,7.77736813817e-07,0.00186738291197,205.894327955,0.0590219729459,0.0140110197738,4.21225835413e-07,6.80330154373e-06,1.64458794335e-07,1.65118284542e-09,6.51397795353e-10,4.51227436642e-07
20,7.77736814124e-07,0.00186720706096,205.894327374,0.0590220229711,0.0140108895947,5.18938239408e-07,6.87915947995e-06,1.48340712063e-07,6.51397795353e-10,6.51434315847e-10,4.71950684682e-07
21,7.77736814299e-07,0.00186760355346,205.894315063,0.0590223463995,0.0140102928875,8.38553657262e-07,6.71966711997e-06,3.07219000028e-07,9.60415957289e-10,1.65120110567e-09,3.84452408877e-07
22,7.77736816162e-07,0.00186706789375,205.894279011,0.0590241624632,0.0140065395224,1.14188114675e-06,5.63927468394e-06,1.59853707879e-07,6.51397795353e-10,1.11190296736e-09,1.05450497909e-06
23,7.77736816596e-07,0.00186922118171,205.893908495,0.0590217950093,0.0140106777503,6.97930257876e-06,3.21378726374e-06,8.60300126303e-07,6.51598658071e-10,6.5128823387e-10,1.39774833747e-06
24,7.77736819362e-07,0.00186722785475,205.893994021,0.0590231710912,0.0140051390588,7.59276849797e-06,8.09183088293e-07,7.76946361361e-07,1.00139195182e-09,7.30154241162e-10,8.58784928687e-07
25,7.77736821555e-07,0.00186591435558,205.894015076,0.0590255219988,0.0140057617432,6.29715953953e-06,3.9791740907e-07,7.5392050533e-07,1.65120110567e-09,1.65107328394e-09,6.88393821924e-07
26,7.77736821557e-07,0.00186901717379,205.894144704,0.0590254344062,0.0140065002396,4.91318995448e-06,4.13307753988e-06,6.16225899824e-07,1.65110980443e-09,6.51379535106e-10,1.2456193518e-06
27,7.77736821634e-07,0.00187014834002,205.893971401,0.0590234936682,0.0140127443525,7.383964429e-06,2.86037408145e-07,9.01055837238e-07,6.51397795353e-10,6.51379535106e-10,2.20365318413e-06
28,7.77736824725e-07,0.0018666772986,205.894237276,0.0590261026978,0.0140049103635,2.96023508227e-06,5.85220576393e-06,3.60178604499e-07,8.81622990986e-10,6.51178672387e-10,2.04461631777e-06
29,7.77736825625e-07,0.00186927592845,205.894226852,0.0590257877856,0.0140035823822,3.34931654151e-06,5.82243504348e-06,3.99322373302e-07,6.51397795353e-10,1.65114632493e-09,2.55809282616e-06
30,7.77736826373e-07,0.00186917392348,205.894113275,0.0590267199778,0.0140040535815,5.39891097779e-06,3.40587821478e-06,6.82540656733e-07,6.51379535106e-10,1.19065941317e-09,1.65547954836e-06
31,7.777368277e-07,0.00187071275272,205.893956866,0.0590202866219,0.0139916633005,3.87556974872e-06,4.44031539553e-06,9.07761397857e-08,1.65120110567e-09,1.65120110567e-09,2.53522534978e-06
32,7.77736827711e-07,0.00186615202299,205.89404959,0.0590275531051,0.0140042035243,5.86522817367e-06,1.37490083802e-06,6.82540622833e-07,6.51379535106e-10,6.51361274859e-10,1.49660124772e-06
