,ssd,Km_g3p,Km_e4p,Km_f6p,Km_s7p,kcat1_f,kcat2_f,Keq,Ki1,Ki2,dKd
0,0.0,3.8e-05,9e-05,0.0012,0.000285,71.4,79.4,1.31,0.019,0.019,1299934.0
1,0.00402384300031,0.0109435821,0.398964014142,99.5636884937,0.0148757331759,3.15829970415,3.06207351764,0.00852509738199,3.94056132753e-11,1.65120110567e-09,0.00600357562361
2,0.00402426220994,0.00332344457088,0.393213475153,99.5486597089,0.01716244239,3.15880106706,3.06217411184,0.00533713371066,6.51580397824e-10,6.51397795353e-10,0.00188808821519
3,0.00402494311433,0.0141749800682,0.409087223208,99.5269862114,0.00589461919875,3.15739104879,3.06331671876,0.010197226513,6.51379535106e-10,6.51324754364e-10,0.00492059315869
4,0.00402546183114,0.000920568345745,0.397519269243,99.5083236219,0.0176646459908,3.15854754309,3.06312436169,0.00795364745527,1.6509819827e-09,1.65114632493e-09,0.00646256044363
5,0.00402585332223,0.00118140748287,0.400096911617,99.4942058665,0.0148698512028,3.1590353228,3.06287060137,0.00015253353837,6.51580397824e-10,1.65121936592e-09,0.000464702117921
6,0.00402649477219,0.0146042543587,0.409452360216,99.474701838,0.00629422030479,3.15895601965,3.06298636703,0.0126419115672,6.51196932635e-10,3.93873530282e-11,0.00560078936449
7,0.00402673619113,0.00182409594966,0.398833175268,99.4642144008,0.0156208002012,3.15943740386,3.06320821418,0.000255332659596,6.51379535106e-10,3.94056132753e-11,0.000609527034437
8,0.00402759134769,0.00133137337928,0.399722482283,99.4351445713,0.0147489135106,3.15973624098,3.06353276868,0.00014152716517,6.51379535106e-10,6.51397795353e-10,0.000434522270617
9,0.00402764841023,0.0028865873982,0.376631879029,99.4542085734,0.0387091635719,3.14249373569,3.08027574119,0.0216374146719,6.51379535106e-10,6.51379535106e-10,0.0389783171194
10,0.00402820833579,0.049524219958,0.400776660199,99.4275013907,0.0654726554646,3.15325675691,3.06974634579,0.00954746559793,6.5128823387e-10,6.51379535106e-10,0.00890072325368
11,0.00402843098899,0.000715170622026,0.416085872749,99.4086309396,0.0184645128849,3.15931117414,3.0638363651,0.0133995422789,2.69612548661e-10,3.94056132753e-11,0.00472076603701
12,0.00402852863358,0.000733415522367,0.408876185355,99.4039439556,0.0189307997688,3.15900264872,3.06453022977,0.00497795694177,6.51489096588e-10,6.51397795353e-10,0.00592121015863
13,0.0040289594773,0.0010341537894,0.399922027392,99.3886650111,0.0150931357356,3.16022320991,3.06409400809,0.000249893939587,9.60434217536e-10,3.94056132753e-11,0.000621396787716
14,0.00402917153407,0.00338813446931,0.399277316711,99.3815164253,0.0179725623574,3.16007312607,3.06441987042,3.00523608543e-05,6.51379535106e-10,6.51379535106e-10,0.00141209416637
15,0.00402930916379,0.0058889503575,0.395129267906,99.3873512741,0.0196708950912,3.14650046689,3.07721745235,0.026298519675,6.51379535106e-10,7.30135980915e-10,0.0200775647431
16,0.00402935957739,0.000452829646485,0.391508422369,99.3768533805,0.0193058288865,3.16097479402,3.06399933197,0.00777669619628,6.51379535106e-10,6.51397795353e-10,0.0124541674434
17,0.00403004234037,0.0024089675656,0.406564268215,99.3524549358,0.0154717042576,3.16044256805,3.06441133948,0.00827125630965,1.65120110567e-09,1.65120110567e-09,0.00175140234376
18,0.00403005057584,0.000759335714235,0.399697514339,99.3516054589,0.0153307341119,3.1605730424,3.06459359867,0.000283896304989,4.21117818979e-10,1.65120110567e-09,0.000750020611391
19,0.00403006914265,0.0123708156407,0.397723509665,99.3519854254,0.0243384840027,3.1552402311,3.06967844666,0.00243767160511,6.51397795353e-10,6.51379535106e-10,0.000957794905722
20,0.00403007082285,0.00975361417142,0.39856389474,99.3525353087,0.0169757610348,3.15979963976,3.06534701223,0.0133910454667,6.51379535106e-10,6.51397795353e-10,0.00056895572437
21,0.00403158502594,0.000815865690711,0.40320291264,99.3045158272,0.0123692577969,3.16107126767,3.06501999215,0.0266970691834,6.51397795353e-10,6.51361274859e-10,0.000610378985833
22,0.00403317550163,0.0179409207614,0.419015640472,99.2576962266,0.0555090507535,3.15496074491,3.07113752243,0.0156029425999,9.60397697042e-10,6.51379535106e-10,0.0253815656028
23,0.00403861470461,0.0033652082097,0.411784851077,99.0801500881,0.00868636845797,3.16192453619,3.0688185345,0.0351754402094,6.51196932635e-10,3.95378174645e-09,0.0380196711523
24,0.00403999484874,0.0388794894681,0.409922336552,99.0385457712,0.0437358847595,3.13644189741,3.09375871486,0.0182212959835,6.51397795353e-10,6.51379535106e-10,0.0301113146237
25,0.00404490420451,0.00451275462556,0.414464459353,98.8496994364,0.0191182755633,3.16588593323,3.07007678099,0.015678767405,6.51598658071e-10,1.65118284542e-09,0.00236419282235
26,0.00404538334903,0.0109842604514,0.414141973884,98.8404565042,0.00179616289699,3.16587590457,3.0703038589,0.0305997331469,1.65120110567e-09,6.51434315847e-10,0.0148374460335
27,0.0040491687746,0.00203491176387,0.384187833667,98.7247735352,0.00240635462595,3.12943478029,3.10834462531,0.00376801069625,6.51269973623e-10,6.51379535106e-10,0.00146400344957
28,0.00405303756629,0.00250581915934,0.379398800442,98.6116495605,0.0117200288454,3.11726882115,3.1224721839,0.00419905567754,6.51397795353e-10,6.51379535106e-10,0.0015689292383
29,0.00405582716466,0.00752386082833,0.466637157796,98.5322581569,0.0162423448665,3.16761421129,3.07329301569,0.0796768757894,6.51397795353e-10,6.51379535106e-10,0.00938266321126
30,0.00407998756649,0.0251133535347,0.43502791776,97.6968036574,0.00883843116779,3.16716956988,3.09348129314,0.0364036295003,6.51397795353e-10,1.65100024295e-09,0.0555109361219
31,0.00408241758502,0.00917949156819,0.403751865689,97.579873014,0.0191948504889,3.18086968017,3.08449795703,0.0146158022184,6.51489096588e-10,6.51452576094e-10,0.00178591748389
32,0.00408333447238,0.0019377526453,0.403585544365,97.5472988381,0.0192907953566,3.18123933637,3.08487710038,2.41554422944e-05,6.51397795353e-10,1.19069593366e-09,0.00171967557463
33,0.00408449501813,0.0109514099726,0.376923261948,97.6801643858,0.0500117026295,3.07283197173,3.18487901263,0.0176627152796,6.51580397824e-10,6.51379535106e-10,0.0237999520279
34,0.00408511695466,0.00029353596027,0.419528187406,97.4892104029,0.0196704697869,3.18132862686,3.08541206789,0.0138569417547,6.51379535106e-10,1.65118284542e-09,0.00458036092795
35,0.00408534499075,0.0854433324936,0.437416068761,97.509721124,0.0738068407573,3.17274416314,3.09227716938,0.0174107406587,6.51598658071e-10,6.51397795353e-10,0.000405687118872
36,0.00408604413416,0.00154601661281,0.421182453228,97.4579409386,0.0203153019294,3.18162421997,3.08575611211,0.01182713887,1.65114632493e-09,6.51434315847e-10,0.00732889669477
37,0.00408695670786,0.0174299745397,0.455807690403,97.4424835723,0.019373607502,3.18019899554,3.08599390432,0.022232351496,1.65120110567e-09,1.90874363099e-10,0.0312380405521
38,0.00408950148976,0.0310658617843,0.404270214701,97.3689129409,0.019728919466,3.18322561819,3.08692260854,0.04270793097,3.94421337696e-11,6.51379535106e-10,0.0454273364167
39,0.00409098836645,0.00537264454057,0.41148692424,97.2904780268,0.0202404405988,3.18377029587,3.08784259664,0.0107939188641,6.51397795353e-10,6.51580397824e-10,0.00814349057978
40,0.00409754772153,9.98117243267e-05,0.414376956127,97.0693266917,0.0218058199247,3.18634600161,3.09018681352,0.00482126065137,6.51397795353e-10,6.51379535106e-10,0.0118936506248
41,0.00410185139441,0.00311349291009,0.407276462179,96.9249244861,0.0251573376354,3.18831836355,3.09181885254,0.0104581505151,6.51379535106e-10,6.51489096588e-10,0.0124197711007
