,ssd,Km_g3p,Km_e4p,Km_f6p,Km_s7p,kcat1_f,kcat2_f,Keq,Ki1,Ki2,dKd
0,0.0,3.8e-05,9e-05,0.0012,0.000285,71.4,79.4,1.31,0.019,0.019,1299934.0
1,0.00743858564233,0.00185727486554,0.546742831173,0.341956860011,0.014028347503,4.3168299499,4.13820629015,100.0,6.51379535106e-10,1.65138370814e-09,1.06387373597e-06
2,0.00743858564237,0.00185818506521,0.546748493015,0.341956084805,0.0140255778825,4.31682031821,4.13821492452,99.9745754483,6.51489096588e-10,6.51397795353e-10,4.68583983242e-06
3,0.00743858564253,0.00186047724484,0.54693745332,0.341968905938,0.0140183911457,4.31680050811,4.1382250694,99.9999945031,6.51397795353e-10,6.51397795353e-10,4.57071058908e-06
4,0.00743858564263,0.00185874821772,0.54675431622,0.341947198546,0.0140290446957,4.31681609238,4.13821875829,100.0,1.90856102852e-10,6.51397795353e-10,6.47494815497e-06
5,0.00743858564295,0.0018660324591,0.546706603972,0.341953918341,0.0140197707266,4.31682774952,4.13820986772,99.9999999988,6.51379535106e-10,1.90874363099e-10,2.25430999675e-06
6,0.00743858564542,0.00184908447054,0.546603593917,0.341965563014,0.0140018387237,4.31681281919,4.13822758236,100.0,2.69612548661e-10,1.65118284542e-09,5.71120350237e-07
7,0.00743858564576,0.00183057969131,0.546988476508,0.341987722161,0.0138748576797,4.31689892957,4.13813211997,27315034.5275,1.65120110567e-09,6.51379535106e-10,3.18170465331e-05
8,0.00743858564678,0.00186763482237,0.547102000399,0.34196462548,0.0140107468832,4.31679711699,4.13822149822,405.271967936,6.51379535106e-10,1.65120110567e-09,1.06371517025e-06
9,0.00743858564827,0.00186721496574,0.547028592279,0.341872496536,0.0141145392387,4.31680191634,4.13822208573,99.9999999997,6.51379535106e-10,1.65120110567e-09,1.55908815551e-05
10,0.00743858564881,0.00187008143308,0.54704873884,0.341873711828,0.0140641009477,4.31678323649,4.1382383955,100.0,2.69612548661e-10,1.65100024295e-09,2.09489961525e-05
11,0.00743858564893,0.00179523041148,0.547140649564,0.3420178038,0.014074057257,4.31689255821,4.13813106118,18836538.1041,1.65118284542e-09,1.65142022864e-09,1.16648174859e-05
12,0.00743858565242,0.00186567127344,0.547275281696,0.342109782389,0.0140165559254,4.31681557506,4.13819428774,2862112.98884,6.51178672387e-10,7.30154241162e-10,5.26839385816e-06
13,0.0074385856536,0.00185080557681,0.546425122561,0.341965102506,0.0140041602115,4.31688794531,4.138165908,99.9999999728,3.93690927811e-11,6.51379535106e-10,2.79295647111e-06
14,0.00743858565398,0.00183213406717,0.546422744865,0.341963069526,0.0139231075204,4.31681613867,4.13823203612,100.0,6.51379535106e-10,3.93690927811e-11,1.38377431485e-06
15,0.00743858565409,0.00187190908702,0.5471843177,0.34194751226,0.0142166791664,4.31687383805,4.13814797072,99.9999999986,3.93873530282e-11,6.51379535106e-10,3.34803800548e-06
16,0.00743858565822,0.00219847802479,0.546489510144,0.341935682538,0.0140092238129,4.31687039934,4.13818000938,99.9773126259,6.51178672387e-10,1.6509819827e-09,7.18874962129e-06
17,0.00743858565948,0.00186440748205,0.546326140207,0.342091393547,0.0139669462018,4.31692658502,4.13813177272,100.0,6.51397795353e-10,6.51343014612e-10,1.32605092328e-05
18,0.00743858566028,0.00186498860039,0.5463514724,0.341887559472,0.0140810793986,4.31684323197,4.13821169265,99.5614367516,1.65120110567e-09,3.9350832534e-11,1.87339099556e-05
19,0.00743858566043,0.00186315099817,0.546323540121,0.341979369281,0.0140491517678,4.31690720178,4.13815209177,100.0,6.51397795353e-10,9.60434217536e-10,1.63760632254e-05
20,0.0074385856609,0.00184449655729,0.546322487572,0.341944126982,0.0140062862845,4.31689725938,4.13816202663,100.0,3.94056132753e-11,6.51361274859e-10,9.43146716188e-06
21,0.00743858566096,0.00191639579951,0.546323377266,0.341954041913,0.0140146481244,4.31690434333,4.13815526779,100.0,6.51397795353e-10,6.51379535106e-10,1.07999178992e-06
22,0.00743858566102,0.00186366230736,0.546323041017,0.341945764543,0.0140330433723,4.31690221763,4.13815741238,100.0,6.51489096588e-10,3.94238735225e-11,9.76994726195e-06
23,0.00743858566103,0.00186082327652,0.546367779631,0.341907326165,0.014174747755,4.31687910479,4.13817763211,99.9999999996,6.51397795353e-10,6.51379535106e-10,5.64410292323e-05
24,0.00743858566114,0.00190887075423,0.546322562009,0.34194819562,0.0140522371987,4.31690117587,4.13815833735,100.0,1.65123762616e-09,6.51507356836e-10,5.86000013623e-06
25,0.00743858566115,0.00188736155468,0.546323082257,0.341944389402,0.0140438073486,4.31690209326,4.13815755442,100.0,8.81622990986e-10,6.5128823387e-10,1.3916902655e-05
26,0.00743858566118,0.00190415696616,0.546322982786,0.341942763377,0.0140106972825,4.31690294568,4.13815681002,99.9999983244,6.51196932635e-10,6.51379535106e-10,7.02987130274e-06
