,ssd,Km_g3p,Km_e4p,Km_f6p,Km_s7p,kcat1_f,kcat2_f,Keq,Ki1,Ki2,dKd
0,0.0,3.8e-05,9e-05,0.0012,0.000285,71.4,79.4,1.31,0.019,0.019,1299934.0
1,0.00743858564279,0.00185867449853,0.546832512825,0.341940887989,0.0140390313438,4.31679847319,4.13823186299,1.61278496919e-06,6.51361274859e-10,6.51397795353e-10,8.86042624674e-06
2,0.00743858564283,0.00182750635259,0.546689713193,0.34200735659,0.0140599180229,4.31679811325,4.13823665307,1.57629553176e-06,6.51397795353e-10,6.51269973623e-10,2.56746152931e-06
3,0.00743858564322,0.00181689045779,0.546654520506,0.341993046791,0.0139873369725,4.31683609381,4.13820350733,6.01302541262e-06,6.51324754364e-10,1.11188470711e-09,4.66726088437e-06
4,0.00743858564447,0.00186770906296,0.54693434879,0.341926838344,0.0140636253975,4.31678380583,4.13824144699,2.26937357795e-06,9.60452477783e-10,6.51379535106e-10,1.14370188008e-05
5,0.00743858564482,0.00185340648179,0.546657948064,0.341941891236,0.0140324311793,4.31680427185,4.13823370469,7.67736205398e-07,4.99929045529e-10,4.99874264788e-10,1.19067460728e-05
6,0.00743858564489,0.00183107710459,0.546706652098,0.341913857425,0.0140705238209,4.31681058038,4.13822650146,4.35976913604e-06,1.65118284542e-09,6.51379535106e-10,2.13312250949e-05
7,0.0074385856449,0.00185772908046,0.546710733315,0.341920201678,0.0140481187274,4.31679153614,4.13824369809,1.0121623641e-06,1.65120110567e-09,6.51598658071e-10,1.87246996211e-05
8,0.00743858564525,0.00184149987197,0.546741819058,0.341899603117,0.0140864391954,4.31680236202,4.13823291022,6.9985314236e-06,6.51379535106e-10,1.65120110567e-09,2.99152605297e-05
9,0.00743858564547,0.0018379422292,0.546652674973,0.341932620192,0.0140414475512,4.31679914593,4.13823883099,4.69629827817e-06,1.05248412325e-09,9.60379436795e-10,1.07485460094e-05
