frame	deltaG
1	6.2032
2	-2.9221
3	-11.1927
4	-25.3547
5	-29.0687
6	-30.4905
7	-25.5301
8	-14.5299
9	-20.0843
10	-27.886
11	-23.1966
12	-21.009
13	-22.8948
14	-21.421
15	-20.5599
16	-27.1401
17	-28.058
18	-24.857
19	-15.9677
20	-24.4724
21	-17.9832
22	-25.4447
23	-15.7914
24	-15.583
25	-10.6132
26	-22.4034
27	-24.9367
28	-20.2105
29	-27.405
30	-15.7018
31	-14.0964
32	-16.3438
33	-15.7688
34	-12.0745
35	-13.8951
36	-18.2324
37	-12.4488
38	-27.3492
39	-19.4251
40	-22.8778
41	-27.4171
42	-29.2036
43	-30.0676
44	-23.3057
45	-21.8635
46	-26.5654
47	-23.2483
48	-18.7609
49	-25.0211
50	-24.8402
51	-31.4718
52	-17.7845
53	-21.4415
54	-21.24
55	-29.9102
56	-19.364
57	-24.9044
58	-24.4698
59	-25.1656
60	-28.3207
61	-20.8473
62	-21.4735
63	-28.1848
64	-20.3353
65	-25.1232
66	-28.3128
67	-34.5442
68	-31.1565
69	-25.0547
70	-29.2234
71	-30.0412
72	-30.365
73	-22.5022
74	-28.2609
75	-22.9883
76	-23.4477
77	-20.3685
78	-21.1278
79	-22.3733
80	-23.5891
81	-26.7648
82	-25.6606
83	-24.078
84	-23.6399
85	-19.2371
86	-23.5446
87	-19.3648
88	-0.5454
89	-14.4586
90	-7.5085
91	-3.5207
92	-16.9539
93	-2.705
94	-2.7008
95	2.4423
96	12.1899
97	-9.4788
98	-15.9065
99	-4.9718
100	10.658
101	-10.7654
102	-8.2677
103	-21.7162
104	-5.4772
105	-12.5474
106	-6.3645
107	-9.4649
108	-26.807
109	-24.7477
110	-24.4814
111	-19.1615
112	-22.6607
113	-19.3086
114	-23.1549
115	-18.0627
116	-30.8578
117	-25.4995
118	-20.9139
119	-22.5256
120	-23.5391
121	-26.8221
122	-17.5787
123	-22.951
124	-25.2616
125	-25.4095
126	-29.6008
127	-21.1277
128	-20.1863
129	-19.8251
130	-19.2061
131	-21.8964
132	-19.3795
133	-28.1287
134	-15.0345
135	-27.1779
136	-23.0837
137	-23.4618
138	-16.2666
139	-19.4325
140	-20.1349171429
141	8.3475875759
