frame	deltaG
1	-3.0971
2	-34.8888
3	-27.0147
4	-23.7661
5	-10.0113
6	-14.0596
7	-4.6196
8	-1.3325
9	-23.0649
10	-22.0336
11	-14.5063
12	-17.2385
13	-19.9064
14	-14.5179
15	-22.5696
16	-21.9551
17	-16.1086
18	-15.2815
19	-12.3066
20	-23.8785
21	-14.6798
22	-8.7816
23	-27.1775
24	-26.4983
25	-22.1887
26	-28.4542
27	-11.5819
28	-13.8757
29	-20.8418
30	-22.8594
31	-32.2423
32	-13.7592
33	-19.343
34	-26.4759
35	-21.8175
36	-31.5793
37	-23.2897
38	-20.4012
39	-20.5974
40	-15.5285
41	-13.7275
42	-6.656
43	-12.3364
44	-22.5988
45	-14.6543
46	-11.4073
47	-18.2898
48	-26.8604
49	-9.5469
50	-8.3584
51	-14.2778
52	-13.3063
53	-5.6957
54	-8.9813
55	-6.3442
56	-8.9754
57	-14.0876
58	-16.1187
59	-21.855
60	-21.6946
61	-6.4273
62	-5.4243
63	-5.8605
64	-4.4732
65	-18.7182
66	-29.1072
67	-16.1614
68	-25.4121
69	-23.8907
70	-24.7627
71	-17.7083
72	-45.2849
73	-26.7434
74	-26.0517
75	-9.559
76	-22.8449
77	-32.9807
78	-34.9563
79	-24.0489
80	-30.9609
81	-22.8574
82	-31.8854
83	-25.6878
84	-9.095
85	-22.4318
86	-33.1851
87	-20.7775
88	-21.8243
89	-23.3012
90	-24.5396
91	-14.8872
92	-36.6756
93	-21.9501
94	-19.1732
95	-26.3369
96	-25.2043
97	-28.3821
98	-19.4946
99	-20.2617
100	-16.6096
101	-26.5413
102	-22.87
103	-17.2051
104	-22.4457
105	-18.9321
106	-29.5946
107	-25.8111
108	-34.2609
109	-31.2342
110	-14.4664
111	-28.262
112	-30.707
113	-27.4133
114	-31.8859
115	-19.3792
116	-27.0486
117	-22.3531
118	-18.2478
119	-10.5604
120	-17.0333
121	-8.6827
122	-2.5708
123	-2.3532
124	4.7033
125	-13.3026
126	-2.5491
127	3.3051
128	-12.7336
129	-13.7041
130	-15.6572
131	-4.0419
132	-17.7405
133	-21.8255
134	-12.4946
135	-17.5474
136	-9.4975
137	-16.8857
138	-15.0173
139	-11.9203
140	-18.7038078571
141	8.85380154371
