,ligand,mean,var_propagated,std_propagated,var,std,stderr,median,mad,std_prop %,std %
MG_2PG_cl102,2PG,-8.9866714286,77.3431573433,8.794495855,77.3431573433,8.794495855,1.1080023304,-10.7082,6.3483,97.8615489048,97.8615489048
MG_2PG_cl102_2,2PG,-14.4874714286,30.8558902789,5.5548078526,30.8558902789,5.5548078526,0.6998400076,-15.4512,3.2387,38.3421488004,38.3421488004
MG_2PG_cl102_3,2PG,-19.7647650794,68.5058483086,8.2768259803,68.5058483086,8.2768259803,1.0427820566,-20.3322,4.9632,41.8766726905,41.8766726905
MG_2PG_cl102_4,2PG,-3.8753111111,50.6459026648,7.1165934733,50.6459026648,7.1165934733,0.8966065006,-3.8917,5.0396,183.63928132,183.63928132
MG_2PG_cl102_5,2PG,-23.8986968254,41.140510273,6.414086862,41.140510273,6.414086862,0.8080989869,-24.0208,5.1042,26.8386469306,26.8386469306
MG_2PG_cl102_6,2PG,-13.7330857143,75.7487917009,8.7033781775,75.7487917009,8.7033781775,1.0965225821,-12.8357,6.3579,63.3752556315,63.3752556315
MG_2PG_cl102_7,2PG,-7.2949809524,56.3208245615,7.5047201521,56.3208245615,7.5047201521,0.9455058658,-7.9548,4.4869,102.875116482,102.875116482
MG_2PG_cl102_8,2PG,-19.301984127,27.6036174121,5.2539144847,27.6036174121,5.2539144847,0.6619310065,-20.138,3.956,27.2195565497,27.2195565497
MG_2PG_cl102_9,2PG,-4.5081984127,50.4617867916,7.103646021,50.4617867916,7.103646021,0.8949752749,-5.5357,5.3883,157.571725348,157.571725348
MG_2PG_cl102_10,2PG,-24.2800031746,31.5036377921,5.6128101511,31.5036377921,5.6128101511,0.7071476103,-24.9465,4.4385,23.1170074844,23.1170074844
MG_2PG_cl202,2PG,-13.791215873,42.4606569944,6.5161842358,42.4606569944,6.5161842358,0.8209620469,-14.7697,4.4646,47.2488016703,47.2488016703
MG_2PG_cl202_2,2PG,-31.2631873016,74.9460282284,8.6571374154,74.9460282284,8.6571374154,1.0906967937,-32.1817,5.3698,27.6911542379,27.6911542379
MG_2PG_cl202_3,2PG,-27.4682428571,38.005917779,6.1648939795,38.005917779,6.1648939795,0.7767036347,-27.803,3.9548,22.4437144072,22.4437144072
MG_2PG_cl202_4,2PG,-12.6112492063,79.6940695603,8.9271534971,79.6940695603,8.9271534971,1.1247156223,-13.0848,6.0802,70.7872261582,70.7872261582
MG_2PG_cl202_5,2PG,-27.8892253968,52.3668050355,7.2364912102,52.3668050355,7.2364912102,0.9117121956,-29.7205,4.3517,25.9472649643,25.9472649643
MG_2PG_cl202_6,2PG,-15.608231746,32.8704648238,5.7332769708,32.8704648238,5.7332769708,0.722325003,-16.0567,4.0409,36.7323926507,36.7323926507
MG_2PG_cl202_7,2PG,-26.2589428571,59.8973296821,7.7393365143,59.8973296821,7.7393365143,0.975064749,-26.8929,3.6953,29.4731458019,29.4731458019
MG_2PG_cl202_8,2PG,-15.7376396825,38.9393207713,6.2401378808,38.9393207713,6.2401378808,0.7861834752,-15.28,3.8339,39.6510404779,39.6510404779
MG_2PG_cl202_9,2PG,-23.2195460317,57.5848021301,7.5884650708,57.5848021301,7.5884650708,0.9560567338,-22.4402,5.6467,32.6813670706,32.6813670706
MG_2PG_cl202_10,2PG,-28.5621809524,34.9446477425,5.9113998124,34.9446477425,5.9113998124,0.7447663716,-28.6449,3.2005,20.6965981425,20.6965981425
MG_2PG_cl203,2PG,-2.7890142857,37.2579033654,6.1039252424,37.2579033654,6.1039252424,0.7690222958,-3.2973,3.2279,218.856004923,218.856004923
MG_2PG_cl203_2,2PG,-16.0421380952,40.4883476808,6.3630454722,40.4883476808,6.3630454722,0.8016683762,-17.2127,3.5418,39.6645723555,39.6645723555
MG_2PG_cl203_3,2PG,-11.4400825397,62.2635764646,7.8907272456,62.2635764646,7.8907272456,0.9941381883,-12.9669,5.1376,68.9743908599,68.9743908599
MG_2PG_cl203_4,2PG,-12.2488634921,66.8817448306,8.1781259975,66.8817448306,8.1781259975,1.0303470276,-12.3119,5.3047,66.766406555,66.766406555
MG_2PG_cl203_5,2PG,-13.9372238095,63.8436030986,7.9902192147,63.8436030986,7.9902192147,1.0066729982,-13.5725,5.2089,57.3300631738,57.3300631738
MG_2PG_cl203_6,2PG,-20.986847619,58.0973592336,7.6221623726,58.0973592336,7.6221623726,0.9603021948,-21.6761,4.5975,36.3187578759,36.3187578759
MG_2PG_cl203_7,2PG,-15.7232079365,45.4763429703,6.7436149779,45.4763429703,6.7436149779,0.8496156271,-16.3339,5.1017,42.8895617557,42.8895617557
MG_2PG_cl203_8,2PG,-10.0117666667,62.0551832448,7.8775112342,62.0551832448,7.8775112342,0.9924731274,-10.1387,4.4982,78.6825292325,78.6825292325
MG_2PG_cl203_9,2PG,-17.1184190476,60.0793398958,7.7510863688,60.0793398958,7.7510863688,0.9765450915,-17.1445,5.3955,45.2792185259,45.2792185259
MG_2PG_cl203_10,2PG,-8.7490968254,33.5198344073,5.7896316297,33.5198344073,5.7896316297,0.7294250226,-8.7746,3.8901,66.1740491072,66.1740491072
MG_2PG_cl103,2PG,-27.3732539683,44.9170891812,6.7020212758,44.9170891812,6.7020212758,0.8443753132,-26.9144,4.6701,24.4838311279,24.4838311279
MG_2PG_cl103_2,2PG,-26.9928253968,51.9826600663,7.2099001426,51.9826600663,7.2099001426,0.908362036,-29.3905,4.4824,26.7104315188,26.7104315188
MG_2PG_cl103_3,2PG,-12.2681222222,85.3377688706,9.2378443844,85.3377688706,9.2378443844,1.1638589948,-11.3346,5.9759,75.299578999,75.299578999
MG_2PG_cl103_4,2PG,-25.4725253968,51.1270925025,7.1503211468,51.1270925025,7.1503211468,0.900855788,-26.8561,4.9256,28.0707194729,28.0707194729
MG_2PG_cl103_5,2PG,-17.2745904762,44.6646376294,6.6831607514,44.6646376294,6.6831607514,0.8419991105,-16.6908,3.9417,38.6878100563,38.6878100563
MG_2PG_cl103_6,2PG,-15.5841333333,56.7436588279,7.5328386965,56.7436588279,7.5328386965,0.9490484694,-17.1126,4.7882,48.3365903988,48.3365903988
MG_2PG_cl103_7,2PG,-29.0217349206,38.7777451474,6.2271779441,38.7777451474,6.2271779441,0.7845506767,-30.1369,4.3588,21.4569458412,21.4569458412
MG_2PG_cl103_8,2PG,-28.9113285714,33.0019727874,5.7447343531,33.0019727874,5.7447343531,0.7237684974,-28.1815,3.8255,19.8701845849,19.8701845849
MG_2PG_cl103_9,2PG,-15.5816904762,83.4456909831,9.1348613007,83.4456909831,9.1348613007,1.1508843458,-15.3082,7.204,58.6256113524,58.6256113524
MG_2PG_cl103_10,2PG,-15.4453412698,63.2396562669,7.9523365288,63.2396562669,7.9523365288,1.0019002284,-14.7448,5.3668,51.4869590114,51.4869590114
MG_2PG_cl223,2PG,-16.6035190476,40.316153805,6.34950028,40.316153805,6.34950028,0.7999618424,-16.5566,4.2263,38.2418947558,38.2418947558
