frame	deltaG
1	-22.9974
2	-34.4519
3	-34.6416
4	-25.5993
5	-24.6498
6	-28.6057
7	-29.4942
8	-29.5921
9	-30.7453
10	-23.6091
11	-15.4404
12	-28.7068
13	-30.1924
14	-42.4146
15	-30.0099
16	-23.6301
17	-25.5622
18	-20.2517
19	-33.1984
20	-36.2209
21	-32.6205
22	-14.7092
23	-19.8732
24	-38.2452
25	-33.6791
26	-31.8036
27	-25.1559
28	-25.574
29	-29.1653
30	-23.1224
31	-40.5693
32	-37.1692
33	-29.1425
34	-26.8407
35	-30.4885
36	-32.4075
37	-2.6087
38	-26.0888
39	-23.7642
40	-26.7524
41	-34.4918
42	-32.396
43	-30.2092
44	-37.482
45	-34.0086
46	-19.08
47	-30.0922
48	-19.9506
49	-17.2191
50	-31.3709
51	-26.6427
52	-24.4548
53	-25.7669
54	-41.3634
55	-27.6752
56	-26.6463
57	-23.9525
58	-18.6437
59	-30.361
60	-31.6117
61	-15.4687
62	-35.4971
63	-31.6158
64	-22.1745
65	-22.3938
66	-18.6348
67	-21.5588
68	-18.8309
69	-29.8753
70	-36.1134
71	-39.3149
72	-20.1065
73	-21.8448
74	-28.5291
75	-30.4307
76	-15.041
77	-8.7089
78	-30.9497
79	-36.714
80	-34.1716
81	-33.3008
82	-25.0752
83	-31.2215
84	-17.6334
85	-32.3155
86	-31.5576
87	-34.837
88	-28.8538
89	-19.8666
90	3.4778
91	6.4003
92	1.7756
93	11.0386
94	5.9796
95	9.1408
96	5.192
97	5.2308
98	0.8116
99	2.1493
100	11.7747
101	-7.2994
102	4.9226
103	11.3637
104	4.6791
105	11.7222
106	16.9981
107	29.6802
108	16.701
109	12.3225
110	28.3959
111	16.323
112	22.237
113	2.2384
114	18.5648
115	20.2192
116	8.2548
117	26.7449
118	9.7034
119	23.327
120	9.7753
121	2.4778
122	11.7609
123	-23.1823
124	11.8324
125	10.7937
126	2.4194
127	24.0753
128	8.7301
129	3.3492
130	13.5554
131	-15.0974
132	-33.8511
133	-20.3985
134	-7.7689
135	-9.4962
136	-19.1547
137	-19.0485
138	-41.331
139	-15.9621
140	-40.2347
141	-16.1609621429
143	19.0055737517
