	2pg	pep
0	4.14645925483e-05	0.000215201235376
1	4.14803180994e-05	0.000215252660979
2	4.14725247319e-05	0.000215242403052
3	4.1474335671e-05	0.000215285378405
4	4.14818688895e-05	0.000215290899034
5	4.15031100453e-05	0.000215377718715
6	4.14667606028e-05	0.000215217993866
7	4.14625909876e-05	0.000215188526888
8	4.14747475363e-05	0.000215253939674
9	4.14645646898e-05	0.000215198332637
10	4.1457724142e-05	0.000215165588878
11	4.15032038968e-05	0.000215380456423
12	4.14623565845e-05	0.000215189630672
13	4.14629526182e-05	0.000215192722988
14	4.14686077954e-05	0.000215202068683
15	4.14656514654e-05	0.000215216583226
16	4.14789421002e-05	0.000215275709476
17	4.15264036327e-05	0.00021552203485
18	4.14610473166e-05	0.000215182835585
19	4.1465582826e-05	0.000215206374845
20	4.14625631493e-05	0.00021519070759
21	4.14895770251e-05	0.00021531389799
22	4.1483874197e-05	0.000215292225443
23	4.1476811667e-05	0.000215264652548
24	4.14743087048e-05	0.000215268766669
25	4.14585045634e-05	0.000215167774941
26	4.14660002087e-05	0.00021520106223
27	4.14623633785e-05	0.000215202627452
28	4.14703603057e-05	0.000215228473142
29	4.14640946762e-05	0.000215198651361
30	4.14705422599e-05	0.000215225363797
31	4.14687120661e-05	0.00021521490778
32	4.14673943492e-05	0.000215215776616
33	4.14762793471e-05	0.000215226858197
34	4.14718143611e-05	0.000215238605707
35	4.14707256194e-05	0.000215191386159
36	4.14645848192e-05	0.000215201195203
37	4.14799463095e-05	0.000215273941219
38	4.14661758085e-05	0.000215209730593
39	4.14640680818e-05	0.000215192407735
40	4.14889093135e-05	0.000215327438543
41	4.14768404918e-05	0.000215235516954
42	4.14605231426e-05	0.000215180115026
43	4.14846046087e-05	0.000215305097911
44	4.14665867221e-05	0.000215199659966
45	4.14603546761e-05	0.000215179127115
46	4.14671835284e-05	0.00021521468239
47	4.14643396576e-05	0.00021519834126
48	4.14682873156e-05	0.00021521349648
49	4.14653565895e-05	0.00021519176015
50	4.14770976831e-05	0.000215274303637
51	4.14762050315e-05	0.000215261509978
52	4.14639423315e-05	0.000215184127876
53	4.14701454741e-05	0.000215235345796
54	4.14714415514e-05	0.000215239395567
55	4.14621710639e-05	0.000215163312218
56	4.14645590222e-05	0.000215201061341
57	4.14798513212e-05	0.000215274292026
58	4.14642361948e-05	0.000215199385483
59	4.14569857932e-05	0.000215178586157
60	4.14706631663e-05	0.000215232741855
61	4.14668618225e-05	0.000215213012847
62	4.14610028532e-05	0.000215182604805
63	4.14824762646e-05	0.000215294051814
64	4.1465454785e-05	0.000215205708274
65	4.14618931233e-05	0.000215174461848
66	4.14578047831e-05	0.000215174042295
67	4.14761990336e-05	0.000215261086644
68	4.14575357831e-05	0.000215164610709
69	4.14688751951e-05	0.000215223462245
70	4.14674116068e-05	0.000215215866067
71	4.14703099295e-05	0.000215179302913
72	4.14682044156e-05	0.000215220755987
73	4.14762178231e-05	0.00021526156952
74	4.14611895716e-05	0.000215183573897
75	4.14703375026e-05	0.00021519443752
76	4.14623897478e-05	0.000215193220981
77	4.14697344067e-05	0.000215226755875
78	4.14779737238e-05	0.000215270683682
79	4.15232878346e-05	0.000215505863855
80	4.14671663137e-05	0.000215223638511
81	4.1479946299e-05	0.000215280921548
82	4.14837546498e-05	0.000215300686527
83	4.15014106308e-05	0.000215392321148
84	4.14843224589e-05	0.000215277086041
85	4.14657938068e-05	0.000215175523365
86	4.14780396329e-05	0.000215246167828
87	4.14727957122e-05	0.000215228909524
88	4.14668981465e-05	0.000215213201364
89	4.14858733243e-05	0.000215308118906
90	4.14658243329e-05	0.000215207628249
91	4.14703981665e-05	0.000215231366506
92	4.14682331273e-05	0.000215220129862
93	4.14771673026e-05	0.000215260779209
94	4.14656784814e-05	0.000215206871308
95	4.14654357504e-05	0.000215205611467
96	4.14775057404e-05	0.000215268254791
97	4.14762595274e-05	0.000215261786865
98	4.14839068901e-05	0.000215301477178
99	4.14646603335e-05	0.000215201587127
