	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
58	-3.95088082801e-12	-3.99116091739e-12	-5.58197932321e-12	-4.71265387825e-12	-3.80433878844e-12	-3.84590276292e-12
59	-2.8668546893e-12	-2.86622190825e-12	-3.08415749536e-12	-3.20902332485e-12	-2.42519199167e-12	-2.72848410532e-12
60	-1.25957713227e-12	-1.29869210411e-12	-4.72581609262e-13	-1.27047504461e-12	-1.38302119323e-12	-1.8919778938e-12
61	-8.30459622782e-13	-8.28671387152e-13	-3.2160949251e-13	-3.36813649887e-12	-7.7479689331e-13	-7.9011797105e-13
62	8.60830504101e-14	8.64297782649e-14	8.18962953009e-14	-3.73051416147e-13	4.16073425713e-15	8.27792695501e-14
63	-1.97501029745e-12	-1.97450394793e-12	-1.93678406646e-12	-4.85323239929e-12	-1.93434894838e-12	-1.93435545359e-12
64	-1.99772303192e-12	-1.99649693479e-12	-1.9044366778e-12	-2.31247443069e-12	-1.9047064273e-12	-1.93630354806e-12
65	5.20911853691e-12	5.23773570089e-12	4.16538331605e-12	3.71490338491e-12	4.89606185455e-12	4.8962964759e-12
66	-6.44331396099e-12	-6.43717793913e-12	-6.14004203384e-12	-9.71180427745e-12	-7.23076459819e-12	-7.28254175714e-12
67	2.09753786876e-12	2.09778846854e-12	2.01905159258e-12	2.10432149136e-12	2.02951544459e-12	2.05358213073e-12
68	-4.75936868041e-12	-4.75931242387e-12	-6.22006526146e-12	-5.01797561836e-12	-4.70764508105e-12	-4.67383944047e-12
69	-2.45604906313e-12	-2.47116884518e-12	-2.33330889332e-12	-4.49213734786e-12	-2.409964589e-12	-2.43984346615e-12
70	-4.43642003559e-13	-4.43059543047e-13	5.89195359169e-13	-4.0740327778e-13	-4.14192985465e-13	-4.14195153869e-13
71	6.10205657704e-12	6.10511077456e-12	5.54367662886e-12	1.05980849097e-12	5.67304449944e-12	5.6730523057e-12
72	-2.68524155548e-12	-2.68195432225e-12	-2.98680524757e-12	-8.65213109491e-12	-2.52938750674e-12	-2.52675658174e-12
73	5.81270498585e-12	5.88098460989e-12	5.32585000407e-12	5.63392258193e-12	5.6085362049e-12	5.42910161272e-12
74	-7.35194511606e-14	-6.75063303868e-14	-7.01001756642e-14	-3.07184833126e-13	-6.94166946147e-14	-6.98885394002e-14
75	3.94521580389e-13	-6.02017350901e-14	-4.07187304707e-14	-9.4555526603e-13	3.67055344452e-13	3.72078236277e-13
76	-6.93688365078e-12	-6.9356692427e-12	-6.50937333549e-12	-7.45901344162e-12	-6.51312597605e-12	-6.7948598137e-12
77	3.18614378587e-12	3.19032886047e-12	2.89739846698e-12	1.1865161631e-12	2.97165243801e-12	2.99935770665e-12
78	1.39537673408e-13	9.95440437978e-14	-1.23348553593e-12	-7.23320882356e-12	1.3286512732e-13	1.31287558949e-13
79	4.55183037529e-14	-1.18870028838e-13	2.66382749192e-12	-4.50764425786e-13	2.66507649282e-12	2.57993626462e-12
80	5.63475300626e-12	5.63661801695e-12	3.26727533917e-12	5.55394749288e-12	5.48548186041e-12	5.39423540558e-12
81	6.1655607784e-12	6.18184157835e-12	5.6263882442e-12	3.00852094973e-12	5.90466976529e-12	5.75345326936e-12
82	4.38295761989e-12	4.38256765947e-12	2.92182597561e-12	2.82952827835e-12	4.10560474506e-12	4.1782263413e-12
83	1.34262059478e-12	1.35480830114e-12	3.21651039137e-12	3.26087420954e-12	1.27172534656e-12	1.28004876664e-12
84	1.38649183958e-12	1.80358901642e-12	8.92258489316e-13	1.34138533614e-12	1.20393365416e-12	1.76769709981e-12
85	3.02491449315e-12	3.04130223609e-12	2.93812370267e-12	5.18288190143e-12	2.95009416201e-12	2.95010543772e-12
86	5.89445563214e-12	5.91088370741e-12	5.52158319067e-12	5.97125127122e-12	5.59559776986e-12	5.59563506641e-12
87	3.70809896596e-12	3.51423260609e-12	3.32045502205e-12	1.89273922056e-12	3.53353197396e-12	3.53349988158e-12
88	1.55146274788e-13	1.55296755273e-13	-2.88801556454e-12	-6.73922723182e-12	1.51007136483e-13	1.5155498384e-13
89	-1.43135112459e-12	-1.42580278096e-12	-1.68746397064e-12	-2.69221103744e-12	-1.36504110966e-12	-6.80289158339e-13
90	-1.01322648324e-12	-1.32567269879e-12	-5.87113690997e-13	-1.73419265059e-12	-5.86896850563e-13	-8.28379032036e-13
91	-8.10056394792e-13	-8.03099774183e-13	1.64218465215e-13	-1.84247062052e-12	-7.93143328792e-13	-8.52651282912e-13
92	1.43357581936e-12	1.43379730831e-12	8.24517537579e-13	4.29042218419e-13	1.37200461495e-12	1.38977197806e-12
93	3.52351126249e-12	3.52436818878e-12	3.23583390985e-12	3.9993702794e-12	3.25184323913e-12	3.36666805545e-12
94	-3.12567076984e-13	-3.11928420919e-13	-3.99624777714e-13	-3.06514796183e-13	-2.99838929727e-13	-3.06400304434e-13
95	-7.22566437564e-12	-7.49459435484e-12	-4.42696573844e-12	-9.411587178e-12	-7.01329619379e-12	-6.86770085245e-12
96	2.8600394351e-12	2.87427265148e-12	2.75142408857e-12	2.41972978113e-12	2.77361467127e-12	2.81907830413e-12
97	4.93503881423e-12	4.93478692696e-12	4.7783860202e-12	7.38680817902e-12	4.78039873311e-12	4.79738471171e-12
98	-3.45799966081e-12	-3.35376363725e-12	-1.96678654266e-12	-4.42535591505e-12	-3.18189918858e-12	-3.40511993602e-12
99	3.01309541553e-13	3.04233905863e-13	2.79814799803e-13	-4.304437232e-12	2.84665737163e-13	2.86094065105e-13
