ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0001,330,5.19,3.6000000000000004e-9
5.09896253629351e-9,0.004914854351381918,1.361017997293278e-7,3.328820841325804e-9,6.246592259129613e-10
5.098962546334501e-9,0.004915182000070264,4.484361811178546e-8,1.1158053714557186e-8,2.927162415432789e-9
5.098962547240186e-9,0.004915200150278705,2.495796431475989e-8,1.0697142165852302e-8,2.927254324389739e-9
5.098962549503287e-9,0.004915188399993715,1.2389562291928363e-7,8.855019051559807e-9,6.246822031521989e-10
5.098962550880969e-9,0.004914449048366376,2.6566812211416563e-7,1.4870057657915852e-9,2.927265813009358e-9
5.098962551387611e-9,0.004915252468319013,5.602588992064049e-8,1.1158224847200675e-8,6.243605218028728e-10
5.0989625545993735e-9,0.004915191326892348,1.9720182604721753e-7,8.394432654877549e-9,2.9274840967821144e-9
5.098962559157246e-9,0.004915330952575867,1.0369965573111338e-7,1.0236744015077882e-8,6.246707145325801e-10
5.09896256614967e-9,0.004915368528285555,1.6996065107488184e-7,3.559353625367816e-9,6.24452430759823e-10
5.098962567077253e-9,0.004915305365472359,3.6143474475962153e-8,2.407452101084496e-7,2.927369210585927e-9
5.098962568898859e-9,0.00491532899663449,2.4201628176259954e-7,8.855292863789386e-9,1.678131179097336e-9
5.098962569072227e-9,0.004915384537750359,1.8949558097753624e-7,8.164567288145139e-9,1.6781196904777171e-9
5.0989625744288665e-9,0.004915477122856065,1.2803373768595824e-7,2.8676457483499494e-8,3.0557878518228226e-8
5.09896257636337e-9,0.004915393341295817,2.5927353032205824e-7,3.0988527950073016e-9,2.927277301628976e-9
5.098962577990808e-9,0.004915500472098527,1.5045223087575077e-7,2.3822519636677443e-8,1.5493851122013046e-8
5.0989625786593775e-9,0.004915416045939429,2.6058029162055446e-7,1.717367417190109e-9,5.229826445627279e-9
5.098962579283369e-9,0.004915419489392634,2.6346533628163865e-7,2.408127219363054e-9,5.22952774151719e-9
5.09896258199284e-9,0.0049155397565921535,1.474660393796512e-7,8.625324817470884e-9,1.678131179097336e-9
5.098962585390439e-9,0.004915442236726707,2.968020377617601e-7,5.861481285354712e-9,6.24843043826862e-10
5.09896258768501e-9,0.004915555664928,2.0138011016322044e-7,4.2502161071268536e-9,6.246707145325801e-10
5.0989625882942805e-9,0.004915571240766145,1.3122875123261826e-7,9.566275410443249e-8,9.14787426114715e-8
5.098962588716367e-9,0.0049155898233408605,1.294416113689129e-7,7.056435504423399e-8,6.615010461926998e-8
5.098962590415767e-9,0.004915603184885804,1.4571545155680118e-7,5.398610267881897e-8,5.003240996333691e-8
5.098962592116684e-9,0.00491562838446835,1.4065855766327304e-7,7.934462335711846e-9,3.980691811715257e-9
5.098962593317605e-9,0.004915638016506898,1.2847175929147686e-7,3.880834852791259e-8,4.2071416952973436e-8
5.0989625933617345e-9,0.004915515943582213,2.989349578649236e-7,3.789133425778482e-9,6.248660210660995e-10
5.098962593397975e-9,0.0049156387420143345,1.2807242566134047e-7,3.949897142397074e-8,4.2070980385427923e-8
5.098962593477497e-9,0.0049156394948707705,1.2801603009971915e-7,3.85781751224219e-8,4.207119866920068e-8
5.098962593764952e-9,0.004915635733990275,1.281346433670754e-7,5.997263058676999e-8,5.694014930428876e-8
5.098962594022148e-9,0.004915641024314118,1.282590271027099e-7,5.168356430048769e-8,4.773004463725251e-8
5.098962595108362e-9,0.004915479201976361,3.417336770463876e-7,5.862165815928662e-9,1.6783264856308554e-9
5.098962595502173e-9,0.0049156393371464595,1.2805669898212232e-7,7.864272281985447e-8,8.351750834009602e-8
5.098962596220922e-9,0.004915653078419661,1.2799964885992018e-7,6.275500778417586e-8,6.509685094985837e-8
5.0989625968183676e-9,0.0049156413720990695,1.4028389063186653e-7,8.829458679928514e-8,8.457099178190001e-8
5.098962597301702e-9,0.0049156687433385676,1.2805861098802945e-7,4.06502662830329e-8,4.437377079043822e-8
5.098962597468922e-9,0.004915617715254899,2.280590003713521e-7,4.940719210334567e-9,1.678004804281529e-9
5.098962597687178e-9,0.004915670841337534,1.2811481707158787e-7,4.318289250053311e-8,4.667613611652262e-8
5.098962597950951e-9,0.004915574948019291,2.813923381175052e-7,2.1778340210219252e-9,6.24452430759823e-10
5.098962598163933e-9,0.004915598425753263,2.585100370803654e-7,1.9473183502442624e-9,6.24900486924956e-10
5.098962598272941e-9,0.004915621012327258,2.2675802676641263e-7,5.030173665738353e-8,6.247741121091493e-10
5.098962598607364e-9,0.004915570917755213,2.9093996545270784e-7,1.7169909253744363e-9,6.248775096857184e-10
5.098962599278834e-9,0.004915678743165597,1.2806362354405626e-7,5.607806233933886e-8,6.04920858318307e-8
5.098962599456673e-9,0.0049156669185043385,1.320271601137144e-7,8.186701584253812e-8,8.582054000611831e-8
5.0989625996214296e-9,0.004915679507988915,1.2802844952547632e-7,6.137341972677257e-8,6.509704625639188e-8
5.0989625996825185e-9,0.004915648801743534,1.9883504082275924e-7,4.479506468177145e-8,4.897894949877216e-8
5.098962599886335e-9,0.004915547792901944,3.2197740231574495e-7,3.348347075947728e-9,7.532421544104057e-9
5.0989626004209244e-9,0.004915617493074769,2.5673643628551596e-7,1.8295927821363416e-8,1.3190750524273043e-8
5.098962604394053e-9,0.004915582488347245,3.2552873797227e-7,1.9478488614390738e-9,6.243490331832539e-10
5.098962607080305e-9,0.004915573801109576,3.5205387534502236e-7,1.2492682974587501e-10,5.229837934246898e-9
5.0989626084022595e-9,0.004915656745150751,2.8259147587629163e-7,2.1999272452961617e-8,2.595291809366705e-8
5.098962610056534e-9,0.004915609851604305,3.4261190786778706e-7,2.638488870761578e-9,6.244639193794419e-10
5.098962610272819e-9,0.004915620909870153,3.342684997485114e-7,9.545881533318844e-9,6.2828848085053775e-9
5.098962612153586e-9,0.004915640635275273,3.295298428742116e-7,1.668421769826249e-8,1.3191072205622368e-8
5.098962614555651e-9,0.004915727066625631,1.303918610794812e-7,1.5370709629091404e-7,1.5720027576448207e-7
5.098962616156519e-9,0.0049156251179162825,3.7061755792268686e-7,1.1177254797156484e-8,1.4440275771252101e-8
