,ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0,0.0001,330.0,5.19,3.6e-09
1,5.09896253738e-09,0.00491457829481,1.52292751877e-07,4.25057548568e-09,6.24349033183e-10
2,5.09896254271e-09,0.00491450131206,1.9910086132e-07,7.96314416676e-10,2.92724283577e-09
3,5.09896254342e-09,0.00491510575743,9.69966625538e-08,7.95388589075e-09,2.92744963092e-09
4,5.09896255467e-09,0.00491431267625,2.41224694092e-07,5.63228333593e-09,2.92674882513e-09
5,5.0989625552e-09,0.0049152383369,1.62426021454e-07,1.00063652504e-08,6.24854532446e-10
6,5.09896255922e-09,0.00491533233988,1.02898904212e-07,6.78338994909e-09,2.92684073408e-09
7,5.09896255982e-09,0.0049152979659,1.64450405078e-07,6.3223757208e-09,6.24475407999e-10
8,5.09896256312e-09,0.00491530455743,2.01179849076e-07,4.71051157832e-09,6.2475113487e-10
9,5.09896256381e-09,0.00491539114577,8.74750626143e-08,7.0131184097e-09,6.24578805576e-10
10,5.09896257501e-09,0.00491548016746,1.39242346946e-07,7.01342644846e-09,6.24337544564e-10
11,5.09896257753e-09,0.00491540494535,2.59881341497e-07,1.9476777288e-09,5.22942434394e-09
12,5.09896258212e-09,0.00491542158539,2.85604952213e-07,2.17492818874e-08,6.24888998305e-10
13,5.09896258709e-09,0.00491543761922,3.13458261906e-07,1.27697124979e-08,8.58585903143e-09
14,5.09896258777e-09,0.00491548666493,2.78448968664e-07,2.42760211419e-09,7.53239856686e-09
15,5.09896258852e-09,0.00491552058294,2.52211872397e-07,4.94068498381e-09,1.67771758879e-09
16,5.09896258923e-09,0.00491560015022,1.28098315255e-07,5.72094031322e-08,5.46373703879e-08
17,5.09896259087e-09,0.00491562043275,1.31948061635e-07,2.52039536747e-08,2.24013951564e-08
18,5.0989625934e-09,0.00491563845808,1.28055286509e-07,3.99594893676e-08,4.43737822791e-08
19,5.09896259349e-09,0.00491549488838,3.17781066108e-07,2.86847403034e-09,6.24877509686e-10
20,5.09896259351e-09,0.00491563979736,1.28354300118e-07,4.10913264451e-08,3.85192966075e-08
21,5.09896259357e-09,0.00491563768199,1.28003007789e-07,4.70973121346e-08,5.12811080297e-08
22,5.09896259357e-09,0.00491551317948,3.02953150243e-07,4.25062682547e-09,1.67833797425e-09
23,5.0989625936e-09,0.00491564000038,1.28029069636e-07,4.01895429802e-08,4.43733686888e-08
24,5.09896259373e-09,0.0049156402756,1.28060092362e-07,4.68476809476e-08,4.31244523386e-08
25,5.0989625944e-09,0.00491564060482,1.28059351675e-07,5.76896013298e-08,6.04918905253e-08
26,5.09896259504e-09,0.00491562651501,1.85975061344e-07,1.66840979054e-08,1.31910377398e-08
27,5.09896259507e-09,0.00491564468182,1.29046773536e-07,5.97616582639e-08,6.27944511579e-08
28,5.09896259621e-09,0.00491558916912,2.50228777766e-07,5.6320095237e-09,1.67821159943e-09
29,5.09896259661e-09,0.00491564265624,1.3319675652e-07,8.89850899025e-08,8.45709802933e-08
30,5.09896259736e-09,0.004915669,1.28046897799e-07,4.15714561897e-08,4.43737593018e-08
