ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0001,330,5.19,3.6000000000000004e-9
5.098962531284828e-9,0.00491468536932538,5.679002049763574e-9,4.250318786712946e-9,9.626198293321144e15
5.0989625314381195e-9,0.004914660081637855,3.469618935593065e-9,4.250284560184248e-9,1.491167613557966e7
5.098962532230717e-9,0.004914839648448494,1.1364825309790445e-8,8.85536131684678e-9,3.184929362491889e16
5.098962532751699e-9,0.004914572516184919,7.761538213482268e-9,1.346066054594585e-8,4.8799455279268056e7
5.0989625332256295e-9,0.0049145477835682485,4.2704738062280794e-9,7.960919442395013e-10,4.069315186981902e9
5.098962534192444e-9,0.004914924901596352,1.8624177755555138e-8,1.3460130034751037e-8,4.774299516815357e7
5.098962536252079e-9,0.0049144765142160665,6.86193771164681e-8,6.553079637480746e-9,6590.127149560844
5.098962536257026e-9,0.004914989984978828,1.1640326413202494e-8,4.250079201012063e-9,4.326734063603588e11
5.0989625363402375e-9,0.004914828634065729,1.442335780776568e-7,4.24971982246074e-9,1.1440958287303634e7
5.098962536471601e-9,0.004914442879323778,3.37942737766725e-9,1.9477632951173304e-9,4.897670935105789e9
5.098962536774179e-9,0.004914951442987507,9.533516387102392e-8,4.2499765214259705e-9,7.846255322627959e10
5.098962538586402e-9,0.004914392378365653,8.01518043855057e-9,4.250301673448597e-9,2.527113646183638e12
5.098962539113598e-9,0.004914380793001366,3.1377050452812746e-9,6.552788711986817e-9,5.225112928097443e14
5.098962539287372e-9,0.004914393184198918,5.904944304568221e-8,1.1388038874140038e-8,733390.6926202832
5.098962539468391e-9,0.004914399178712072,7.624202790986712e-8,6.552737372193771e-9,1.9088644630545458e8
5.098962540952632e-9,0.004915095158254516,1.689508708020157e-8,8.85525863726069e-9,6.462820054596466e11
5.098962542300218e-9,0.004915112044825325,4.229005670905198e-8,2.7275942155726495e-8,2.836413004717971e13
5.098962542638964e-9,0.004915116729391862,3.500484912034484e-8,4.109146335120802e-8,4.544457458073982e10
5.098962545603086e-9,0.0049142652493183465,2.810085416885241e-8,1.392092179060548e-8,4.465452538826251e6
5.0989625460064e-9,0.004914256424481869,8.203969490282223e-9,1.3460523639831059e-8,3.9688007776368904e16
5.0989625469143826e-9,0.004914357837961262,8.46244168342585e-8,1.585234020694332e-7,6.063820211341643e8
5.0989625480040276e-9,0.00491424106908913,6.832470427814935e-8,1.7605236472247868e-8,1.0590658051434688e7
5.098962553165008e-9,0.004915049016575171,2.643659944155705e-7,1.1157848355385e-8,1.0680153751201265e9
5.0989625536991214e-9,0.004915026660258612,2.777139660324654e-7,7.934342542861406e-9,1.970302677087746e7
