ssd,Km_2pg,kcat_f,Keq,dKd
0,0.0001,330,5.19,3.6000000000000004e-9
5.098962533397237e-9,0.004914596842835639,7.536715601776395e-8,53.60776913798105,2.9270590178562198e-9
5.098962533423754e-9,0.0049148157694648515,8.772234871161565e-8,99.78717948645325,6.243834990421103e-10
5.09896253594376e-9,0.00491496403728323,5.554280698671584e-8,2.917844319638614e7,1.6776946115518215e-9
5.0989625362232675e-9,0.004914954637711181,7.675932024677891e-8,99.76247567656942,6.247741121091493e-10
5.0989625378688466e-9,0.004915026929344039,2.88344443271688e-8,99.71915861477825,1.6778899180853413e-9
5.098962545531696e-9,0.0049143209594748865,1.2793543302188592e-7,28.7075816170622,6.246822031521989e-10
5.098962545831645e-9,0.004914664973381874,2.6358165858696203e-7,99.83628378741439,2.9275989829783024e-9
5.09896254614857e-9,0.0049151188444941174,1.385669265525366e-7,975987.4220059311,1.678004804281529e-9
5.098962548002835e-9,0.004914710389824833,2.8364020250371663e-7,67.77021856943543,2.240137217919215e-8
5.098962548955138e-9,0.004915051677898481,2.2136949458702776e-7,99.6574398986101,2.927254324389739e-9
5.0989625542313915e-9,0.0049152587674116625,1.2104461540840214e-7,5374.034867998549,1.677740566030297e-9
5.098962555520755e-9,0.00491439279616296,2.860046647997065e-7,99.58260511188895,2.927254324389739e-9
5.098962556061685e-9,0.0049152845419059635,1.1849296601157579e-7,404.8778106377864,2.9275645171194465e-9
5.098962560965777e-9,0.004915140542035884,2.9106176539657597e-7,99.70702467491583,2.9270590178562198e-9
5.098962562294521e-9,0.004915336676810972,1.290649289799286e-7,51.97408831633248,8.35177381124884e-8
5.0989625642271545e-9,0.004914393904475079,3.521730914971241e-7,87.37739602945267,5.229918354584229e-9
5.098962564679841e-9,0.004915314756140398,2.09702813497808e-7,10.041466727331033,2.927127949573932e-9
5.098962569129626e-9,0.004915302689525872,2.647280697684354e-7,7733.262194785261,6.243834990421103e-10
5.098962578133381e-9,0.004914218656692213,3.7818894628744054e-7,99.53847178649717,2.9274496309232585e-9
5.098962580261772e-9,0.004915531938586471,1.3351668161648733e-7,61.40660208102441,2.927127949573932e-9
5.098962585185894e-9,0.004915589600320474,9.615486319627521e-8,55.514878009692616,2.927277301628976e-9
