Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	haldaneRatio_1	4.591882429849647e-13	2.1085384249561902e-25	5.488054455327074e-12	1.0574286041092627e-10	5.19	5.189999999994512
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
1	absRateFor	9.525713551283843e-13	9.073921866111265e-25	7.242419997055549e-10	2.1946727263804695e-10	330	329.99999999927576
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
10	customRatio_1	2.7107205369247822e-12	7.34800582930578e-24	2.2476565194597144e-20	6.243490331832539e-10	3.6000000000000004e-9	3.600000000022477e-9
