Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	haldaneRatio_1	1.645705793862362e-11	2.7083475599521473e-22	1.9666934747419873e-10	3.789390124743713e-9	5.19	5.189999999803331
1	relRateFor_2pg	0.00001612857251176436	2.6013085126724093e-10	3.3760655501202663e-6	0.003713672105132293	0.09090909090909091	0.09090571484354079
1	relRateFor_2pg	0.00001312160696875786	1.7217656944255483e-10	4.133368438491436e-6	0.0030213160175579417	0.13680688860321005	0.13680275523477156
1	relRateFor_2pg	8.931723528005087e-6	7.977568518071963e-11	4.128798617331064e-6	0.002056584197063967	0.20076000891310186	0.20075588011448453
1	relRateFor_2pg	3.4292449736517128e-6	1.1759721089315536e-11	2.2483919501214977e-6	0.0007896097182347056	0.2847472489508013	0.28474500055885116
1	relRateFor_2pg	3.261040445179386e-6	1.0634384785095769e-11	2.9048980940138414e-6	0.0007508851308009645	0.3868631798468568	0.3868660847449508
1	relRateFor_2pg	0.000010673497064461746	1.139235395850735e-10	0.000012288468619336967	0.0024576937238673935	0.5	0.5000122884686193
1	relRateFor_2pg	0.00001808608020012481	3.271062970053467e-10	0.000025534454321962663	0.004164560581369901	0.6131368201531432	0.6131623546074652
1	relRateFor_2pg	0.000024776697072237397	6.138847178094172e-10	0.00004080665770256342	0.005705208074027601	0.7152527510491988	0.7152935577069014
1	relRateFor_2pg	0.000030279602729207933	9.168543414386565e-10	0.000055726043261650204	0.006972379245671571	0.7992399910868982	0.7992957171301599
1	relRateFor_2pg	0.00003446990490867108	1.1881743444128265e-9	0.00006851426055809462	0.007937303907259774	0.8631931113967899	0.863261625657348
1	relRateFor_2pg	0.00003747722080665872	1.4045420793910532e-9	0.0000784529213025964	0.008629821343285604	0.9090909090909091	0.9091693620122117
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
10	customRatio_1	5.286437954055145e-12	2.794642624207475e-23	4.3823201672446853e-20	1.217311157567968e-9	3.6000000000000004e-9	3.599999999956177e-9
