frame	deltaG
1	-41.1922
2	-60.5416
3	-69.1987
4	-59.6416
5	-57.5761
6	-70.5767
7	-59.8225
8	-69.1411
9	-60.5502
10	-54.3567
11	-51.6587
12	-43.7376
13	-58.1434
14	-68.811
15	-49.0612
16	-57.7339
17	-58.3041
18	-50.3632
19	-48.3209
20	-57.6208
21	-57.6947
22	-64.9836
23	-54.1597
24	-58.2648
25	-53.2896
26	-47.1108
27	-46.6214
28	-52.3274
29	-58.2333
30	-42.2431
31	-56.2505
32	-53.7793
33	-45.2401
34	-55.2285
35	-53.1304
36	-50.5096
37	-56.3008
38	-43.6826
39	-51.5725
40	-47.2857
41	-49.5857
42	-52.1492
43	-51.3145
44	-35.4601
45	-53.2919
46	-48.3613
47	-46.3707
48	-46.4304
49	-40.7452
50	-57.6929
51	-50.8997
52	-59.8346
53	-40.3502
54	-51.468
55	-50.727
56	-56.551
57	-45.0373
58	-52.701
59	-48.4779
60	-34.2069
61	-41.5372
62	-43.383
63	-43.5927
64	-43.6941
65	-34.8662
66	-59.5981
67	-40.5652
68	-66.0848
69	-45.7265
70	-46.7994
71	-56.3515
72	-31.6162
73	-51.7621
74	-34.6465
75	-46.0918
76	-46.103
77	-50.3101
78	-33.5085
79	-43.6244
80	-42.0621
81	-50.1398
82	-49.7408
83	-55.5731
84	-40.3418
85	-44.6999
86	-46.7757
87	-40.2059
88	-51.0266
89	-46.7669
90	-52.1884
91	-46.6913
92	-39.2052
93	-56.5133
94	-43.7347
95	-40.3188
96	-48.9982
97	-60.8929
98	-45.2899
99	-50.8619
100	-36.3029
101	-36.8189
102	-48.0454
103	-48.3937
104	-43.5476
105	-54.7027
106	-50.7566
107	-44.8189
108	-49.5607
109	-47.1551
110	-37.6381
111	-40.5752
112	-63.3745
113	-57.4043
114	-43.5818
115	-47.441
116	-41.8017
117	-45.1241
118	-37.6446
119	-43.6655
120	-44.0779
121	-54.4918
122	-46.3849
123	-50.282
124	-49.0976
125	-46.1136
126	-57.179
127	-43.0074
128	-51.261
129	-43.2868
130	-60.8228
131	-46.0442
132	-59.8342
133	-46.4263
134	-50.185
135	-47.6646
136	-46.0684
137	-51.7046
138	-41.0792
139	-50.7547
140	-50.2241
141	-47.9604
142	-55.7783
143	-68.9812
144	-86.8835
145	-78.4945
146	-59.0712
147	-67.2812
148	-73.6653
149	-61.2574
150	-54.0243
151	-66.7575
152	-74.0408
153	-53.841
154	-51.7976
155	-69.9659
156	-72.3584
157	-65.2607
158	-46.4091
159	-78.3494
160	-60.3708
161	-61.409
162	-59.3964
163	-68.1858
164	-53.1144
165	-66.9115
166	-57.1713
167	-59.1576
168	-66.3829
169	-58.1854
170	-71.4435
171	-64.3713
172	-59.7977
173	-58.0403
174	-70.4268
175	-62.844
176	-62.5261
177	-63.1192
178	-58.617
179	-62.3135
180	-71.1253
181	-55.8612
182	-61.1074
183	-51.0343
184	-59.4796
185	-67.8969
186	-59.8266
187	-73.7476
188	-48.6887
189	-61.34
190	-47.884
191	-45.2917
192	-64.391
193	-56.3315
194	-56.1802
195	-70.5849
196	-56.8608
197	-65.2644
198	-64.6038
199	-72.1007
200	-57.2225
201	-54.3192
202	-59.5087
203	-63.6145
204	-51.3768
205	-40.7586
206	-50.2782
207	-51.1321
208	-61.8064
209	-52.7748
210	-53.4377528571
211	9.81779851013
