	all	dKd	Keq	Kd	Km1	Km2	Km3	kcat
0	0.184809111243	0.21214459934	0.221167748195	0.227137325142	0.217088205453	0.199218555782	0.192493227267	0.221436838599
1	0.193535346858	0.205508510624	0.225339087194	0.226502709766	0.217886953447	0.192919459447	0.19241579759	0.226240882956
2	0.178593480171	0.204071891718	0.223990735133	0.230726296459	0.212594710725	0.199129315983	0.198419807788	0.230636798819
3	0.182939611236	0.202763316351	0.220458461837	0.222552449774	0.218699734325	0.203428618452	0.198611799695	0.225581282811
4	0.196120579268	0.199129315983	0.219513995701	0.227277424056	0.211905869479	0.205377682578	0.195277703775	0.228798336656
5	0.198786706162	0.211390963645	0.217035546765	0.227408252101	0.214496181261	0.205648609538	0.191025321363	0.23003120231
6	0.189589732836	0.203847107437	0.226240882956	0.229561634891	0.217169159184	0.190825092465	0.199847110246	0.23003120231
7	0.197124318175	0.196890551736	0.226463576357	0.226419530878	0.221841838338	0.198280693674	0.191960644217	0.224236326382
8	0.182915322682	0.20775685788	0.225332282623	0.228677843897	0.210366400992	0.196794246032	0.189193724647	0.231235394054
9	0.193631318273	0.201201745043	0.220059788476	0.228126046365	0.214262140699	0.198068911899	0.192326557791	0.229418438813
10	0.184555902123	0.203364398702	0.223515081956	0.224853114306	0.212320539684	0.197044349245	0.201377685388	0.228170717927
11	0.186637602051	0.214392968744	0.22487690089	0.230852978029	0.213273419476	0.199233573466	0.196809263717	0.226892186024
12	0.186331607595	0.205211013102	0.219701682368	0.230852978029	0.213976196056	0.192658258383	0.19492106107	0.224661033755
13	0.180199262227	0.203214697467	0.226649232405	0.228126046365	0.222112765298	0.198649146501	0.190802355826	0.227535398162
14	0.188233020442	0.20729597984	0.219319969408	0.224884267339	0.212379684868	0.206542344146	0.193938086663	0.224236326382
15	0.182190796803	0.211354575531	0.217449092691	0.224442088433	0.216817278494	0.19814059476	0.194382011399	0.229418438813
16	0.175783538278	0.203977935482	0.219722280135	0.226243590533	0.218428807366	0.19995136773	0.202551617824	0.224913171461
17	0.191066909609	0.207400237324	0.219579405996	0.225394968225	0.222017778683	0.194209013622	0.200383217349	0.23003120231
18	0.198610765817	0.208871667281	0.22025216975	0.227408252101	0.211778685766	0.199308137277	0.199847110246	0.226240882956
19	0.189309535008	0.202506505525	0.222593457189	0.230997223418	0.214839836049	0.20483582866	0.20166866197	0.225332282623
20	0.191412058683	0.203531068178	0.219201188569	0.225584023894	0.21672229188	0.200126323274	0.199730315085	0.231235394054
21	0.190745123534	0.208826554982	0.214851107551	0.223566327458	0.21641552349	0.202470664094	0.194244855053	0.226892186024
22	0.183838107859	0.209055893695	0.216112346039	0.230008502196	0.216275424576	0.193103497238	0.198163898513	0.228170717927
23	0.172430081126	0.201358395455	0.225339087194	0.229402888608	0.215250861922	0.207531065369	0.205928807366	0.232412215421
24	0.181548150208	0.206483198962	0.222855500252	0.228301986709	0.221746851724	0.20187795106	0.191593745843	0.226892186024
25	0.189662133465	0.206080459157	0.220184468382	0.225430809656	0.216546351535	0.201693724647	0.197612773726	0.223550516207
26	0.195365550327	0.201995235988	0.224669282495	0.226961384797	0.222830559561	0.203879999567	0.195618179835	0.222151028008
27	0.193834684209	0.207911036256	0.221900286588	0.229561634891	0.215982474147	0.204894973843	0.203078454058	0.222151028008
28	0.190335805332	0.199870413999	0.222263536104	0.223277426865	0.212650611827	0.198413048088	0.195507064381	0.226649232405
29	0.191713021011	0.210813268296	0.223990735133	0.223688452739	0.221427396792	0.202506505525	0.202646604439	0.224913171461
