frame	deltaG
1	-33.0892
2	-58.3513
3	-50.2506
4	-50.6284
5	-52.5889
6	-56.5921
7	-71.4593
8	-43.0873
9	-61.7761
10	-63.819
11	-62.8032
12	-60.1858
13	-67.3875
14	-72.0041
15	-66.5278
16	-65.5945
17	-42.0443
18	-56.2526
19	-63.1598
20	-74.9813
21	-54.7074
22	-64.131
23	-61.1688
24	-50.5343
25	-47.4801
26	-62.6363
27	-56.1182
28	-56.8591
29	-55.7899
30	-54.8838
31	-65.5073
32	-46.7462
33	-51.8689
34	-49.4592
35	-40.6042
36	-40.8105
37	-50.7284
38	-50.651
39	-41.402
40	-21.1206
41	-15.982
42	-45.0737
43	-29.7561
44	-29.4955
45	-35.8393
46	-40.4801
47	-52.9552
48	-42.3029
49	-44.2845
50	-54.2384
51	-62.9791
52	-53.1228
53	-53.8611
54	-50.3735
55	-39.8968
56	-50.4815
57	-43.2089
58	-58.462
59	-46.9754
60	-38.499
61	-48.4874
62	-56.1947
63	-46.3983
64	-53.0808
65	-51.4583
66	-43.2754
67	-55.3986
68	-59.1748
69	-49.5318
70	-36.9328
71	-51.1998714286
73	11.4054797905
