frame	deltaG
1	-38.6443
2	-18.7204
3	-48.0352
4	-46.4046
5	-54.4433
6	-61.2538
7	-51.0651
8	-52.699
9	-49.5995
10	-58.8392
11	-64.8195
12	-43.079
13	-64.635
14	-54.9576
15	-59.2451
16	-68.4982
17	-57.7195
18	-70.0993
19	-76.4327
20	-75.2004
21	-51.689
22	-53.2584
23	-60.4189
24	-56.3972
25	-58.3547
26	-51.2143
27	-52.0965
28	-50.3073
29	-72.5785
30	-66.3604
31	-61.9775
32	-57.6592
33	-66.6715
34	-64.9368
35	-76.0303
36	-64.0331
37	-73.6294
38	-72.301
39	-66.7155
40	-68.5435
41	-64.028
42	-51.1117
43	-57.0149
44	-55.7368
45	-44.2025
46	-61.832
47	-62.7352
48	-54.4881
49	-61.3692
50	-42.9887
51	-44.5431
52	-53.1907
53	-72.3743
54	-40.8803
55	-53.049
56	-55.4367
57	-61.3889
58	-53.7511
59	-72.9107
60	-53.1165
61	-54.8899
62	-46.7746
63	-49.8451
64	-41.878
65	-54.9863
66	-52.4502
67	-67.8371
68	-44.1254
69	-58.6929
70	-50.4192
71	-57.1087257143
73	10.4527809236
