frame	deltaG
1	-40.5804
2	-38.8631
3	-65.4829
4	-80.5396
5	-66.2242
6	-75.681
7	-76.3393
8	-74.6384
9	-80.0598
10	-64.4361
11	-59.7888
12	-43.1999
13	-47.0923
14	-54.234
15	-39.5323
16	-45.8504
17	-57.5802
18	-50.6351
19	-64.5193
20	-73.4804
21	-70.2877
22	-61.2438
23	-69.4218
24	-60.2813
25	-66.9661
26	-77.021
27	-73.239
28	-79.2569
29	-74.1217
30	-61.4786
31	-64.8823
32	-58.3081
33	-59.6944
34	-49.4309
35	-51.5268
36	-41.7097
37	-61.5767
38	-72.885
39	-66.1834
40	-68.727
41	-56.5783
42	-53.2186
43	-43.1133
44	-49.0608
45	-51.2704
46	-60.0339
47	-48.9311
48	-46.5638
49	-51.9853
50	-51.8069
51	-55.5373
52	-38.4804
53	-60.8909
54	-49.9534
55	-52.6956
56	-48.6629
57	-51.321
58	-42.5497
59	-56.0313
60	-43.1456
61	-53.9458
62	-52.3466
63	-55.0675
64	-48.1169
65	-56.6191
66	-50.0883
67	-56.5722
68	-60.3012
69	-62.1303
70	-49.7963
71	-57.7687771429
73	11.1202653167
