frame	deltaG
1	-65.7587
2	-66.2341
3	-59.578
4	-44.6938
5	-53.6721
6	-57.0333
7	-57.7203
8	-61.9659
9	-54.5815
10	-57.4394
11	-61.8828
12	-53.4716
13	-42.2031
14	-54.5445
15	-66.5613
16	-62.2568
17	-71.6166
18	-53.9955
19	-49.2541
20	-45.9699
21	-42.1648
22	-42.1108
23	-46.9942
24	-38.3459
25	-53.8166
26	-40.2699
27	-37.7965
28	-51.627
29	-43.4403
30	-47.3128
31	-48.1374
32	-43.7182
33	-36.2557
34	-48.4069
35	-49.4266
36	-52.8876
37	-52.9144
38	-52.2499
39	-51.0613
40	-54.7946
41	-49.8252
42	-58.05
43	-38.4878
44	-64.8808
45	-47.8462
46	-69.9325
47	-57.1801
48	-60.5737
49	-62.9123
50	-55.2703
51	-56.4787
52	-67.7319
53	-58.57
54	-57.8921
55	-49.5948
56	-57.6255
57	-44.4965
58	-64.3213
59	-58.0741
60	-58.8405
61	-62.7841
62	-66.9536
63	-68.0006
64	-63.4039
65	-45.0882
66	-50.6249
67	-46.3369
68	-34.7741
69	-50.0646
70	-48.7055
71	-53.5640771429
73	8.87752980248
