frame	deltaG
1	-45.2181
2	-44.9898
3	-66.7325
4	-57.6995
5	-63.3229
6	-61.1961
7	-61.2898
8	-56.1306
9	-56.3863
10	-55.0699
11	-61.6985
12	-55.3819
13	-58.8849
14	-53.4836
15	-47.279
16	-51.7539
17	-57.6177
18	-51.4678
19	-53.5065
20	-64.8377
21	-65.64
22	-62.3071
23	-63.2003
24	-58.5831
25	-57.0437
26	-59.8734
27	-61.1808
28	-56.4012
29	-34.5948
30	-52.991
31	-48.4771
32	-56.5715
33	-41.9366
34	-61.0899
35	-40.3816
36	-47.3042
37	-65.6419
38	-54.5872
39	-41.0575
40	-50.4245
41	-45.8834
42	-56.519
43	-51.7346
44	-56.7544
45	-66.8949
46	-69.6621
47	-68.6341
48	-65.7174
49	-54.0081
50	-58.1628
51	-59.2893
52	-65.3023
53	-58.2777
54	-54.3888
55	-58.4332
56	-43.7229
57	-42.3603
58	-56.6298
59	-48.5033
60	-58.8848
61	-52.3998
62	-42.6656
63	-43.2279
64	-56.4981
65	-44.3257
66	-49.9995
67	-53.3958
68	-48.0325
69	-49.0385
70	-44.7505
71	-54.6761642857
73	7.81721210251
