	13dpg	g3p	nad	nadh	pi
0	0.000270569767717	0.00249110653012	0.0238996098027	9.53117612672e-06	7.40982660291e-05
1	0.00026950356364	0.00249059056693	0.0238985139911	1.05563279389e-05	7.43445070165e-05
2	0.000269715496346	0.0024888587984	0.0238987160631	1.12439437998e-05	7.60509185416e-05
3	0.000270521734449	0.00249102505819	0.0238995320173	1.04674346566e-05	7.39535940219e-05
4	0.00027011634708	0.0024911838651	0.0238991602778	1.06193640107e-05	7.37807468267e-05
5	0.000270344356139	0.00249009958783	0.0238993606699	1.05953500772e-05	7.50625906564e-05
6	0.000269748355897	0.00249080630028	0.0238987837737	1.10599454968e-05	7.4088800102e-05
7	0.000269954871722	0.0024911593321	0.0238989567744	1.03247851445e-05	7.37617849996e-05
8	0.000270650150447	0.00249083131467	0.0238996821085	9.59512857495e-06	7.40481908934e-05
9	0.000270299274593	0.00249176108139	0.0238993094955	9.34083201981e-06	7.31228827371e-05
10	0.000270334815942	0.00248986086748	0.0238993355708	1.2233351624e-05	7.50795133059e-05
11	0.000270082082379	0.00249130925698	0.0238990828936	8.31988634077e-06	7.35920511304e-05
12	0.000269580313868	0.0024883132247	0.0238985910694	1.36943818486e-05	7.67176327076e-05
13	0.000270313538236	0.00249100611363	0.0238993159224	1.0448317331e-05	7.39350750788e-05
14	0.000270056423648	0.00249096414186	0.0238990587973	9.20580413413e-06	7.3911552868e-05
15	0.000270905515464	0.00249219502276	0.0238999275857	1.1160680453e-05	7.28095931294e-05
16	0.000269914082332	0.00249164878328	0.0238989179802	1.154053292e-05	7.33069459292e-05
17	0.000269922004096	0.00249104555131	0.0238989223226	8.75082785391e-06	7.38938102678e-05
18	0.00027040893446	0.00248964001618	0.0238994102478	1.21679988458e-05	7.56223340124e-05
19	0.000269652725035	0.00249071439347	0.0238986529516	1.20640796616e-05	7.42559818442e-05
20	0.000270603375805	0.0024910796622	0.0238996164601	1.2460680222e-05	7.38068704323e-05
21	0.000270660364166	0.00249033844725	0.0238996651817	1.07369676298e-05	7.46387891304e-05
22	0.000270589401124	0.00249459879137	0.0238995897941	1.11452902356e-05	7.04653380279e-05
23	0.000269819391948	0.00248931313986	0.0238988195983	1.12401582839e-05	7.56299902017e-05
