	13dpg	g3p	nad	nadh	pi
0	0.000228503199973	0.00244866403435	0.0238576261102	5.18543077258e-05	0.000116685631904
1	0.000228391158255	0.00244861559564	0.0238580089722	5.16233036695e-05	0.000116365425959
2	0.000229015424762	0.0024500567513	0.0238581282424	5.20415677586e-05	0.000114882242457
3	0.000228319217422	0.00244854778456	0.0238576330669	5.21731850915e-05	0.000116320939348
4	0.000229137523515	0.00244796872837	0.0238582577629	5.14692693564e-05	0.000117099033419
5	0.000228873468419	0.00244893089362	0.0238590766389	5.19884462224e-05	0.000116017713178
6	0.000229003214695	0.00244902317889	0.0238588445118	5.19299318426e-05	0.000116463717824
7	0.000229060175271	0.00244925604323	0.0238585372026	5.21942148305e-05	0.000116210677243
8	0.000228628846913	0.00244870080767	0.0238583605898	5.18961670585e-05	0.000116411556575
9	0.000228510320215	0.00244901629126	0.0238577905088	5.14373675337e-05	0.000116388665622
10	0.000230552445752	0.00244855212228	0.0238602755047	5.22909765285e-05	0.000116823033584
11	0.000227705692852	0.00244903784289	0.0238577909333	5.20896091907e-05	0.000115993005219
12	0.000227178953326	0.00244984930276	0.023856655784	5.14322353631e-05	0.000115020161408
13	0.00022841831784	0.00244938640252	0.023857694964	5.20045760017e-05	0.000115632016664
14	0.000228500236886	0.00244940918561	0.0238576979797	5.16622877801e-05	0.000116323939665
15	0.000228766313939	0.00244880194135	0.0238578505291	5.149005298e-05	0.000116471226353
16	0.000227250515856	0.00244998045893	0.0238577265432	5.15738712154e-05	0.000115688391405
17	0.000228339192007	0.00244883701162	0.0238574459855	5.16715427082e-05	0.000116211475239
18	0.000228116740953	0.00244893946716	0.023857446494	5.17176574538e-05	0.000116340947707
19	0.000229589045173	0.00244872975495	0.0238590766508	5.21090487677e-05	0.000116389052293
20	0.000228971697101	0.00244816824359	0.0238581411183	5.16216469779e-05	0.000116873719993
21	0.000227648535013	0.00244884929187	0.023857318189	5.18621033942e-05	0.000116008357252
22	0.000227269184763	0.0024489185797	0.0238579768837	5.1444547961e-05	0.000116272914341
23	0.00022836798637	0.00244874866505	0.0238583450657	5.16126322841e-05	0.000116634645544
24	0.000228777415347	0.00244820888894	0.0238583305966	5.20946842249e-05	0.000116789057316
25	0.00022789502742	0.00244906845484	0.0238571580036	5.15110441606e-05	0.000115946854492
26	0.00022860537317	0.0024485975436	0.0238581682252	5.16271932102e-05	0.000116607216347
27	0.000229470941961	0.00244790037014	0.023858595581	5.18946968351e-05	0.000117327041926
28	0.000227953585364	0.00244871772383	0.0238571221375	5.16386034199e-05	0.000116403148792
29	0.000227451549056	0.00244995385918	0.0238572271702	5.16292575991e-05	0.000115639612014
30	0.000229331821913	0.00244779917302	0.0238588187009	5.18974731245e-05	0.000117246133726
31	0.000229018023561	0.00244824072721	0.0238582664165	5.18802588871e-05	0.000116632937911
32	0.00022838047463	0.0024493138003	0.023857981399	5.15992799545e-05	0.000115855636685
33	0.00022758612513	0.00244929400484	0.0238577376735	5.18216750437e-05	0.000115712463438
34	0.000228654794628	0.00244875931327	0.0238580340339	5.16594441981e-05	0.000116218495901
35	0.000228714484566	0.00244856665077	0.0238584524682	5.20266142323e-05	0.000116527829827
36	0.000228531534301	0.00244797453185	0.0238576505915	5.12628171001e-05	0.000116942399029
37	0.000228616148167	0.00244969866267	0.0238589233929	5.19689740782e-05	0.000115361368074
38	0.000228918303206	0.00244843418113	0.0238580930748	5.14979378888e-05	0.000116427091107
39	0.0002277236302	0.0024486738112	0.0238572325115	5.15808778954e-05	0.000116484786373
40	0.000229469961938	0.0024486268476	0.0238584864901	5.20975096624e-05	0.000116441909799
41	0.000228528232481	0.00244888669728	0.0238587600821	5.1757044913e-05	0.000116232230786
42	0.000228869537248	0.00244920101687	0.0238582351051	5.20059152598e-05	0.000115792913486
43	0.000228930390464	0.00244901221785	0.0238581456343	5.18069139472e-05	0.000116117615767
44	0.000228656905442	0.00244961208911	0.0238580741201	5.19301880395e-05	0.000115488447287
45	0.000228712143979	0.00244895573135	0.0238587572165	5.16802113569e-05	0.000116469885089
46	0.000227783236606	0.00244861341754	0.0238571109542	5.15504610521e-05	0.000116304450155
47	0.000227199639811	0.00244933746762	0.0238571162909	5.15603576325e-05	0.000116041318962
48	0.000228025399793	0.00244884434641	0.0238581073286	5.16443009775e-05	0.000116159165778
49	0.000228335421936	0.00245081093123	0.0238576382655	5.21142036081e-05	0.000115549915399
50	0.000228326088066	0.00244900354204	0.0238580249243	5.17594894755e-05	0.0001160105827
51	0.000228811866745	0.00244865745188	0.023858119978	5.17974895415e-05	0.000116261426768
52	0.000227417274376	0.00244857108438	0.0238571113836	5.1464613345e-05	0.000116792336299
53	0.000228399873586	0.00244877123527	0.023858181391	5.18571509335e-05	0.000116429864918
54	0.000228853927361	0.00244847136333	0.0238581191213	5.15145040552e-05	0.000116562887399
55	0.000228361985893	0.00244813646427	0.0238579972854	5.1625824497e-05	0.000117267241203
56	0.000228585852169	0.00244862217625	0.0238577159717	5.17311235585e-05	0.000116605737998
57	0.000226549114994	0.00244893050975	0.0238562871882	5.1548240779e-05	0.000116157694389
58	0.000227801097702	0.00244942050373	0.0238575796038	5.1861062141e-05	0.000116045135989
59	0.0002288904329	0.00244826943923	0.0238580490654	5.17452960867e-05	0.000116737134289
60	0.000227962689721	0.00244890889929	0.0238578853375	5.15934280289e-05	0.000116180732076
61	0.000225286588543	0.00244894339667	0.0238552681149	5.13329792237e-05	0.000116219928782
62	0.000228050145932	0.00244899123241	0.0238571589609	5.20718557205e-05	0.000116011708559
63	0.000228221520613	0.00244946966686	0.023857594348	5.18654705183e-05	0.00011578339247
64	0.000228249246863	0.00244870853369	0.0238577803392	5.13056211514e-05	0.000116813401816
65	0.000228688527323	0.00244842043063	0.0238577854016	5.19450298074e-05	0.000116623277848
66	0.000229201234563	0.00244880204439	0.0238589026281	5.1854284626e-05	0.000116684780382
67	0.000229298822552	0.00244781811701	0.0238591865577	5.2025361972e-05	0.000117107929976
68	0.000228541293327	0.00244891622629	0.0238583601085	5.19297709409e-05	0.000116036193627
69	0.000225256498074	0.0024492141901	0.0238563903531	5.17783775618e-05	0.000115838970883
70	0.00022760540401	0.00245002045065	0.0238572878162	5.12774657431e-05	0.000115271580957
71	0.00022845198196	0.00244840625075	0.0238578822647	5.21057284803e-05	0.000116463976691
72	0.000228932340432	0.00244930073391	0.023858075969	5.19499911588e-05	0.000116038441589
73	0.000227222518906	0.00244934426298	0.0238570280623	5.17607056036e-05	0.000115838831864
74	0.000226650330623	0.00244916567688	0.0238562512484	5.1650229718e-05	0.000116043356075
75	0.000228447892177	0.00244877073723	0.0238584271856	5.21927230371e-05	0.000116215736894
76	0.000228291637238	0.00244873407686	0.0238579315516	5.18702597896e-05	0.000116275778957
77	0.000228902918754	0.00244872511157	0.0238582702591	5.17964772974e-05	0.000116713042475
78	0.000229093504386	0.00244933487884	0.0238584819507	5.1991350495e-05	0.000116166827588
79	0.000228910221765	0.0024483816706	0.0238582291191	5.16842008215e-05	0.000116501650833
80	0.000227159174437	0.00244915851801	0.0238568445824	5.18377646782e-05	0.000115980645255
81	0.000228742115647	0.00244890979182	0.0238584313003	5.19684982455e-05	0.000116308047409
82	0.000228722745224	0.00244941503453	0.0238580190925	5.16914585313e-05	0.000116339855108
83	0.000228941611749	0.00244990987185	0.023858491422	5.2079735399e-05	0.000115716586558
84	0.00022801217324	0.00244836071195	0.0238579488779	5.14701466961e-05	0.000116554623214
85	0.000229173521504	0.00244876870856	0.0238587460915	5.20504374425e-05	0.000116376782084
86	0.000228977630884	0.00244886279868	0.023858673428	5.20842182155e-05	0.000116243669971
87	0.000228173710945	0.00244838218477	0.0238580638653	5.16188051203e-05	0.000116745756607
88	0.000227898132272	0.00244889579421	0.0238581575922	5.1671571488e-05	0.000116314060136
89	0.000229676378829	0.00244819730329	0.02385920599	5.17547795628e-05	0.000116711782391
90	0.000228192842951	0.00244833033146	0.0238578343497	5.13414372075e-05	0.000116814914521
91	0.000228938346333	0.0024480605601	0.0238582237737	5.15254288257e-05	0.000116933011123
92	0.000226993783734	0.00244887062917	0.0238565041234	5.17692693467e-05	0.000116161795853
93	0.000229199770014	0.00244801208305	0.0238582264141	5.16984117632e-05	0.000116921989219
94	0.000227885943056	0.00244856793379	0.0238570476023	5.11385685626e-05	0.000116634534245
95	0.000229955168743	0.00244835190099	0.0238589704934	5.19854440221e-05	0.000116610030415
96	0.000228337861457	0.00244841619989	0.0238582141712	5.16134262554e-05	0.00011663051773
97	0.000229018024375	0.00244799755448	0.0238582925943	5.17469284999e-05	0.000116975151382
98	0.000228909823958	0.00244852032214	0.0238579776365	5.15585105963e-05	0.000116765779908
99	0.000228357749618	0.0024485927233	0.0238577276144	5.17458789078e-05	0.00011661848785
