frame	deltaG
1	-61.9971
2	-54.8533
3	-55.5416
4	-54.8276
5	-60.1922
6	-64.3603
7	-52.6426
8	-59.0566
9	-65.8316
10	-65.6438
11	-59.1543
12	-61.4303
13	-56.8027
14	-62.412
15	-65.9882
16	-51.5447
17	-71.3542
18	-48.3978
19	-48.7129
20	-65.0653
21	-63.5301
22	-72.5713
23	-64.8361
24	-73.4765
25	-57.7607
26	-51.6906
27	-59.197
28	-57.5193
29	-54.6609
30	-47.7368
31	-52.0234
32	-59.008
33	-58.0853
34	-55.2528
35	-51.1907
36	-60.0461
37	-74.3555
38	-64.9145
39	-62.6013
40	-62.5021
41	-61.529
42	-56.2153
43	-63.2647
44	-50.655
45	-54.0549
46	-51.5103
47	-65.9094
48	-56.7725
49	-71.8825
50	-58.5759
51	-47.7965
52	-63.6283
53	-59.8402
54	-50.4388
55	-62.7741
56	-63.474
57	-52.319
58	-66.1919
59	-48.173
60	-63.2791
61	-68.3267
62	-60.697
63	-59.5007
64	-48.5649
65	-57.9298
66	-66.24
67	-67.1599
68	-63.4316
69	-60.3224
70	-60.4139
71	-67.0272
72	-49.0381
73	-66.2277
74	-58.8869
75	-64.6903
76	-56.7573
77	-60.6541
78	-63.7907
79	-56.7289
80	-59.7247
81	-60.8377
82	-63.3845
83	-55.2158
84	-67.7357
85	-55.1778
86	-60.9287
87	-48.9869
88	-52.5653
89	-61.0458
90	-66.2888
91	-60.6846
92	-68.4261
93	-58.7189
94	-64.9291
95	-54.4193
96	-53.6333
97	-65.9193
98	-66.8346
99	-72.137
100	-59.8975
101	-68.1968
102	-71.9842
103	-49.6893
104	-58.619
105	-72.7262
106	-72.6594
107	-55.7305
108	-67.2461
109	-61.9047
110	-62.3474
111	-60.0789
112	-52.6187
113	-56.2645
114	-69.2812
115	-61.624
116	-62.146
117	-61.2536
118	-69.45
119	-65.9659
120	-60.5447
121	-64.6234
122	-60.871
123	-59.9736
124	-63.9079
125	-53.9881
126	-71.5227
127	-60.1248
128	-63.42
129	-63.6382
130	-68.6186
131	-57.3849
132	-52.9022
133	-60.3134
134	-65.0762
135	-66.2912
136	-67.3576
137	-75.0368
138	-61.7981
139	-66.5755
140	-59.9145
141	-60.8185842857
143	6.41424291049
