frame	deltaG
1	-33.0892
2	-62.8032
3	-54.7074
4	-65.5073
5	-15.982
6	-62.9791
7	-48.4874
8	-40.4202
9	-41.1729
10	-63.1723
11	-30.659
12	-36.5356
13	-31.1594
14	-52.6564
15	-41.5453
16	-63.9293
17	-58.0562
18	-63.4786
19	-64.7585
20	-68.3336
21	-66.4099
22	-44.969
23	-72.4596
24	-55.8684
25	-45.1254
26	-42.6825
27	-56.3942
28	-54.9445
29	-57.4758
30	-60.3832
31	-37.1427
32	-48.5061
33	-38.0187
34	-29.9595
35	-32.2892
36	-22.4645
37	-43.5715
38	-40.7119
39	-27.5144
40	-49.8753
41	-22.9208
42	-33.0612
43	-43.0275
44	-45.0384
45	-57.5812
46	-43.9779
47	-42.1884
48	-49.1873
49	-65.6317
50	-60.1847
51	-50.402
52	-65.8388
53	-64.8674
54	-55.0788
55	-46.4379
56	-62.6038
57	-31.8669
58	-50.0097
59	-45.7919
60	-48.0943
61	-34.9737
62	-47.8025
63	-55.2047
64	-30.8554
65	-56.0033
66	-44.5836
67	-50.0839
68	-48.7439
69	-32.5363
70	-57.9072
71	-34.1688
72	-41.4506
73	-39.331
74	-52.3229
75	-35.2313
76	-48.4003
77	-32.3888
78	-39.2748
79	-55.8478
80	-39.9809
81	-42.018
82	-50.4665
83	-50.91
84	-30.0111
85	-55.2914
86	-45.3552
87	-43.3936
88	-41.2401
89	-49.935
90	-42.0903
91	-49.394
92	-49.9233
93	-48.5012
94	-58.2482
95	-61.0475
96	-62.5834
97	-58.3295
98	-45.2224
99	-42.7908
100	-46.1033
101	-37.1927
102	-54.9059
103	-36.1217
104	-41.2231
105	-43.914
106	-46.8085
107	-41.4392
108	-54.6041
109	-31.4928
110	-39.6059
111	-29.8671
112	-44.5702
113	-34.3169
114	-41.4218
115	-37.1665
116	-32.7538
117	-33.1586
118	-40.1532
119	-41.4423
120	-43.5251
121	-45.4664
122	-60.7501
123	-51.0816
124	-53.4934
125	-48.5684
126	-61.356
127	-41.9978
128	-56.7081
129	-61.1163
130	-64.3142
131	-53.7507
132	-53.442
133	-50.5322
134	-46.8149
135	-46.2911
136	-52.5396
137	-48.1235
138	-44.8772
139	-34.3444
140	-47.0382064286
141	10.9439902264
