frame	deltaG
1	-42.3257
2	-48.1968
3	-43.854
4	-46.781
5	-58.5483
6	-52.6112
7	-37.5759
8	-41.4662
9	-51.0135
10	-41.3008
11	-58.1489
12	-57.1848
13	-53.0371
14	-58.4883
15	-59.0392
16	-45.8566
17	-50.6467
18	-56.0162
19	-58.0157
20	-65.2958
21	-54.1928
22	-47.5575
23	-59.1203
24	-64.393
25	-52.6985
26	-70.37
27	-60.5851
28	-55.3582
29	-60.5592
30	-57.2273
31	-57.8945
32	-49.4868
33	-55.6973
34	-52.8434
35	-56.3274
36	-53.9144
37	-51.3144
38	-61.6559
39	-62.3288
40	-64.1201
41	-49.7491
42	-41.9119
43	-47.2906
44	-38.728
45	-35.0276
46	-37.6739
47	-50.0341
48	-49.637
49	-45.5649
50	-62.2411
51	-55.7397
52	-49.0954
53	-47.5813
54	-50.7419
55	-54.1536
56	-55.5727
57	-49.5679
58	-20.5259
59	-61.409
60	-48.7709
61	-49.8263
62	-41.2806
63	-44.3222
64	-31.2836
65	-52.5796
66	-54.6433
67	-51.5538
68	-57.5206
69	-45.5658
70	-49.7451
71	-59.1791
72	-54.8191
73	-58.3176
74	-62.8949
75	-55.8342
76	-55.6048
77	-58.0535
78	-59.2948
79	-54.0254
80	-55.7533
81	-53.1122
82	-57.7574
83	-51.1175
84	-53.7379
85	-63.1709
86	-34.4586
87	-43.3365
88	-55.4588
89	-72.0017
90	-61.2488
91	-44.8127
92	-45.2948
93	-43.0859
94	-62.4816
95	-55.9156
96	-57.4622
97	-46.5062
98	-58.7091
99	-53.6339
100	-71.2353
101	-58.9543
102	-56.6157
103	-66.4278
104	-59.2002
105	-60.3468
106	-59.9086
107	-49.1333
108	-67.2142
109	-53.9678
110	-56.2991
111	-62.0818
112	-46.2851
113	-49.3968
114	-46.0143
115	-60.6983
116	-52.2825
117	-60.8395
118	-46.6364
119	-54.0294
120	-58.7705
121	-46.186
122	-54.6908
123	-63.3854
124	-25.6658
125	-40.2624
126	-43.7482
127	-39.5779
128	-45.7922
129	-51.4061
130	-47.5943
131	-42.2241
132	-50.8365
133	-24.5522
134	-42.9054
135	-34.6037
136	-49.5414
137	-39.0739
138	-41.0358
139	-54.1457
140	-51.82217
141	9.13690936909
