0.000000000000000000e+00 0.000000000000000000e+00 1.790125062189246097e-06
1.000000000000000000e+00 4.888821000000000139e-02 5.842310521934394041e-01
2.000000000000000000e+00 9.777642000000000277e-02 1.006518182813503470e+00
3.000000000000000000e+00 1.466646300000000180e-01 6.189487136975637682e-01
4.000000000000000000e+00 1.955528400000000055e-01 9.229853766342777099e-01
5.000000000000000000e+00 2.444410499999999931e-01 8.609396972639873358e-01
6.000000000000000000e+00 2.933292600000000361e-01 8.574929664080439551e-01
7.000000000000000000e+00 3.422174700000000236e-01 1.148308386914568935e+00
8.000000000000000000e+00 3.911056800000000111e-01 1.157840027364420710e+00
9.000000000000000000e+00 4.399938899999999986e-01 1.199784047386446062e+00
1.000000000000000000e+01 4.888820999999999861e-01 1.237375026436311032e+00
1.100000000000000000e+01 5.377703099999999736e-01 1.188349139047269354e+00
1.200000000000000000e+01 5.866585200000000722e-01 1.276385383630339598e+00
1.300000000000000000e+01 6.355467300000000597e-01 1.105818384268066001e+00
1.400000000000000000e+01 6.844349400000000472e-01 1.339555942413887424e+00
1.500000000000000000e+01 7.333231500000000347e-01 5.311478322918212758e-01
1.600000000000000000e+01 7.822113600000000222e-01 1.263311972713838438e+00
1.700000000000000000e+01 8.310995700000000097e-01 5.338098605726704360e-01
1.800000000000000000e+01 8.799877799999999972e-01 6.503697887225836638e-01
1.900000000000000000e+01 9.288759899999999847e-01 1.042700040430785791e+00
2.000000000000000000e+01 9.777641999999999722e-01 6.670557216906136677e-01
2.100000000000000000e+01 1.026652410000000071e+00 6.534026757184723255e-01
2.200000000000000000e+01 1.075540619999999947e+00 5.059855813577243122e-01
2.300000000000000000e+01 1.124428830000000046e+00 1.364868763459777812e+00
2.400000000000000000e+01 1.173317040000000144e+00 4.985753394697081120e-01
2.500000000000000000e+01 1.222205250000000021e+00 1.359851573082247578e+00
2.600000000000000000e+01 1.271093460000000119e+00 6.205533292332755524e-01
2.700000000000000000e+01 1.319981669999999996e+00 8.974794982084250972e-01
2.800000000000000000e+01 1.368869880000000094e+00 8.405288621609562361e-01
2.900000000000000000e+01 1.417758089999999971e+00 8.464964957136003054e-01
3.000000000000000000e+01 1.466646300000000069e+00 8.492203325552400983e-01
3.100000000000000000e+01 1.515534509999999946e+00 9.177237289015525157e-01
3.200000000000000000e+01 1.564422720000000044e+00 8.447334642502511981e-01
3.300000000000000000e+01 1.613310930000000143e+00 8.252207461503352492e-01
3.400000000000000000e+01 1.662199140000000019e+00 8.677690486538799375e-01
3.500000000000000000e+01 1.711087350000000118e+00 8.373649504466224025e-01
3.600000000000000000e+01 1.759975559999999994e+00 7.735680567426036491e-01
3.700000000000000000e+01 1.808863770000000093e+00 8.783914173699921557e-01
3.800000000000000000e+01 1.857751979999999969e+00 7.819961108242468040e-01
3.900000000000000000e+01 1.906640190000000068e+00 8.238821874577882953e-01
4.000000000000000000e+01 1.955528399999999944e+00 8.104560338287790655e-01
4.100000000000000000e+01 2.004416610000000265e+00 8.973132633239729872e-01
4.200000000000000000e+01 2.053304820000000142e+00 9.003384644149349247e-01
4.300000000000000000e+01 2.102193030000000018e+00 8.839884155268605825e-01
4.400000000000000000e+01 2.151081239999999895e+00 8.698917109305438489e-01
4.500000000000000000e+01 2.199969450000000215e+00 8.582064861219497187e-01
4.600000000000000000e+01 2.248857660000000092e+00 8.841786360143167878e-01
4.700000000000000000e+01 2.297745869999999968e+00 8.618044688195753977e-01
4.800000000000000000e+01 2.346634080000000289e+00 9.034153336302778170e-01
4.900000000000000000e+01 2.395522290000000165e+00 7.779056232136701832e-01
5.000000000000000000e+01 2.444410500000000042e+00 8.676887942849489388e-01
5.100000000000000000e+01 2.493298709999999918e+00 8.859853286382386450e-01
5.200000000000000000e+01 2.542186920000000239e+00 8.698688836696372162e-01
5.300000000000000000e+01 2.591075130000000115e+00 8.816256063878998850e-01
5.400000000000000000e+01 2.639963339999999992e+00 9.460661012914611812e-01
5.500000000000000000e+01 2.688851549999999868e+00 8.992342475734892426e-01
5.600000000000000000e+01 2.737739760000000189e+00 8.927983899616689367e-01
5.700000000000000000e+01 2.786627970000000065e+00 8.933265883034046118e-01
5.800000000000000000e+01 2.835516179999999942e+00 8.117471409906141799e-01
5.900000000000000000e+01 2.884404390000000262e+00 9.037538477265140147e-01
6.000000000000000000e+01 2.933292600000000139e+00 8.282114880593312023e-01
6.100000000000000000e+01 2.982180810000000015e+00 8.369491329080712694e-01
6.200000000000000000e+01 3.031069019999999892e+00 7.818989142006794735e-01
6.300000000000000000e+01 3.079957230000000212e+00 8.710572625934738245e-01
6.400000000000000000e+01 3.128845440000000089e+00 9.017654883110876041e-01
6.500000000000000000e+01 3.177733649999999965e+00 8.467877148737208426e-01
6.600000000000000000e+01 3.226621860000000286e+00 9.085405886190976998e-01
6.700000000000000000e+01 3.275510070000000162e+00 9.459302777019400477e-01
6.800000000000000000e+01 3.324398280000000039e+00 7.793952709997462591e-01
6.900000000000000000e+01 3.373286489999999915e+00 8.478861092783575026e-01
7.000000000000000000e+01 3.422174700000000236e+00 8.545201693890329686e-01
7.100000000000000000e+01 3.471062910000000112e+00 9.521119395513235606e-01
7.200000000000000000e+01 3.519951119999999989e+00 8.393957113252313862e-01
7.300000000000000000e+01 3.568839330000000309e+00 9.056835012156916331e-01
7.400000000000000000e+01 3.617727540000000186e+00 8.292289414974601813e-01
7.500000000000000000e+01 3.666615750000000062e+00 8.361829589987440636e-01
7.600000000000000000e+01 3.715503959999999939e+00 8.852762122560059455e-01
7.700000000000000000e+01 3.764392170000000259e+00 8.799860014530777041e-01
7.800000000000000000e+01 3.813280380000000136e+00 8.265943027766701201e-01
7.900000000000000000e+01 3.862168590000000012e+00 8.716011445952629444e-01
8.000000000000000000e+01 3.911056799999999889e+00 8.411127468449475231e-01
8.100000000000000000e+01 3.959945010000000210e+00 8.974068835197308580e-01
8.200000000000000000e+01 4.008833220000000530e+00 8.868273566320501455e-01
8.300000000000000000e+01 4.057721429999999962e+00 8.528187883826403581e-01
8.400000000000000000e+01 4.106609640000000283e+00 9.184713321505907357e-01
