frame	deltaG
1	30.698
2	-5.6773
3	-1.7427
4	-1.2425
5	-10.0248
6	1.8945
7	-11.1366
8	-9.8926
9	-7.9709
10	-8.1836
11	-10.5948
12	-10.9545
13	-19.7158
14	-23.0271
15	-24.6555
16	-11.8027
17	-24.0117
18	-3.6615
19	-11.7298
20	-12.068
21	-9.329
22	-21.6659
23	2.1358
24	2.8627
25	-8.0963
26	-4.7828
27	-3.86
28	-29.1963
29	-4.6209
30	-13.5197
31	-1.3358
32	-11.4691
33	-24.5441
34	-16.0342
35	-9.186
36	-10.7011
37	-14.4396
38	-10.9142
39	-5.8219
40	-10.5759
41	0.8766
42	-7.8326
43	1.7366
44	-19.5939
45	-3.2411
46	-13.2425
47	-10.206
48	-15.5994
49	-22.4586
50	-11.5149
51	-3.594
52	-13.3506
53	-4.2582
54	3.2663
55	-6.2937
56	-8.7634
57	-12.8917
58	-13.7731
59	-6.7795
60	-7.5656
61	-15.4326
62	-13.0563
63	-13.5628
64	-11.4562
65	-21.5788
66	-3.708
67	-6.3326
68	-11.9644
69	-20.121
70	-4.1029
71	-4.0748
72	-7.3733
73	-5.7317
74	-28.9229
75	0.306
76	-7.829
77	-15.095
78	-20.1069
79	-23.5749
80	-33.1186
81	-19.3895
82	-26.0428
83	-16.5387
84	-16.4948
85	-31.5983
86	-25.453
87	-30.8063
88	-15.8186
89	-9.0326
90	-18.0888
91	-33.8747
92	-20.312
93	-36.3092
94	-24.314
95	-0.8422
96	-16.8173
97	-18.1675
98	-17.5987
99	-35.2569
100	-21.4512
101	-38.0043
102	-40.5313
103	-10.8623
104	-10.7147
105	-17.8769
106	-20.9325
107	-29.4408
108	-35.8004
109	-27.7089
110	-29.3211
111	-11.4867
112	-20.4469
113	-17.2489
114	-16.4788
115	-11.71
116	-11.8321
117	-22.1329
118	-29.2121
119	-28.8169
120	-25.0555
121	-32.5511
122	-6.9486
123	-3.7237
124	-18.6231
125	-16.5398
126	-1.2774
127	-12.4241
128	-15.7571
129	-1.6104
130	2.8668
131	-14.1252
132	-10.5722
133	-21.3889
134	-16.5189
135	-7.033
136	-28.0239
137	-5.9817
138	-16.7889
139	-12.0278
140	-14.1454978571
141	10.5378652425
