,ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,Kd,dKd
0,0.0,4.5e-05,0.00089,0.00053,268.0,0.452,3.2e-07,0.5
1,4.05442990977e-07,0.00221130801977,0.0437578818893,9915.67271214,1.29663974417e-07,8.77932682305e-08,2.23352066454e-07,4.46892078898e-08
2,4.0544299102e-07,0.00221157866516,0.0437581190743,19853.9435617,1.55212673228e-07,7.91708144471e-09,1.30534973643e-07,1.17385878795e-08
3,4.0544299112e-07,0.00221206100954,0.0437583887625,65951.7935416,2.96545519815e-07,1.16007744217e-08,7.84965780864e-08,1.49709022956e-08
4,4.05442991146e-07,0.0022112079827,0.0437542210593,10442.7437097,3.33319075823e-07,2.0709017097e-07,2.28394857253e-07,1.67163616283e-07
5,4.05442991159e-07,0.00221193476309,0.0437585364545,51640.3653076,3.06952913502e-07,1.73571457109e-08,1.14186625648e-07,3.22403104214e-08
6,4.05442991231e-07,0.0022118969438,0.0437587935232,47407.822451,2.27885499526e-07,2.35742718365e-08,8.95488856665e-08,5.29170041119e-09
7,4.05442991639e-07,0.00221196963337,0.0437597839599,50350.5791127,2.15056703457e-07,2.85117308327e-09,6.88256621291e-08,3.91883192563e-09
8,4.05442991665e-07,0.00221225307033,0.0437528577035,83938.7869091,3.28311806928e-07,6.58959121291e-09,4.5836062975e-09,7.82440778835e-09
9,4.05442991669e-07,0.00221177650115,0.0437596156904,15930.5466387,7.366249143e-07,1.32256288025e-07,2.3184870027e-07,2.52871057427e-09
10,4.05442991845e-07,0.00221212901657,0.0437599981312,1189.79691415,6.38637444089e-07,1.14756778318e-07,2.47045712114e-07,8.35884139683e-08
11,4.05442991872e-07,0.00221216000792,0.0437601907184,66496.5917648,3.47311952995e-07,1.80480262004e-08,5.36286337409e-08,7.60272955702e-09
12,4.054429921e-07,0.00221228940163,0.0437605735153,75079.8962834,3.60116420929e-07,1.46960860393e-09,3.56683588855e-08,2.09578243648e-08
13,4.05442992335e-07,0.00221008558721,0.043759079149,3278.96146917,1.17701881409e-06,1.18338658685e-06,4.44837682573e-07,1.09971016737e-06
14,4.0544299234e-07,0.00221045638827,0.043754153121,404.756558312,2.2574941717e-07,1.60504414577e-06,3.38918892584e-07,1.66799696277e-06
15,4.05442992384e-07,0.00221233420964,0.0437610180125,79015.4173003,3.89411885822e-07,2.31138854369e-08,2.78395576089e-08,1.15558673741e-09
16,4.05442992481e-07,0.00221132565095,0.0437547570941,93.1890499319,8.02341951419e-07,9.03676985749e-07,1.24705840138e-06,2.07923817053e-06
17,4.05442992531e-07,0.00221219186015,0.0437612101358,56311.1476997,5.38104428015e-07,8.62045808384e-08,1.23627155261e-07,2.26130225656e-10
18,4.05442992626e-07,0.00221239485647,0.0437611823647,68.3457843245,7.60863754091e-07,6.27185005013e-08,3.33622934887e-07,2.61808374979e-07
19,4.05442992639e-07,0.00221087275053,0.0437607767212,8025.48130666,1.28970020202e-06,4.69032764938e-07,4.31574850611e-07,2.78239986606e-07
20,4.05442992867e-07,0.00221157718132,0.0437508948913,44884.0863121,3.47597718436e-07,1.95631699139e-07,2.00533495163e-07,2.6825557331e-07
21,4.05442993054e-07,0.00221233039533,0.0437580670823,10.5277085582,1.45132205557e-06,1.04108683326e-06,1.22039183551e-06,2.24363474466e-06
22,4.05442993173e-07,0.00220801426313,0.0437530885096,2495.88190403,3.35455794486e-07,1.25044599798e-06,7.16542773713e-07,1.29037321939e-06
23,4.05442993223e-07,0.00221213044061,0.0437621137662,37423.5536013,6.57679628833e-07,4.59090730033e-08,1.57014729043e-07,5.84898351974e-08
24,4.05442993482e-07,0.0022124803716,0.0437621008297,7.35234778875,9.42514089329e-07,5.34287756613e-07,9.1894885689e-08,6.38963015831e-07
