ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,Kd,dKd
0,0.000045,0.00089,0.00053,268,0.452,3.2e-7,0.5
5.487735150709645e-7,0.0022049363666369415,0.04375376249101943,0.026052478174870285,99.96467985150215,2.967151843791948e-7,5.364807413963117e-7,3.02555425157891e-7
5.48773516412079e-7,0.0022049009321241475,0.04375539395789455,0.026048646302841323,99.9974894658578,1.3743249286880895e-6,6.124660322301881e-7,5.148624748763098e-7
5.487735174336178e-7,0.0022056697714018117,0.043752535601616016,0.026047986079176244,99.99446112372262,1.7703699863024155e-6,7.366109529233716e-8,1.0076154799421033e-6
5.487735226652615e-7,0.0022000322828006303,0.043759326502252296,0.02605180606753113,99.99994362540005,7.669031707615118e-7,2.2938135450560307e-6,6.77885381161758e-7
5.48773523353367e-7,0.002199092346722562,0.043753557644967384,0.02605367223753055,99.99989277680255,1.9793419607370484e-7,7.987813514544896e-8,1.6956191561945388e-6
5.487735331074988e-7,0.0022113612921217606,0.0437647547617859,0.026037448122216596,99.9999465873553,6.5897631501014326e-9,4.900116370984914e-7,5.761025878570081e-7
5.487736130664892e-7,0.0022144572806962583,0.043730846739314023,0.026081531737913458,99.99828406361549,4.5927757663851696e-7,3.385016792266449e-7,5.770322109022175e-7
5.487736818880679e-7,0.0022119034407773737,0.043790815706333135,0.026017509184808347,99.99994285365098,2.269570040752235e-6,5.54484112361569e-7,1.7333905644179026e-6
5.487738519798647e-7,0.002268412523295692,0.043786321511432684,0.02603550405957365,99.99987874373191,1.7074548142135823e-6,0.000012883676820605083,9.026177139048741e-7
5.509873671661878e-7,0.0022082953216269368,0.047761890668676574,0.022041745424713436,99.99993495421737,3.2536947448015243e-6,5.963478885990003e-7,3.16467726468872e-6
5.854622814076191e-7,0.0021932521213350858,0.060072770289966396,0.00973369634472066,99.99991444601677,5.017705683105836e-6,3.385469078081781e-6,5.2782200943291e-6
6.216319502705972e-7,0.0021947177362095574,0.020757492948256295,0.0490445090761412,99.99994700228234,1.4008522709578143e-7,6.866286868325855e-6,1.1128437504837052e-6
6.27185767787616e-7,0.002232706443396394,0.01989125661632574,0.04989894127038057,99.9999460413004,1.1958202373255043e-6,6.763174801416956e-6,1.1448409331649145e-6
6.335433818586132e-7,0.0022138276160845504,0.06855753451201445,0.0012466459125854564,99.99994660766214,1.629451342783248e-6,5.47806647235898e-7,1.7462848722615831e-6
7.262850589163464e-7,0.0021959391145019947,0.079661462840155,0.009827931137625097,99.92528136647223,1.0776980709017388e-6,4.195288360717403e-6,4.458960467523809e-6
9.746043215023937e-7,0.0022089785169139074,0.09932931135250803,0.029558872354870033,99.99900455703946,3.808157525799614e-6,6.1847216749687845e-6,7.652875821939631e-6
9.781398850277329e-7,0.0021568259342148043,0.10223173704732072,0.026730591567131628,99.99994699502194,0.002864599787110011,0.000016305042592508683,0.000697189732390413
9.933029026293713e-7,0.002199370246547266,0.10054433049798919,0.03075872444828795,99.99984044906675,3.0114630553258047e-6,3.743981596358676e-6,4.592740554532071e-6
1.0860597085945672e-6,0.002245238438348315,0.10883133628425681,0.03346972111270641,99.99989773487414,0.0016308904833181126,0.00002964161239555874,0.0020210327421388286
3.8986054361368094e-6,0.0017879683091672316,0.13328246101230112,0.14457500313739716,99.99993707600673,0.02875465007271646,0.0016501646973971697,0.015832908278090585
0.000028771454781503976,0.0016538841581554176,0.1595661136374268,0.44927688933166676,99.99994700016208,0.17277399621864514,0.0003307072800607774,0.16401067294169458
0.0009585715341790548,1.998766310071827,0.47294456960625525,0.8077185983632295,99.99994819219087,0.3831091412199698,1.4713684425632356,0.8198827285635368
0.10797903703807836,19.518131070452046,1.2991059432590553,4.16524416433846,99.99996310704881,7.041164424213488,17.947333040977252,6.184850520141283
0.1726226920861972,34.07791770410719,6.158180851172477,5.176047775949174,99.99997037969136,1.1637280636006748,18.632318320025913,1.6935282271493879
0.3792765738044591,44.91339439908557,3.321595503864503,18.09247817538453,99.99997696396547,4.042037769137543,29.387976091122752,6.53720575091813
2.6189941882885526,97.77487394793565,0.0389906767805825,9.590289280104255,99.99999893508007,3.2477094182765844,10.448673035360741,1.3432335009089136
