,ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,Kd,dKd
0,0.0,4.5e-05,0.00089,0.00053,268.0,0.452,3.2e-07,0.5
1,1.44362968032e-07,0.00221058871688,3465.71739639,0.0260517393396,1.47448307627e-07,9.6850944177e-08,2.49118130421e-07,7.23055837426e-08
2,1.44362968109e-07,0.00221225125755,43725.178167,0.026052706706,1.05443362698e-06,4.56793403496e-08,6.16877221001e-08,5.3004045597e-09
3,1.44362968167e-07,0.00221234668237,91.973140085,0.0260512233761,5.82516785057e-07,6.80142643287e-08,2.39684516038e-08,1.10519526864e-07
4,1.44362968231e-07,0.00221150346607,3908.59076093,0.0260548145207,8.55316051484e-07,4.0613370582e-08,1.11653815156e-07,7.80531861366e-08
5,1.44362968252e-07,0.00221242169011,8.37803036526,0.0260536530555,1.25832456494e-06,3.60088311184e-08,2.65014606192e-08,5.96322990987e-08
6,1.44362968291e-07,0.00221083861357,17499.9018249,0.0260537323083,8.59180258614e-07,1.10896554968e-07,7.92758301999e-07,6.50024234439e-07
7,1.44362968553e-07,0.00220899678105,58.0035444476,0.0260543219824,7.6163521261e-07,6.93956937146e-08,1.81882623758e-07,1.14212328484e-07
8,1.44362968621e-07,0.00221241600372,2.98000604712,0.0260531731459,1.52845509649e-06,8.07143830632e-07,6.35297540626e-08,7.20704718127e-07
9,1.44362968859e-07,0.00220899066819,6.63163624818,0.0260537840026,7.9296034813e-07,5.32269238517e-07,5.97038650585e-07,1.10133089315e-06
10,1.44362968883e-07,0.00221238498726,19.2039178823,0.0260522807228,1.53869745337e-06,6.25754475277e-07,6.07630599067e-07,1.23119661133e-06
11,1.44362968943e-07,0.00221236874142,16.0778460487,0.0260492702532,3.98385446688e-07,3.69938114065e-07,1.16949673591e-07,4.96902019531e-07
12,1.4436296895e-07,0.00220895694036,8.148851946,0.026050447024,4.53428774461e-07,5.58003901198e-07,9.48880883664e-08,6.65903510111e-07
13,1.44362969115e-07,0.00221233940385,0.0131685339811,0.0260511321694,7.67376440335e-07,5.36359796302e-07,1.10019671879e-06,1.65463354129e-06
14,1.44362969208e-07,0.00220824381776,547.967189631,0.0260540026215,1.44355855959e-06,3.85134353121e-07,2.54183767949e-07,5.23151821863e-07
15,1.44362969963e-07,0.00221012805778,9766.91603409,0.0260572733578,2.63397767942e-08,1.17592581444e-06,1.29475801956e-07,1.41341480742e-06
16,1.44362970074e-07,0.00221245285952,2.71027437093,0.0260565745471,2.35588624827e-06,6.11424062805e-07,1.02673743902e-07,5.08867126214e-07
17,1.44362970388e-07,0.00220897402272,26.5220350494,0.0260570101467,1.83710461636e-06,3.13755167373e-07,5.92663857761e-07,8.9616974952e-07
18,1.44362970699e-07,0.00221231034599,39653.2128925,0.0260586227817,1.51778985002e-06,1.06982269651e-07,5.28651774684e-07,6.30912555533e-07
19,1.44362970807e-07,0.00220903213195,1.43183603706,0.0260574193936,1.49455605702e-06,1.33443642075e-06,2.89908606726e-08,1.25720689415e-06
20,1.44362970889e-07,0.00221161372631,12302.8329495,0.026057958373,1.32801563577e-06,1.65691311458e-06,4.9169542941e-07,1.29853854336e-06
21,1.44362971136e-07,0.00221245123496,12.9801668108,0.0260567355186,2.59253651515e-06,1.58035201199e-06,2.94248757226e-07,1.27148331863e-06
